LGA_NAME21	Age	MaritalStatus	Registered	adults
Bathurst Regional	15-19	Married	0	52
Bathurst Regional	15-19	Never married		2456
Bathurst Regional	20-24	Married	0	532
Bathurst Regional	20-24	Married	1	81
Bathurst Regional	20-24	Never married		1716
Bathurst Regional	25-34	Married	0	1356
Bathurst Regional	25-34	Married	1	1589
Bathurst Regional	25-34	Never married		1948
Bathurst Regional	35-44	Married	0	728
Bathurst Regional	35-44	Married	1	2495
Bathurst Regional	35-44	Never married		1252
Bathurst Regional	45-54	Married	0	541
Bathurst Regional	45-54	Married	1	2767
Bathurst Regional	45-54	Never married		1495
Bathurst Regional	55-64	Married	0	456
Bathurst Regional	55-64	Married	1	2785
Bathurst Regional	55-64	Never married		1558
Bathurst Regional	65-74	Married	0	177
Bathurst Regional	65-74	Married	1	2565
Bathurst Regional	65-74	Never married		1269
Bathurst Regional	75-84	Married	0	64
Bathurst Regional	75-84	Married	1	1220
Bathurst Regional	75-84	Never married		907
Bathurst Regional	85+	Married	0	3
Bathurst Regional	85+	Married	1	240
Bathurst Regional	85+	Never married		414
Bayside (NSW)	15-19	Married	0	43
Bayside (NSW)	15-19	Married	1	9
Bayside (NSW)	15-19	Never married		7260
Bayside (NSW)	20-24	Married	0	1417
Bayside (NSW)	20-24	Married	1	523
Bayside (NSW)	20-24	Never married		10689
Bayside (NSW)	25-34	Married	0	7647
Bayside (NSW)	25-34	Married	1	10848
Bayside (NSW)	25-34	Never married		15266
Bayside (NSW)	35-44	Married	0	3247
Bayside (NSW)	35-44	Married	1	14488
Bayside (NSW)	35-44	Never married		7079
Bayside (NSW)	45-54	Married	0	1698
Bayside (NSW)	45-54	Married	1	11383
Bayside (NSW)	45-54	Never married		6295
Bayside (NSW)	55-64	Married	0	1040
Bayside (NSW)	55-64	Married	1	9472
Bayside (NSW)	55-64	Never married		5882
Bayside (NSW)	65-74	Married	0	432
Bayside (NSW)	65-74	Married	1	7439
Bayside (NSW)	65-74	Never married		4752
Bayside (NSW)	75-84	Married	0	129
Bayside (NSW)	75-84	Married	1	4234
Bayside (NSW)	75-84	Never married		3471
Bayside (NSW)	85+	Married	0	6
Bayside (NSW)	85+	Married	1	1039
Bayside (NSW)	85+	Never married		1778
Bega Valley	15-19	Married	0	40
Bega Valley	15-19	Never married		1525
Bega Valley	20-24	Married	0	247
Bega Valley	20-24	Married	1	40
Bega Valley	20-24	Never married		808
Bega Valley	25-34	Married	0	837
Bega Valley	25-34	Married	1	759
Bega Valley	25-34	Never married		1039
Bega Valley	35-44	Married	0	701
Bega Valley	35-44	Married	1	1498
Bega Valley	35-44	Never married		809
Bega Valley	45-54	Married	0	697
Bega Valley	45-54	Married	1	2057
Bega Valley	45-54	Never married		1148
Bega Valley	55-64	Married	0	722
Bega Valley	55-64	Married	1	3132
Bega Valley	55-64	Never married		1738
Bega Valley	65-74	Married	0	493
Bega Valley	65-74	Married	1	3328
Bega Valley	65-74	Never married		1668
Bega Valley	75-84	Married	0	126
Bega Valley	75-84	Married	1	1587
Bega Valley	75-84	Never married		1050
Bega Valley	85+	Married	0	16
Bega Valley	85+	Married	1	296
Bega Valley	85+	Never married		503
Bellingen	15-19	Married	0	14
Bellingen	15-19	Never married		606
Bellingen	20-24	Married	0	68
Bellingen	20-24	Married	1	4
Bellingen	20-24	Never married		273
Bellingen	25-34	Married	0	296
Bellingen	25-34	Married	1	254
Bellingen	25-34	Never married		373
Bellingen	35-44	Married	0	248
Bellingen	35-44	Married	1	530
Bellingen	35-44	Never married		356
Bellingen	45-54	Married	0	286
Bellingen	45-54	Married	1	764
Bellingen	45-54	Never married		525
Bellingen	55-64	Married	0	274
Bellingen	55-64	Married	1	1040
Bellingen	55-64	Never married		721
Bellingen	65-74	Married	0	196
Bellingen	65-74	Married	1	1031
Bellingen	65-74	Never married		642
Bellingen	75-84	Married	0	39
Bellingen	75-84	Married	1	523
Bellingen	75-84	Never married		374
Bellingen	85+	Married	0	9
Bellingen	85+	Married	1	89
Bellingen	85+	Never married		195
Berrigan	15-19	Married	0	9
Berrigan	15-19	Never married		376
Berrigan	20-24	Married	0	55
Berrigan	20-24	Married	1	9
Berrigan	20-24	Never married		168
Berrigan	25-34	Married	0	203
Berrigan	25-34	Married	1	211
Berrigan	25-34	Never married		229
Berrigan	35-44	Married	0	118
Berrigan	35-44	Married	1	414
Berrigan	35-44	Never married		177
Berrigan	45-54	Married	0	102
Berrigan	45-54	Married	1	479
Berrigan	45-54	Never married		263
Berrigan	55-64	Married	0	130
Berrigan	55-64	Married	1	658
Berrigan	55-64	Never married		312
Berrigan	65-74	Married	0	84
Berrigan	65-74	Married	1	829
Berrigan	65-74	Never married		388
Berrigan	75-84	Married	0	24
Berrigan	75-84	Married	1	440
Berrigan	75-84	Never married		272
Berrigan	85+	Married	1	93
Berrigan	85+	Never married		111
Blacktown	15-19	Married	0	191
Blacktown	15-19	Married	1	5
Blacktown	15-19	Never married		22699
Blacktown	20-24	Married	0	2123
Blacktown	20-24	Married	1	991
Blacktown	20-24	Never married		21231
Blacktown	25-34	Married	0	7190
Blacktown	25-34	Married	1	24283
Blacktown	25-34	Never married		23147
Blacktown	35-44	Married	0	4175
Blacktown	35-44	Married	1	47134
Blacktown	35-44	Never married		12010
Blacktown	45-54	Married	0	3191
Blacktown	45-54	Married	1	30416
Blacktown	45-54	Never married		11270
Blacktown	55-64	Married	0	1818
Blacktown	55-64	Married	1	23360
Blacktown	55-64	Never married		10745
Blacktown	65-74	Married	0	640
Blacktown	65-74	Married	1	16165
Blacktown	65-74	Never married		8682
Blacktown	75-84	Married	0	188
Blacktown	75-84	Married	1	6000
Blacktown	75-84	Never married		5061
Blacktown	85+	Married	0	13
Blacktown	85+	Married	1	951
Blacktown	85+	Never married		1995
Bland	15-19	Married	0	8
Bland	15-19	Never married		244
Bland	20-24	Married	0	62
Bland	20-24	Married	1	11
Bland	20-24	Never married		133
Bland	25-34	Married	0	135
Bland	25-34	Married	1	202
Bland	25-34	Never married		159
Bland	35-44	Married	0	88
Bland	35-44	Married	1	333
Bland	35-44	Never married		112
Bland	45-54	Married	0	55
Bland	45-54	Married	1	345
Bland	45-54	Never married		165
Bland	55-64	Married	0	54
Bland	55-64	Married	1	439
Bland	55-64	Never married		216
Bland	65-74	Married	0	26
Bland	65-74	Married	1	387
Bland	65-74	Never married		177
Bland	75-84	Married	0	7
Bland	75-84	Married	1	193
Bland	75-84	Never married		152
Bland	85+	Married	1	51
Bland	85+	Never married		91
Blayney	15-19	Married	0	12
Blayney	15-19	Never married		406
Blayney	20-24	Married	0	68
Blayney	20-24	Married	1	9
Blayney	20-24	Never married		198
Blayney	25-34	Married	0	196
Blayney	25-34	Married	1	294
Blayney	25-34	Never married		240
Blayney	35-44	Married	0	117
Blayney	35-44	Married	1	441
Blayney	35-44	Never married		155
Blayney	45-54	Married	0	117
Blayney	45-54	Married	1	561
Blayney	45-54	Never married		224
Blayney	55-64	Married	0	106
Blayney	55-64	Married	1	588
Blayney	55-64	Never married		287
Blayney	65-74	Married	0	52
Blayney	65-74	Married	1	471
Blayney	65-74	Never married		243
Blayney	75-84	Married	0	10
Blayney	75-84	Married	1	231
Blayney	75-84	Never married		161
Blayney	85+	Married	1	40
Blayney	85+	Never married		82
Blue Mountains	15-19	Married	0	43
Blue Mountains	15-19	Never married		4375
Blue Mountains	20-24	Married	0	423
Blue Mountains	20-24	Married	1	81
Blue Mountains	20-24	Never married		2695
Blue Mountains	25-34	Married	0	1766
Blue Mountains	25-34	Married	1	2329
Blue Mountains	25-34	Never married		2528
Blue Mountains	35-44	Married	0	1598
Blue Mountains	35-44	Married	1	5385
Blue Mountains	35-44	Never married		2070
Blue Mountains	45-54	Married	0	1483
Blue Mountains	45-54	Married	1	6220
Blue Mountains	45-54	Never married		2692
Blue Mountains	55-64	Married	0	1115
Blue Mountains	55-64	Married	1	6421
Blue Mountains	55-64	Never married		3032
Blue Mountains	65-74	Married	0	674
Blue Mountains	65-74	Married	1	5983
Blue Mountains	65-74	Never married		3255
Blue Mountains	75-84	Married	0	172
Blue Mountains	75-84	Married	1	2587
Blue Mountains	75-84	Never married		2051
Blue Mountains	85+	Married	0	23
Blue Mountains	85+	Married	1	453
Blue Mountains	85+	Never married		800
Bogan	15-19	Married	0	13
Bogan	15-19	Never married		119
Bogan	20-24	Married	0	30
Bogan	20-24	Married	1	3
Bogan	20-24	Never married		86
Bogan	25-34	Married	0	91
Bogan	25-34	Married	1	112
Bogan	25-34	Never married		92
Bogan	35-44	Married	0	47
Bogan	35-44	Married	1	104
Bogan	35-44	Never married		40
Bogan	45-54	Married	0	51
Bogan	45-54	Married	1	186
Bogan	45-54	Never married		68
Bogan	55-64	Married	0	32
Bogan	55-64	Married	1	147
Bogan	55-64	Never married		88
Bogan	65-74	Married	0	4
Bogan	65-74	Married	1	115
Bogan	65-74	Never married		77
Bogan	75-84	Married	0	9
Bogan	75-84	Married	1	81
Bogan	75-84	Never married		83
Bogan	85+	Married	0	4
Bogan	85+	Married	1	11
Bogan	85+	Never married		36
Bourke	15-19	Married	0	4
Bourke	15-19	Never married		95
Bourke	20-24	Married	0	29
Bourke	20-24	Married	1	4
Bourke	20-24	Never married		77
Bourke	25-34	Married	0	64
Bourke	25-34	Married	1	95
Bourke	25-34	Never married		87
Bourke	35-44	Married	0	65
Bourke	35-44	Married	1	87
Bourke	35-44	Never married		63
Bourke	45-54	Married	0	38
Bourke	45-54	Married	1	109
Bourke	45-54	Never married		92
Bourke	55-64	Married	0	29
Bourke	55-64	Married	1	124
Bourke	55-64	Never married		84
Bourke	65-74	Married	0	7
Bourke	65-74	Married	1	95
Bourke	65-74	Never married		73
Bourke	75-84	Married	1	47
Bourke	75-84	Never married		43
Bourke	85+	Married	1	8
Bourke	85+	Never married		17
Brewarrina	15-19	Married	0	3
Brewarrina	15-19	Never married		70
Brewarrina	20-24	Married	0	8
Brewarrina	20-24	Never married		45
Brewarrina	25-34	Married	0	42
Brewarrina	25-34	Married	1	27
Brewarrina	25-34	Never married		94
Brewarrina	35-44	Married	0	22
Brewarrina	35-44	Married	1	34
Brewarrina	35-44	Never married		55
Brewarrina	45-54	Married	0	48
Brewarrina	45-54	Married	1	37
Brewarrina	45-54	Never married		48
Brewarrina	55-64	Married	0	37
Brewarrina	55-64	Married	1	53
Brewarrina	55-64	Never married		70
Brewarrina	65-74	Married	0	8
Brewarrina	65-74	Married	1	42
Brewarrina	65-74	Never married		55
Brewarrina	75-84	Married	1	14
Brewarrina	75-84	Never married		27
Brewarrina	85+	Never married		5
Broken Hill	15-19	Married	0	30
Broken Hill	15-19	Never married		808
Broken Hill	20-24	Married	0	193
Broken Hill	20-24	Married	1	8
Broken Hill	20-24	Never married		553
Broken Hill	25-34	Married	0	606
Broken Hill	25-34	Married	1	410
Broken Hill	25-34	Never married		867
Broken Hill	35-44	Married	0	308
Broken Hill	35-44	Married	1	660
Broken Hill	35-44	Never married		645
Broken Hill	45-54	Married	0	234
Broken Hill	45-54	Married	1	782
Broken Hill	45-54	Never married		759
Broken Hill	55-64	Married	0	223
Broken Hill	55-64	Married	1	1148
Broken Hill	55-64	Never married		919
Broken Hill	65-74	Married	0	98
Broken Hill	65-74	Married	1	1082
Broken Hill	65-74	Never married		802
Broken Hill	75-84	Married	0	29
Broken Hill	75-84	Married	1	570
Broken Hill	75-84	Never married		513
Broken Hill	85+	Married	1	136
Broken Hill	85+	Never married		290
Burwood	15-19	Married	0	20
Burwood	15-19	Never married		1723
Burwood	20-24	Married	0	401
Burwood	20-24	Married	1	217
Burwood	20-24	Never married		4048
Burwood	25-34	Married	0	1360
Burwood	25-34	Married	1	2320
Burwood	25-34	Never married		4480
Burwood	35-44	Married	0	405
Burwood	35-44	Married	1	2659
Burwood	35-44	Never married		1623
Burwood	45-54	Married	0	233
Burwood	45-54	Married	1	2518
Burwood	45-54	Never married		1461
Burwood	55-64	Married	0	171
Burwood	55-64	Married	1	2432
Burwood	55-64	Never married		1237
Burwood	65-74	Married	0	99
Burwood	65-74	Married	1	1758
Burwood	65-74	Never married		973
Burwood	75-84	Married	0	23
Burwood	75-84	Married	1	926
Burwood	75-84	Never married		724
Burwood	85+	Married	0	3
Burwood	85+	Married	1	285
Burwood	85+	Never married		508
Byron	15-19	Married	0	15
Byron	15-19	Never married		1454
Byron	20-24	Married	0	134
Byron	20-24	Married	1	10
Byron	20-24	Never married		1026
Byron	25-34	Married	0	1109
Byron	25-34	Married	1	571
Byron	25-34	Never married		2373
Byron	35-44	Married	0	1078
Byron	35-44	Married	1	1742
Byron	35-44	Never married		1572
Byron	45-54	Married	0	905
Byron	45-54	Married	1	1990
Byron	45-54	Never married		1599
Byron	55-64	Married	0	702
Byron	55-64	Married	1	2055
Byron	55-64	Never married		1668
Byron	65-74	Married	0	458
Byron	65-74	Married	1	1839
Byron	65-74	Never married		1560
Byron	75-84	Married	0	74
Byron	75-84	Married	1	684
Byron	75-84	Never married		642
Byron	85+	Married	0	4
Byron	85+	Married	1	109
Byron	85+	Never married		294
Cabonne	15-19	Married	0	8
Cabonne	15-19	Never married		766
Cabonne	20-24	Married	0	96
Cabonne	20-24	Married	1	31
Cabonne	20-24	Never married		374
Cabonne	25-34	Married	0	248
Cabonne	25-34	Married	1	472
Cabonne	25-34	Never married		307
Cabonne	35-44	Married	0	191
Cabonne	35-44	Married	1	957
Cabonne	35-44	Never married		238
Cabonne	45-54	Married	0	193
Cabonne	45-54	Married	1	1129
Cabonne	45-54	Never married		321
Cabonne	55-64	Married	0	162
Cabonne	55-64	Married	1	1233
Cabonne	55-64	Never married		396
Cabonne	65-74	Married	0	86
Cabonne	65-74	Married	1	993
Cabonne	65-74	Never married		439
Cabonne	75-84	Married	0	13
Cabonne	75-84	Married	1	489
Cabonne	75-84	Never married		330
Cabonne	85+	Married	1	76
Cabonne	85+	Never married		159
Camden	15-19	Married	0	45
Camden	15-19	Never married		7170
Camden	20-24	Married	0	911
Camden	20-24	Married	1	271
Camden	20-24	Never married		5396
Camden	25-34	Married	0	4067
Camden	25-34	Married	1	9207
Camden	25-34	Never married		5296
Camden	35-44	Married	0	1980
Camden	35-44	Married	1	13161
Camden	35-44	Never married		2978
Camden	45-54	Married	0	1282
Camden	45-54	Married	1	9665
Camden	45-54	Never married		2813
Camden	55-64	Married	0	696
Camden	55-64	Married	1	6742
Camden	55-64	Never married		2501
Camden	65-74	Married	0	210
Camden	65-74	Married	1	4639
Camden	65-74	Never married		1953
Camden	75-84	Married	0	41
Camden	75-84	Married	1	1848
Camden	75-84	Never married		1196
Camden	85+	Married	1	288
Camden	85+	Never married		531
Campbelltown (NSW)	15-19	Married	0	84
Campbelltown (NSW)	15-19	Married	1	5
Campbelltown (NSW)	15-19	Never married		10107
Campbelltown (NSW)	20-24	Married	0	1189
Campbelltown (NSW)	20-24	Married	1	402
Campbelltown (NSW)	20-24	Never married		8795
Campbelltown (NSW)	25-34	Married	0	3838
Campbelltown (NSW)	25-34	Married	1	9608
Campbelltown (NSW)	25-34	Never married		10295
Campbelltown (NSW)	35-44	Married	0	2302
Campbelltown (NSW)	35-44	Married	1	16246
Campbelltown (NSW)	35-44	Never married		6352
Campbelltown (NSW)	45-54	Married	0	1690
Campbelltown (NSW)	45-54	Married	1	11482
Campbelltown (NSW)	45-54	Never married		5862
Campbelltown (NSW)	55-64	Married	0	1117
Campbelltown (NSW)	55-64	Married	1	11564
Campbelltown (NSW)	55-64	Never married		5771
Campbelltown (NSW)	65-74	Married	0	497
Campbelltown (NSW)	65-74	Married	1	8629
Campbelltown (NSW)	65-74	Never married		4869
Campbelltown (NSW)	75-84	Married	0	116
Campbelltown (NSW)	75-84	Married	1	3215
Campbelltown (NSW)	75-84	Never married		2666
Campbelltown (NSW)	85+	Married	0	16
Campbelltown (NSW)	85+	Married	1	425
Campbelltown (NSW)	85+	Never married		993
Canada Bay	15-19	Married	0	13
Canada Bay	15-19	Married	1	3
Canada Bay	15-19	Never married		3896
Canada Bay	20-24	Married	0	483
Canada Bay	20-24	Married	1	149
Canada Bay	20-24	Never married		4326
Canada Bay	25-34	Married	0	3328
Canada Bay	25-34	Married	1	4700
Canada Bay	25-34	Never married		5883
Canada Bay	35-44	Married	0	1622
Canada Bay	35-44	Married	1	8359
Canada Bay	35-44	Never married		3014
Canada Bay	45-54	Married	0	1012
Canada Bay	45-54	Married	1	7223
Canada Bay	45-54	Never married		2984
Canada Bay	55-64	Married	0	728
Canada Bay	55-64	Married	1	6103
Canada Bay	55-64	Never married		2901
Canada Bay	65-74	Married	0	355
Canada Bay	65-74	Married	1	4969
Canada Bay	65-74	Never married		2291
Canada Bay	75-84	Married	0	95
Canada Bay	75-84	Married	1	2609
Canada Bay	75-84	Never married		1691
Canada Bay	85+	Married	0	15
Canada Bay	85+	Married	1	636
Canada Bay	85+	Never married		1010
Canterbury-Bankstown	15-19	Married	0	53
Canterbury-Bankstown	15-19	Married	1	36
Canterbury-Bankstown	15-19	Never married		21177
Canterbury-Bankstown	20-24	Married	0	999
Canterbury-Bankstown	20-24	Married	1	1538
Canterbury-Bankstown	20-24	Never married		20542
Canterbury-Bankstown	25-34	Married	0	5187
Canterbury-Bankstown	25-34	Married	1	19838
Canterbury-Bankstown	25-34	Never married		25576
Canterbury-Bankstown	35-44	Married	0	3341
Canterbury-Bankstown	35-44	Married	1	30077
Canterbury-Bankstown	35-44	Never married		13610
Canterbury-Bankstown	45-54	Married	0	2571
Canterbury-Bankstown	45-54	Married	1	26597
Canterbury-Bankstown	45-54	Never married		13442
Canterbury-Bankstown	55-64	Married	0	1773
Canterbury-Bankstown	55-64	Married	1	24139
Canterbury-Bankstown	55-64	Never married		13415
Canterbury-Bankstown	65-74	Married	0	765
Canterbury-Bankstown	65-74	Married	1	16928
Canterbury-Bankstown	65-74	Never married		9953
Canterbury-Bankstown	75-84	Married	0	180
Canterbury-Bankstown	75-84	Married	1	8859
Canterbury-Bankstown	75-84	Never married		6670
Canterbury-Bankstown	85+	Married	0	34
Canterbury-Bankstown	85+	Married	1	2332
Canterbury-Bankstown	85+	Never married		3982
Carrathool	15-19	Never married		107
Carrathool	20-24	Married	0	26
Carrathool	20-24	Married	1	4
Carrathool	20-24	Never married		79
Carrathool	25-34	Married	0	120
Carrathool	25-34	Married	1	108
Carrathool	25-34	Never married		131
Carrathool	35-44	Married	0	60
Carrathool	35-44	Married	1	158
Carrathool	35-44	Never married		71
Carrathool	45-54	Married	0	47
Carrathool	45-54	Married	1	182
Carrathool	45-54	Never married		78
Carrathool	55-64	Married	0	34
Carrathool	55-64	Married	1	172
Carrathool	55-64	Never married		107
Carrathool	65-74	Married	0	18
Carrathool	65-74	Married	1	103
Carrathool	65-74	Never married		82
Carrathool	75-84	Married	1	64
Carrathool	75-84	Never married		38
Carrathool	85+	Married	1	15
Carrathool	85+	Never married		24
Central Coast (NSW)	15-19	Married	0	274
Central Coast (NSW)	15-19	Married	1	8
Central Coast (NSW)	15-19	Never married		18652
Central Coast (NSW)	20-24	Married	0	2844
Central Coast (NSW)	20-24	Married	1	431
Central Coast (NSW)	20-24	Never married		13670
Central Coast (NSW)	25-34	Married	0	9746
Central Coast (NSW)	25-34	Married	1	10952
Central Coast (NSW)	25-34	Never married		14519
Central Coast (NSW)	35-44	Married	0	6108
Central Coast (NSW)	35-44	Married	1	22306
Central Coast (NSW)	35-44	Never married		10297
Central Coast (NSW)	45-54	Married	0	5235
Central Coast (NSW)	45-54	Married	1	23212
Central Coast (NSW)	45-54	Never married		12979
Central Coast (NSW)	55-64	Married	0	3814
Central Coast (NSW)	55-64	Married	1	23892
Central Coast (NSW)	55-64	Never married		14287
Central Coast (NSW)	65-74	Married	0	1987
Central Coast (NSW)	65-74	Married	1	22376
Central Coast (NSW)	65-74	Never married		13278
Central Coast (NSW)	75-84	Married	0	753
Central Coast (NSW)	75-84	Married	1	12574
Central Coast (NSW)	75-84	Never married		9842
Central Coast (NSW)	85+	Married	0	91
Central Coast (NSW)	85+	Married	1	2454
Central Coast (NSW)	85+	Never married		5112
Central Darling	15-19	Married	0	5
Central Darling	15-19	Never married		60
Central Darling	20-24	Married	0	17
Central Darling	20-24	Married	1	3
Central Darling	20-24	Never married		49
Central Darling	25-34	Married	0	47
Central Darling	25-34	Married	1	36
Central Darling	25-34	Never married		83
Central Darling	35-44	Married	0	23
Central Darling	35-44	Married	1	47
Central Darling	35-44	Never married		73
Central Darling	45-54	Married	0	35
Central Darling	45-54	Married	1	47
Central Darling	45-54	Never married		88
Central Darling	55-64	Married	0	27
Central Darling	55-64	Married	1	62
Central Darling	55-64	Never married		81
Central Darling	65-74	Married	0	15
Central Darling	65-74	Married	1	71
Central Darling	65-74	Never married		87
Central Darling	75-84	Married	0	3
Central Darling	75-84	Married	1	44
Central Darling	75-84	Never married		39
Central Darling	85+	Married	1	10
Central Darling	85+	Never married		13
Cessnock	15-19	Married	0	77
Cessnock	15-19	Married	1	4
Cessnock	15-19	Never married		3376
Cessnock	20-24	Married	0	795
Cessnock	20-24	Married	1	123
Cessnock	20-24	Never married		2450
Cessnock	25-34	Married	0	2337
Cessnock	25-34	Married	1	2605
Cessnock	25-34	Never married		3060
Cessnock	35-44	Married	0	1215
Cessnock	35-44	Married	1	3643
Cessnock	35-44	Never married		2131
Cessnock	45-54	Married	0	988
Cessnock	45-54	Married	1	3726
Cessnock	45-54	Never married		2273
Cessnock	55-64	Married	0	644
Cessnock	55-64	Married	1	3896
Cessnock	55-64	Never married		2378
Cessnock	65-74	Married	0	294
Cessnock	65-74	Married	1	3604
Cessnock	65-74	Never married		2076
Cessnock	75-84	Married	0	72
Cessnock	75-84	Married	1	1464
Cessnock	75-84	Never married		1138
Cessnock	85+	Married	0	10
Cessnock	85+	Married	1	246
Cessnock	85+	Never married		535
Clarence Valley	15-19	Married	0	54
Clarence Valley	15-19	Never married		2368
Clarence Valley	20-24	Married	0	472
Clarence Valley	20-24	Married	1	77
Clarence Valley	20-24	Never married		1391
Clarence Valley	25-34	Married	0	1218
Clarence Valley	25-34	Married	1	1225
Clarence Valley	25-34	Never married		1779
Clarence Valley	35-44	Married	0	783
Clarence Valley	35-44	Married	1	2219
Clarence Valley	35-44	Never married		1491
Clarence Valley	45-54	Married	0	862
Clarence Valley	45-54	Married	1	2914
Clarence Valley	45-54	Never married		1974
Clarence Valley	55-64	Married	0	872
Clarence Valley	55-64	Married	1	4084
Clarence Valley	55-64	Never married		2498
Clarence Valley	65-74	Married	0	564
Clarence Valley	65-74	Married	1	4549
Clarence Valley	65-74	Never married		2390
Clarence Valley	75-84	Married	0	148
Clarence Valley	75-84	Married	1	2444
Clarence Valley	75-84	Never married		1641
Clarence Valley	85+	Married	0	27
Clarence Valley	85+	Married	1	447
Clarence Valley	85+	Never married		814
Cobar	15-19	Married	0	14
Cobar	15-19	Never married		163
Cobar	20-24	Married	0	44
Cobar	20-24	Never married		124
Cobar	25-34	Married	0	140
Cobar	25-34	Married	1	129
Cobar	25-34	Never married		181
Cobar	35-44	Married	0	77
Cobar	35-44	Married	1	220
Cobar	35-44	Never married		98
Cobar	45-54	Married	0	61
Cobar	45-54	Married	1	177
Cobar	45-54	Never married		107
Cobar	55-64	Married	0	52
Cobar	55-64	Married	1	255
Cobar	55-64	Never married		158
Cobar	65-74	Married	0	19
Cobar	65-74	Married	1	168
Cobar	65-74	Never married		107
Cobar	75-84	Married	0	6
Cobar	75-84	Married	1	76
Cobar	75-84	Never married		79
Cobar	85+	Married	1	9
Cobar	85+	Never married		39
Coffs Harbour	15-19	Married	0	73
Coffs Harbour	15-19	Married	1	4
Coffs Harbour	15-19	Never married		4022
Coffs Harbour	20-24	Married	0	612
Coffs Harbour	20-24	Married	1	127
Coffs Harbour	20-24	Never married		2438
Coffs Harbour	25-34	Married	0	1905
Coffs Harbour	25-34	Married	1	2481
Coffs Harbour	25-34	Never married		3404
Coffs Harbour	35-44	Married	0	1419
Coffs Harbour	35-44	Married	1	4512
Coffs Harbour	35-44	Never married		2471
Coffs Harbour	45-54	Married	0	1220
Coffs Harbour	45-54	Married	1	4927
Coffs Harbour	45-54	Never married		2849
Coffs Harbour	55-64	Married	0	1090
Coffs Harbour	55-64	Married	1	5220
Coffs Harbour	55-64	Never married		3306
Coffs Harbour	65-74	Married	0	624
Coffs Harbour	65-74	Married	1	5537
Coffs Harbour	65-74	Never married		3095
Coffs Harbour	75-84	Married	0	172
