LGA_NAME16	CountryOfBirth	Sex	persons
Bundaberg	ZAF	F	233
Bundaberg	ZAF	M	234
Bundaberg	ZWE	F	47
Bundaberg	ZWE	M	50
Burdekin		F	811
Burdekin		M	1027
Burdekin	AUS	F	6710
Burdekin	AUS	M	6896
Burdekin	CAN	F	8
Burdekin	CAN	M	5
Burdekin	CHN	F	15
Burdekin	CHN	M	8
Burdekin	DEU	F	17
Burdekin	DEU	M	21
Burdekin	EGY	M	5
Burdekin	FJI	F	7
Burdekin	FJI	M	6
Burdekin	FRA	F	9
Burdekin	FRA	M	7
Burdekin	GBR	F	120
Burdekin	GBR	M	115
Burdekin	GRC	F	10
Burdekin	GRC	M	3
Burdekin	IDN	F	10
Burdekin	IND	F	28
Burdekin	IND	M	27
Burdekin	IRL	F	12
Burdekin	IRL	M	14
Burdekin	IRN	M	3
Burdekin	ITA	F	137
Burdekin	ITA	M	114
Burdekin	JPN	F	8
Burdekin	KOR	F	7
Burdekin	KOR	M	9
Burdekin	LKA	F	4
Burdekin	LKA	M	9
Burdekin	MLT	M	3
Burdekin	MYS	F	4
Burdekin	NLD	F	6
Burdekin	NLD	M	13
Burdekin	NPL	M	3
Burdekin	NZL	F	79
Burdekin	NZL	M	76
Burdekin	PHL	F	76
Burdekin	PHL	M	24
Burdekin	PNG	F	15
Burdekin	PNG	M	21
Burdekin	THA	F	20
Burdekin	THA	M	6
Burdekin	TWN	F	5
Burdekin	USA	F	10
Burdekin	USA	M	4
Burdekin	VNM	F	16
Burdekin	VNM	M	17
Burdekin	WSM	F	4
Burdekin	WSM	M	3
Burdekin	ZAF	F	43
Burdekin	ZAF	M	28
Burdekin	ZWE	F	4
Burdekin	ZWE	M	4
Burke		F	41
Burke		M	56
Burke	AUS	F	120
Burke	AUS	M	178
Burke	GBR	F	4
Burke	NZL	M	3
Cairns		F	9136
Cairns		M	9877
Cairns	AFG	F	10
Cairns	AFG	M	12
Cairns	AUS	F	57456
Cairns	AUS	M	57819
Cairns	BGD	F	16
Cairns	BGD	M	16
Cairns	BIH	F	17
Cairns	BIH	M	13
Cairns	BRA	F	135
Cairns	BRA	M	72
Cairns	CAN	F	319
Cairns	CAN	M	215
Cairns	CHL	F	73
Cairns	CHL	M	57
Cairns	CHN	F	556
Cairns	CHN	M	327
Cairns	DEU	F	610
Cairns	DEU	M	510
Cairns	EGY	F	41
Cairns	EGY	M	38
Cairns	FJI	F	158
Cairns	FJI	M	120
Cairns	FRA	F	192
Cairns	FRA	M	184
Cairns	GBR	F	3680
Cairns	GBR	M	3799
Cairns	GRC	F	34
Cairns	GRC	M	35
Cairns	HKG	F	148
Cairns	HKG	M	125
Cairns	HRV	F	40
Cairns	HRV	M	63
Cairns	IDN	F	259
Cairns	IDN	M	169
Cairns	IND	F	898
Cairns	IND	M	958
Cairns	IRL	F	188
Cairns	IRL	M	227
Cairns	IRN	F	30
Cairns	IRN	M	36
Cairns	IRQ	F	4
Cairns	IRQ	M	8
Cairns	ITA	F	333
Cairns	ITA	M	371
Cairns	JPN	F	1200
Cairns	JPN	M	436
Cairns	KHM	F	42
Cairns	KHM	M	20
Cairns	KOR	F	398
Cairns	KOR	M	311
Cairns	LBN	F	13
Cairns	LBN	M	26
Cairns	LKA	F	129
Cairns	LKA	M	150
Cairns	MKD	F	4
Cairns	MKD	M	9
Cairns	MLT	F	41
Cairns	MLT	M	44
Cairns	MMR	F	69
Cairns	MMR	M	97
Cairns	MUS	F	44
Cairns	MUS	M	33
Cairns	MYS	F	182
Cairns	MYS	M	151
Cairns	NLD	F	245
Cairns	NLD	M	278
Cairns	NPL	F	281
Cairns	NPL	M	272
Cairns	NZL	F	2351
Cairns	NZL	M	2364
Cairns	PAK	F	36
Cairns	PAK	M	35
Cairns	PHL	F	1568
Cairns	PHL	M	568
Cairns	PNG	F	1440
Cairns	PNG	M	926
Cairns	POL	F	121
Cairns	POL	M	103
Cairns	SGP	F	99
Cairns	SGP	M	61
Cairns	THA	F	573
Cairns	THA	M	247
Cairns	TUR	F	27
Cairns	TUR	M	31
Cairns	TWN	F	168
Cairns	TWN	M	81
Cairns	USA	F	383
Cairns	USA	M	333
Cairns	VNM	F	236
Cairns	VNM	M	156
Cairns	WSM	F	68
Cairns	WSM	M	56
Cairns	ZAF	F	437
Cairns	ZAF	M	408
Cairns	ZWE	F	129
Cairns	ZWE	M	94
Carpentaria		F	124
Carpentaria		M	154
Carpentaria	AUS	F	803
Carpentaria	AUS	M	890
Carpentaria	CHN	F	6
Carpentaria	CHN	M	4
Carpentaria	DEU	M	3
Carpentaria	GBR	F	14
Carpentaria	GBR	M	6
Carpentaria	IND	F	5
Carpentaria	IND	M	3
Carpentaria	IRL	M	4
Carpentaria	NLD	M	3
Carpentaria	NZL	F	4
Carpentaria	NZL	M	15
Carpentaria	PHL	F	9
Carpentaria	PNG	F	3
Carpentaria	PNG	M	3
Carpentaria	THA	F	5
Carpentaria	USA	F	3
Cassowary Coast		F	1711
Cassowary Coast		M	2086
Cassowary Coast	AUS	F	10606
Cassowary Coast	AUS	M	11200
Cassowary Coast	BRA	F	6
Cassowary Coast	CAN	F	26
Cassowary Coast	CAN	M	11
Cassowary Coast	CHN	F	21
Cassowary Coast	CHN	M	16
Cassowary Coast	DEU	F	41
Cassowary Coast	DEU	M	63
Cassowary Coast	EGY	M	4
Cassowary Coast	FJI	F	26
Cassowary Coast	FJI	M	24
Cassowary Coast	FRA	F	19
Cassowary Coast	FRA	M	18
Cassowary Coast	GBR	F	399
Cassowary Coast	GBR	M	354
Cassowary Coast	GRC	F	10
Cassowary Coast	GRC	M	13
Cassowary Coast	HKG	F	8
Cassowary Coast	HKG	M	4
Cassowary Coast	HRV	F	7
Cassowary Coast	HRV	M	18
Cassowary Coast	IDN	F	23
Cassowary Coast	IDN	M	12
Cassowary Coast	IND	F	301
Cassowary Coast	IND	M	377
Cassowary Coast	IRL	F	19
Cassowary Coast	IRL	M	10
Cassowary Coast	ITA	F	111
Cassowary Coast	ITA	M	114
Cassowary Coast	JPN	F	21
Cassowary Coast	JPN	M	8
Cassowary Coast	KHM	F	5
Cassowary Coast	KOR	F	15
Cassowary Coast	KOR	M	3
Cassowary Coast	LKA	M	4
Cassowary Coast	MKD	M	4
Cassowary Coast	MLT	F	20
Cassowary Coast	MLT	M	14
Cassowary Coast	MYS	F	12
Cassowary Coast	MYS	M	4
Cassowary Coast	NLD	F	28
Cassowary Coast	NLD	M	41
Cassowary Coast	NPL	M	6
Cassowary Coast	NZL	F	227
Cassowary Coast	NZL	M	274
Cassowary Coast	PHL	F	218
Cassowary Coast	PHL	M	77
Cassowary Coast	PNG	F	57
Cassowary Coast	PNG	M	44
Cassowary Coast	POL	M	3
Cassowary Coast	SGP	F	5
Cassowary Coast	SGP	M	4
Cassowary Coast	THA	F	78
Cassowary Coast	THA	M	41
Cassowary Coast	TWN	F	16
Cassowary Coast	TWN	M	3
Cassowary Coast	USA	F	34
Cassowary Coast	USA	M	41
Cassowary Coast	VNM	F	18
Cassowary Coast	WSM	F	10
Cassowary Coast	WSM	M	28
Cassowary Coast	ZAF	F	38
Cassowary Coast	ZAF	M	32
Cassowary Coast	ZWE	F	9
Cassowary Coast	ZWE	M	11
Central Highlands (Qld)		F	1402
Central Highlands (Qld)		M	2114
Central Highlands (Qld)	AUS	F	10408
Central Highlands (Qld)	AUS	M	10977
Central Highlands (Qld)	BGD	M	4
Central Highlands (Qld)	BRA	M	3
Central Highlands (Qld)	CAN	F	23
Central Highlands (Qld)	CAN	M	16
Central Highlands (Qld)	CHL	F	4
Central Highlands (Qld)	CHL	M	4
Central Highlands (Qld)	CHN	F	46
Central Highlands (Qld)	CHN	M	12
Central Highlands (Qld)	DEU	F	26
Central Highlands (Qld)	DEU	M	23
Central Highlands (Qld)	FJI	F	13
Central Highlands (Qld)	FJI	M	20
Central Highlands (Qld)	FRA	F	6
Central Highlands (Qld)	FRA	M	6
Central Highlands (Qld)	GBR	F	195
Central Highlands (Qld)	GBR	M	205
Central Highlands (Qld)	GRC	M	3
Central Highlands (Qld)	HKG	F	5
Central Highlands (Qld)	HKG	M	3
Central Highlands (Qld)	IDN	F	23
Central Highlands (Qld)	IDN	M	14
Central Highlands (Qld)	IND	F	66
Central Highlands (Qld)	IND	M	59
Central Highlands (Qld)	IRL	F	17
Central Highlands (Qld)	IRL	M	16
Central Highlands (Qld)	IRN	M	3
Central Highlands (Qld)	ITA	M	6
Central Highlands (Qld)	JPN	F	10
Central Highlands (Qld)	JPN	M	3
Central Highlands (Qld)	KHM	F	4
Central Highlands (Qld)	KOR	F	11
Central Highlands (Qld)	KOR	M	7
Central Highlands (Qld)	LKA	F	14
Central Highlands (Qld)	LKA	M	18
Central Highlands (Qld)	MMR	F	4
Central Highlands (Qld)	MMR	M	7
Central Highlands (Qld)	MUS	F	5
Central Highlands (Qld)	MUS	M	6
Central Highlands (Qld)	MYS	F	22
Central Highlands (Qld)	MYS	M	25
Central Highlands (Qld)	NLD	F	13
Central Highlands (Qld)	NLD	M	8
Central Highlands (Qld)	NPL	F	9
Central Highlands (Qld)	NPL	M	18
Central Highlands (Qld)	NZL	F	439
Central Highlands (Qld)	NZL	M	491
Central Highlands (Qld)	PAK	M	3
Central Highlands (Qld)	PHL	F	214
Central Highlands (Qld)	PHL	M	147
Central Highlands (Qld)	PNG	F	32
Central Highlands (Qld)	PNG	M	24
Central Highlands (Qld)	POL	F	4
Central Highlands (Qld)	POL	M	3
Central Highlands (Qld)	SGP	F	5
Central Highlands (Qld)	THA	F	48
Central Highlands (Qld)	THA	M	13
Central Highlands (Qld)	TUR	F	3
Central Highlands (Qld)	TUR	M	4
Central Highlands (Qld)	TWN	F	20
Central Highlands (Qld)	TWN	M	6
Central Highlands (Qld)	USA	F	27
Central Highlands (Qld)	USA	M	30
Central Highlands (Qld)	VNM	F	17
Central Highlands (Qld)	VNM	M	12
Central Highlands (Qld)	WSM	F	8
Central Highlands (Qld)	WSM	M	23
Central Highlands (Qld)	ZAF	F	134
Central Highlands (Qld)	ZAF	M	139
Central Highlands (Qld)	ZWE	F	32
Central Highlands (Qld)	ZWE	M	36
Charters Towers		F	771
Charters Towers		M	915
Charters Towers	AUS	F	4788
Charters Towers	AUS	M	4618
Charters Towers	CAN	F	9
Charters Towers	CAN	M	3
Charters Towers	CHN	F	7
Charters Towers	CHN	M	3
Charters Towers	DEU	F	9
Charters Towers	DEU	M	5
Charters Towers	FJI	F	5
Charters Towers	FJI	M	7
Charters Towers	FRA	F	5
Charters Towers	FRA	M	3
Charters Towers	GBR	F	73
Charters Towers	GBR	M	84
Charters Towers	HKG	F	4
Charters Towers	HRV	M	5
Charters Towers	IND	F	14
Charters Towers	IND	M	18
Charters Towers	IRL	F	6
Charters Towers	IRL	M	6
Charters Towers	ITA	M	5
Charters Towers	JPN	F	5
Charters Towers	KOR	M	5
Charters Towers	LKA	F	4
Charters Towers	LKA	M	6
Charters Towers	MYS	F	5
Charters Towers	MYS	M	3
Charters Towers	NLD	F	3
Charters Towers	NLD	M	10
Charters Towers	NZL	F	88
Charters Towers	NZL	M	90
Charters Towers	PHL	F	47
Charters Towers	PHL	M	14
Charters Towers	PNG	F	17
Charters Towers	PNG	M	22
Charters Towers	POL	F	3
Charters Towers	THA	F	11
Charters Towers	THA	M	3
Charters Towers	USA	F	15
Charters Towers	USA	M	7
Charters Towers	VNM	F	8
Charters Towers	ZAF	F	18
Charters Towers	ZAF	M	19
Charters Towers	ZWE	F	4
Charters Towers	ZWE	M	4
Cherbourg		F	18
Cherbourg		M	13
Cherbourg	AUS	F	598
Cherbourg	AUS	M	563
Cloncurry		F	244
Cloncurry		M	372
Cloncurry	AUS	F	1197
Cloncurry	AUS	M	1542
Cloncurry	CAN	F	3
Cloncurry	CHN	F	12
Cloncurry	CHN	M	7
Cloncurry	DEU	F	5
Cloncurry	FRA	F	4
Cloncurry	GBR	F	27
Cloncurry	GBR	M	27
Cloncurry	IND	F	7
Cloncurry	IND	M	9
Cloncurry	IRL	F	8
Cloncurry	IRL	M	4
Cloncurry	ITA	M	5
Cloncurry	LKA	F	3
Cloncurry	LKA	M	3
Cloncurry	NLD	F	4
Cloncurry	NPL	M	3
Cloncurry	NZL	F	27
Cloncurry	NZL	M	41
Cloncurry	PHL	F	16
Cloncurry	PHL	M	14
Cloncurry	PNG	F	4
Cloncurry	PNG	M	6
Cloncurry	THA	F	7
Cloncurry	USA	F	4
Cloncurry	VNM	F	5
Cloncurry	VNM	M	4
Cloncurry	ZAF	F	5
Cloncurry	ZAF	M	5
Cook		F	388
Cook		M	544
Cook	AUS	F	1423
Cook	AUS	M	1632
Cook	BRA	F	3
Cook	BRA	M	3
Cook	CAN	F	3
Cook	CAN	M	6
Cook	CHL	F	3
Cook	CHN	F	6
Cook	DEU	F	18
Cook	DEU	M	10
Cook	EGY	M	3
Cook	FJI	F	6
Cook	FJI	M	4
Cook	FRA	F	5
Cook	FRA	M	4
Cook	GBR	F	63
Cook	GBR	M	59
Cook	IDN	F	9
Cook	IDN	M	5
Cook	IND	F	3
Cook	IND	M	4
Cook	IRL	M	9
Cook	ITA	F	4
Cook	ITA	M	6
Cook	JPN	F	4
Cook	JPN	M	3
Cook	KOR	M	4
Cook	MYS	F	6
Cook	NLD	F	6
Cook	NLD	M	11
Cook	NZL	F	47
Cook	NZL	M	54
Cook	PHL	F	18
Cook	PHL	M	4
Cook	PNG	F	7
Cook	PNG	M	8
Cook	SGP	F	8
Cook	SGP	M	5
Cook	THA	F	3
Cook	TUR	F	3
Cook	TWN	F	4
Cook	USA	F	15
Cook	USA	M	12
Cook	VNM	F	3
Cook	VNM	M	9
Cook	WSM	F	5
Cook	WSM	M	16
Cook	ZAF	F	15
Cook	ZAF	M	12
Cook	ZWE	M	3
Croydon		F	18
Croydon		M	24
Croydon	AUS	F	102
Croydon	AUS	M	110
Croydon	FJI	M	3
Croydon	PHL	F	3
Diamantina		F	32
Diamantina		M	31
Diamantina	AUS	F	80
Diamantina	AUS	M	94
Diamantina	GBR	F	8
Diamantina	GBR	M	7
Diamantina	NZL	F	4
Diamantina	NZL	M	4
Diamantina	PAK	F	5
Diamantina	PAK	M	5
Doomadgee		F	26
Doomadgee		M	32
Doomadgee	AUS	F	649
Doomadgee	AUS	M	656
Doomadgee	FJI	F	3
Doomadgee	IND	F	5
Doomadgee	IND	M	3
Doomadgee	ZAF	F	4
Douglas		F	937
Douglas		M	981
Douglas	AUS	F	3954
Douglas	AUS	M	4228
Douglas	BGD	M	3
Douglas	BRA	F	7
Douglas	CAN	F	29
Douglas	CAN	M	21
Douglas	CHL	F	39
Douglas	CHL	M	36
Douglas	CHN	F	11
Douglas	CHN	M	4
Douglas	DEU	F	63
Douglas	DEU	M	57
Douglas	EGY	F	3
Douglas	FJI	F	10
Douglas	FJI	M	4
Douglas	FRA	F	28
Douglas	FRA	M	20
Douglas	GBR	F	362
Douglas	GBR	M	371
Douglas	HKG	F	9
Douglas	HKG	M	7
Douglas	HRV	M	3
Douglas	IDN	F	12
Douglas	IDN	M	4
Douglas	IND	F	14
Douglas	IND	M	22
Douglas	IRL	F	17
Douglas	IRL	M	21
Douglas	IRN	F	6
Douglas	ITA	F	36
Douglas	ITA	M	43
Douglas	JPN	F	22
Douglas	JPN	M	8
Douglas	KOR	F	6
Douglas	KOR	M	4
Douglas	LKA	F	4
Douglas	LKA	M	10
Douglas	MUS	F	4
Douglas	MUS	M	6
Douglas	MYS	F	15
Douglas	MYS	M	6
Douglas	NLD	F	31
Douglas	NLD	M	38
Douglas	NPL	F	9
Douglas	NPL	M	3
Douglas	NZL	F	209
Douglas	NZL	M	225
Douglas	PHL	F	60
Douglas	PHL	M	14
Douglas	PNG	F	20
Douglas	PNG	M	16
Douglas	POL	F	7
Douglas	POL	M	3
Douglas	SGP	F	10
Douglas	SGP	M	8
Douglas	THA	F	39
Douglas	THA	M	14
Douglas	TWN	F	6
Douglas	USA	F	47
Douglas	USA	M	39
Douglas	VNM	F	9
Douglas	VNM	M	8
Douglas	ZAF	F	21
Douglas	ZAF	M	26
Douglas	ZWE	F	7
Douglas	ZWE	M	3
Etheridge		F	49
Etheridge		M	54
Etheridge	AUS	F	252
Etheridge	AUS	M	311
Etheridge	GBR	F	7
Etheridge	GBR	M	4
Etheridge	NZL	F	7
Etheridge	NZL	M	11
Etheridge	USA	F	4
Flinders (Qld)		F	108
Flinders (Qld)		M	95
Flinders (Qld)	AUS	F	620
Flinders (Qld)	AUS	M	593
Flinders (Qld)	BGD	M	3
Flinders (Qld)	CAN	M	4
Flinders (Qld)	GBR	F	11
Flinders (Qld)	GBR	M	7
Flinders (Qld)	IND	F	4
Flinders (Qld)	IND	M	10
Flinders (Qld)	NZL	F	7
Flinders (Qld)	NZL	M	11
Flinders (Qld)	PHL	F	9
Flinders (Qld)	USA	F	3
Flinders (Qld)	USA	M	7
Flinders (Qld)	ZAF	F	6
Fraser Coast		F	4429
Fraser Coast		M	4437
Fraser Coast	AFG	F	3
Fraser Coast	AUS	F	43971
Fraser Coast	AUS	M	42976
Fraser Coast	BGD	F	10
Fraser Coast	BGD	M	7
Fraser Coast	BIH	F	3
Fraser Coast	BIH	M	4
Fraser Coast	BRA	F	26
Fraser Coast	BRA	M	13
Fraser Coast	CAN	F	103
Fraser Coast	CAN	M	92
Fraser Coast	CHL	F	7
Fraser Coast	CHL	M	8
Fraser Coast	CHN	F	125
Fraser Coast	CHN	M	44
Fraser Coast	DEU	F	354
Fraser Coast	DEU	M	317
Fraser Coast	EGY	F	21
Fraser Coast	EGY	M	29
Fraser Coast	FJI	F	69
Fraser Coast	FJI	M	63
Fraser Coast	FRA	F	45
Fraser Coast	FRA	M	52
Fraser Coast	GBR	F	3026
Fraser Coast	GBR	M	2908
Fraser Coast	GRC	F	9
Fraser Coast	GRC	M	17
Fraser Coast	HKG	F	19
Fraser Coast	HKG	M	22
Fraser Coast	HRV	F	20
Fraser Coast	HRV	M	27
Fraser Coast	IDN	F	77
Fraser Coast	IDN	M	20
Fraser Coast	IND	F	180
Fraser Coast	IND	M	194
Fraser Coast	IRL	F	82
Fraser Coast	IRL	M	66
Fraser Coast	IRN	F	4
Fraser Coast	IRN	M	12
Fraser Coast	IRQ	M	7
Fraser Coast	ITA	F	64
Fraser Coast	ITA	M	88
Fraser Coast	JPN	F	40
Fraser Coast	JPN	M	12
Fraser Coast	KHM	F	9
Fraser Coast	KHM	M	7
Fraser Coast	KOR	F	24
Fraser Coast	KOR	M	21
Fraser Coast	LBN	F	10
Fraser Coast	LBN	M	9
Fraser Coast	LKA	F	56
Fraser Coast	LKA	M	65
Fraser Coast	MKD	M	8
Fraser Coast	MLT	F	35
Fraser Coast	MLT	M	66
Fraser Coast	MMR	F	21
Fraser Coast	MMR	M	7
Fraser Coast	MUS	F	7
Fraser Coast	MUS	M	20
Fraser Coast	MYS	F	95
Fraser Coast	MYS	M	45
Fraser Coast	NLD	F	219
Fraser Coast	NLD	M	249
Fraser Coast	NPL	F	45
Fraser Coast	NPL	M	45
Fraser Coast	NZL	F	1791
Fraser Coast	NZL	M	1584
Fraser Coast	PAK	F	17
Fraser Coast	PAK	M	22
Fraser Coast	PHL	F	688
Fraser Coast	PHL	M	125
Fraser Coast	PNG	F	96
Fraser Coast	PNG	M	47
Fraser Coast	POL	F	53
Fraser Coast	POL	M	40
Fraser Coast	SGP	F	32
Fraser Coast	SGP	M	21
Fraser Coast	THA	F	203
Fraser Coast	THA	M	37
Fraser Coast	TUR	F	11
Fraser Coast	TUR	M	11
Fraser Coast	TWN	F	18
Fraser Coast	TWN	M	14
Fraser Coast	USA	F	158
Fraser Coast	USA	M	134
Fraser Coast	VNM	F	50
Fraser Coast	VNM	M	18
Fraser Coast	WSM	F	14
Fraser Coast	WSM	M	8
Fraser Coast	ZAF	F	304
Fraser Coast	ZAF	M	277
Fraser Coast	ZWE	F	62
Fraser Coast	ZWE	M	60
Gladstone		F	2350
Gladstone		M	2880
Gladstone	AUS	F	24972
Gladstone	AUS	M	25572
Gladstone	BGD	F	23
Gladstone	BGD	M	22
Gladstone	BIH	F	3
Gladstone	BIH	M	5
Gladstone	BRA	F	14
Gladstone	BRA	M	3
Gladstone	CAN	F	48
Gladstone	CAN	M	45
Gladstone	CHL	F	10
Gladstone	CHL	M	6
Gladstone	CHN	F	65
Gladstone	CHN	M	29
Gladstone	DEU	F	84
Gladstone	DEU	M	94
Gladstone	EGY	F	16
Gladstone	EGY	M	27
Gladstone	FJI	F	43
Gladstone	FJI	M	50
Gladstone	FRA	F	15
Gladstone	FRA	M	27
Gladstone	GBR	F	826
Gladstone	GBR	M	903
Gladstone	GRC	F	5
Gladstone	GRC	M	11
Gladstone	HKG	F	3
Gladstone	HKG	M	10
Gladstone	HRV	F	10
Gladstone	HRV	M	18
Gladstone	IDN	F	49
Gladstone	IDN	M	18
Gladstone	IND	F	187
Gladstone	IND	M	213
Gladstone	IRL	F	38
Gladstone	IRL	M	41
Gladstone	IRN	F	13
Gladstone	IRN	M	13
Gladstone	IRQ	F	6
Gladstone	IRQ	M	7
Gladstone	ITA	F	23
Gladstone	ITA	M	34
Gladstone	JPN	F	17
Gladstone	KHM	F	10
Gladstone	KHM	M	9
Gladstone	KOR	F	9
Gladstone	KOR	M	7
Gladstone	LKA	F	35
Gladstone	LKA	M	34
Gladstone	MLT	F	4
Gladstone	MLT	M	13
Gladstone	MMR	F	7
Gladstone	MMR	M	6
Gladstone	MUS	F	5
Gladstone	MUS	M	5
Gladstone	MYS	F	39
Gladstone	MYS	M	32
Gladstone	NLD	F	55
Gladstone	NLD	M	59
Gladstone	NPL	F	14
Gladstone	NPL	M	13
Gladstone	NZL	F	929
Gladstone	NZL	M	1019
Gladstone	PAK	F	20
Gladstone	PAK	M	28
Gladstone	PHL	F	557
Gladstone	PHL	M	340
Gladstone	PNG	F	63
Gladstone	PNG	M	41
Gladstone	POL	F	24
Gladstone	POL	M	11
Gladstone	SGP	F	18
Gladstone	SGP	M	16
Gladstone	THA	F	112
Gladstone	THA	M	22
Gladstone	TUR	F	4
Gladstone	TUR	M	4
Gladstone	TWN	F	5
Gladstone	TWN	M	6
Gladstone	USA	F	91
Gladstone	USA	M	81
Gladstone	VNM	F	27
Gladstone	VNM	M	18
Gladstone	WSM	F	4
Gladstone	WSM	M	3
Gladstone	ZAF	F	383
Gladstone	ZAF	M	381
Gladstone	ZWE	F	52
Gladstone	ZWE	M	38
Gold Coast		F	27776
Gold Coast		M	26332
Gold Coast	AFG	F	74
Gold Coast	AFG	M	72
Gold Coast	AUS	F	207538
Gold Coast	AUS	M	199800
Gold Coast	BGD	F	167
Gold Coast	BGD	M	187
Gold Coast	BIH	F	492
Gold Coast	BIH	M	444
Gold Coast	BRA	F	2403
Gold Coast	BRA	M	2195
Gold Coast	CAN	F	1241
Gold Coast	CAN	M	1015
Gold Coast	CHL	F	390
Gold Coast	CHL	M	329
Gold Coast	CHN	F	5193
Gold Coast	CHN	M	3577
Gold Coast	DEU	F	1611
Gold Coast	DEU	M	1404
Gold Coast	EGY	F	303
Gold Coast	EGY	M	370
Gold Coast	FJI	F	624
Gold Coast	FJI	M	499
Gold Coast	FRA	F	566
Gold Coast	FRA	M	594
Gold Coast	GBR	F	17718
Gold Coast	GBR	M	17686
Gold Coast	GRC	F	262
Gold Coast	GRC	M	287
Gold Coast	HKG	F	920
Gold Coast	HKG	M	808
Gold Coast	HRV	F	472
Gold Coast	HRV	M	432
Gold Coast	IDN	F	804
Gold Coast	IDN	M	427
Gold Coast	IND	F	3105
Gold Coast	IND	M	3857
Gold Coast	IRL	F	756
Gold Coast	IRL	M	802
Gold Coast	IRN	F	496
Gold Coast	IRN	M	565
Gold Coast	IRQ	F	141
Gold Coast	IRQ	M	153
Gold Coast	ITA	F	786
Gold Coast	ITA	M	1137
Gold Coast	JPN	F	3039
Gold Coast	JPN	M	1382
Gold Coast	KHM	F	137
Gold Coast	KHM	M	90
Gold Coast	KOR	F	1939
Gold Coast	KOR	M	1524
Gold Coast	LBN	F	145
Gold Coast	LBN	M	185
Gold Coast	LKA	F	436
Gold Coast	LKA	M	417
Gold Coast	MKD	F	156
Gold Coast	MKD	M	163
Gold Coast	MLT	F	272
Gold Coast	MLT	M	261
Gold Coast	MMR	F	97
Gold Coast	MMR	M	63
Gold Coast	MUS	F	215
Gold Coast	MUS	M	194
Gold Coast	MYS	F	1055
Gold Coast	MYS	M	818
Gold Coast	NLD	F	904
Gold Coast	NLD	M	894
Gold Coast	NPL	F	462
Gold Coast	NPL	M	577
Gold Coast	NZL	F	22593
Gold Coast	NZL	M	21893
Gold Coast	PAK	F	244
Gold Coast	PAK	M	389
Gold Coast	PHL	F	3993
Gold Coast	PHL	M	1632
Gold Coast	PNG	F	619
Gold Coast	PNG	M	490
Gold Coast	POL	F	698
Gold Coast	POL	M	476
Gold Coast	SGP	F	568
Gold Coast	SGP	M	423
Gold Coast	THA	F	1571
Gold Coast	THA	M	497
Gold Coast	TUR	F	221
Gold Coast	TUR	M	298
Gold Coast	TWN	F	1031
Gold Coast	TWN	M	690
Gold Coast	USA	F	1540
Gold Coast	USA	M	1572
Gold Coast	VNM	F	837
Gold Coast	VNM	M	566
Gold Coast	WSM	F	182
Gold Coast	WSM	M	216
Gold Coast	ZAF	F	4322
Gold Coast	ZAF	M	4236
Gold Coast	ZWE	F	538
Gold Coast	ZWE	M	510
Goondiwindi		F	495
Goondiwindi		M	539
Goondiwindi	AUS	F	4336
Goondiwindi	AUS	M	4361
Goondiwindi	CAN	F	3
Goondiwindi	CAN	M	5
Goondiwindi	CHN	F	3
Goondiwindi	CHN	M	9
Goondiwindi	DEU	F	6
Goondiwindi	DEU	M	10
Goondiwindi	FJI	F	5
Goondiwindi	FRA	M	6
Goondiwindi	GBR	F	58
Goondiwindi	GBR	M	37
Goondiwindi	HKG	F	3
Goondiwindi	IDN	F	4
Goondiwindi	IND	F	16
Goondiwindi	IND	M	29
Goondiwindi	IRL	F	10
Goondiwindi	IRL	M	5
Goondiwindi	ITA	F	5
Goondiwindi	KOR	F	3
Goondiwindi	KOR	M	3
Goondiwindi	LKA	F	6
Goondiwindi	LKA	M	4
Goondiwindi	MYS	F	4
Goondiwindi	MYS	M	4
Goondiwindi	NLD	F	4
Goondiwindi	NLD	M	5
Goondiwindi	NPL	M	6
Goondiwindi	NZL	F	53
Goondiwindi	NZL	M	46
Goondiwindi	PHL	F	49
Goondiwindi	PHL	M	33
Goondiwindi	PNG	F	3
Goondiwindi	POL	M	5
Goondiwindi	SGP	M	6
Goondiwindi	THA	F	7
Goondiwindi	TWN	F	15
Goondiwindi	TWN	M	15
Goondiwindi	USA	F	5
Goondiwindi	VNM	F	5
Goondiwindi	ZAF	F	30
Goondiwindi	ZAF	M	33
Goondiwindi	ZWE	F	8
Goondiwindi	ZWE	M	8
Gympie		F	2123
Gympie		M	2319
Gympie	AUS	F	21698
Gympie	AUS	M	21438
Gympie	BRA	F	6
Gympie	BRA	M	6
Gympie	CAN	F	47
Gympie	CAN	M	49
Gympie	CHL	F	8
Gympie	CHN	F	37
Gympie	CHN	M	18
Gympie	DEU	F	136
Gympie	DEU	M	119
Gympie	EGY	F	3
Gympie	EGY	M	9
Gympie	FJI	F	19
Gympie	FJI	M	19
Gympie	FRA	F	27
Gympie	FRA	M	17
Gympie	GBR	F	1055
Gympie	GBR	M	1035
Gympie	GRC	M	5
Gympie	HKG	F	8
Gympie	HKG	M	3
Gympie	HRV	F	11
Gympie	HRV	M	17
Gympie	IDN	F	29
Gympie	IDN	M	13
Gympie	IND	F	57
Gympie	IND	M	66
Gympie	IRL	F	21
Gympie	IRL	M	31
Gympie	IRN	F	4
Gympie	IRN	M	4
Gympie	ITA	F	22
