LGA_NAME21	AgeStudent	Sex	students
Nillumbik	25+	F	1263
Nillumbik	25+	M	692
Northern Grampians	0-4	F	83
Northern Grampians	0-4	M	82
Northern Grampians	5-14	F	518
Northern Grampians	5-14	M	587
Northern Grampians	15-19	F	203
Northern Grampians	15-19	M	174
Northern Grampians	20-24	F	61
Northern Grampians	20-24	M	59
Northern Grampians	25+	F	176
Northern Grampians	25+	M	74
Port Phillip	0-4	F	652
Port Phillip	0-4	M	625
Port Phillip	5-14	F	3445
Port Phillip	5-14	M	3570
Port Phillip	15-19	F	1418
Port Phillip	15-19	M	1414
Port Phillip	20-24	F	1450
Port Phillip	20-24	M	1293
Port Phillip	25+	F	3990
Port Phillip	25+	M	2762
Pyrenees	0-4	F	51
Pyrenees	0-4	M	42
Pyrenees	5-14	F	340
Pyrenees	5-14	M	359
Pyrenees	15-19	F	127
Pyrenees	15-19	M	132
Pyrenees	20-24	F	53
Pyrenees	20-24	M	20
Pyrenees	25+	F	113
Pyrenees	25+	M	46
Queenscliffe	0-4	F	18
Queenscliffe	0-4	M	14
Queenscliffe	5-14	F	107
Queenscliffe	5-14	M	104
Queenscliffe	15-19	F	44
Queenscliffe	15-19	M	66
Queenscliffe	20-24	F	22
Queenscliffe	20-24	M	17
Queenscliffe	25+	F	52
Queenscliffe	25+	M	30
South Gippsland	0-4	F	191
South Gippsland	0-4	M	223
South Gippsland	5-14	F	1621
South Gippsland	5-14	M	1761
South Gippsland	15-19	F	629
South Gippsland	15-19	M	616
South Gippsland	20-24	F	158
South Gippsland	20-24	M	134
South Gippsland	25+	F	489
South Gippsland	25+	M	178
Southern Grampians	0-4	F	129
Southern Grampians	0-4	M	125
Southern Grampians	5-14	F	875
Southern Grampians	5-14	M	945
Southern Grampians	15-19	F	333
Southern Grampians	15-19	M	364
Southern Grampians	20-24	F	77
Southern Grampians	20-24	M	56
Southern Grampians	25+	F	242
Southern Grampians	25+	M	121
Stonnington	0-4	F	597
Stonnington	0-4	M	695
Stonnington	5-14	F	3776
Stonnington	5-14	M	3888
Stonnington	15-19	F	2197
Stonnington	15-19	M	1974
Stonnington	20-24	F	2537
Stonnington	20-24	M	2095
Stonnington	25+	F	3523
Stonnington	25+	M	2645
Strathbogie	0-4	F	80
Strathbogie	0-4	M	81
Strathbogie	5-14	F	463
Strathbogie	5-14	M	515
Strathbogie	15-19	F	179
Strathbogie	15-19	M	166
Strathbogie	20-24	F	39
Strathbogie	20-24	M	51
Strathbogie	25+	F	190
Strathbogie	25+	M	69
Surf Coast	0-4	F	359
Surf Coast	0-4	M	380
Surf Coast	5-14	F	2281
Surf Coast	5-14	M	2536
Surf Coast	15-19	F	856
Surf Coast	15-19	M	869
Surf Coast	20-24	F	363
Surf Coast	20-24	M	340
Surf Coast	25+	F	813
Surf Coast	25+	M	466
Swan Hill	0-4	F	157
Swan Hill	0-4	M	158
Swan Hill	5-14	F	1180
Swan Hill	5-14	M	1238
Swan Hill	15-19	F	354
Swan Hill	15-19	M	390
Swan Hill	20-24	F	165
Swan Hill	20-24	M	97
Swan Hill	25+	F	374
Swan Hill	25+	M	162
Towong	0-4	F	45
Towong	0-4	M	43
Towong	5-14	F	308
Towong	5-14	M	317
Towong	15-19	F	103
Towong	15-19	M	111
Towong	20-24	F	33
Towong	20-24	M	13
Towong	25+	F	100
Towong	25+	M	35
Wangaratta	0-4	F	234
Wangaratta	0-4	M	215
Wangaratta	5-14	F	1655
Wangaratta	5-14	M	1743
Wangaratta	15-19	F	655
Wangaratta	15-19	M	618
Wangaratta	20-24	F	191
Wangaratta	20-24	M	127
Wangaratta	25+	F	551
Wangaratta	25+	M	270
Warrnambool	0-4	F	271
Warrnambool	0-4	M	258
Warrnambool	5-14	F	1945
Warrnambool	5-14	M	2092
Warrnambool	15-19	F	798
Warrnambool	15-19	M	745
Warrnambool	20-24	F	310
Warrnambool	20-24	M	205
Warrnambool	25+	F	751
Warrnambool	25+	M	476
Wellington	0-4	F	312
Wellington	0-4	M	340
Wellington	5-14	F	2383
Wellington	5-14	M	2541
Wellington	15-19	F	872
Wellington	15-19	M	864
Wellington	20-24	F	266
Wellington	20-24	M	191
Wellington	25+	F	869
Wellington	25+	M	320
West Wimmera	0-4	F	42
West Wimmera	0-4	M	33
West Wimmera	5-14	F	187
West Wimmera	5-14	M	201
West Wimmera	15-19	F	47
West Wimmera	15-19	M	50
West Wimmera	20-24	F	11
West Wimmera	20-24	M	11
West Wimmera	25+	F	44
West Wimmera	25+	M	11
Whitehorse	0-4	F	1351
Whitehorse	0-4	M	1477
Whitehorse	5-14	F	9137
Whitehorse	5-14	M	9324
Whitehorse	15-19	F	4520
Whitehorse	15-19	M	4599
Whitehorse	20-24	F	3631
Whitehorse	20-24	M	3894
Whitehorse	25+	F	5027
Whitehorse	25+	M	3888
Whittlesea	0-4	F	2327
Whittlesea	0-4	M	2570
Whittlesea	5-14	F	14649
Whittlesea	5-14	M	15573
Whittlesea	15-19	F	5435
Whittlesea	15-19	M	5453
Whittlesea	20-24	F	3220
Whittlesea	20-24	M	3129
Whittlesea	25+	F	5866
Whittlesea	25+	M	4061
Wodonga	0-4	F	451
Wodonga	0-4	M	396
Wodonga	5-14	F	2751
Wodonga	5-14	M	2830
Wodonga	15-19	F	968
Wodonga	15-19	M	1031
Wodonga	20-24	F	423
Wodonga	20-24	M	388
Wodonga	25+	F	1074
Wodonga	25+	M	608
Wyndham	0-4	F	3333
Wyndham	0-4	M	3648
Wyndham	5-14	F	21483
Wyndham	5-14	M	22683
Wyndham	15-19	F	6340
Wyndham	15-19	M	6633
Wyndham	20-24	F	3850
Wyndham	20-24	M	4233
Wyndham	25+	F	8745
Wyndham	25+	M	5935
Yarra	0-4	F	524
Yarra	0-4	M	529
Yarra	5-14	F	2765
Yarra	5-14	M	2708
Yarra	15-19	F	1217
Yarra	15-19	M	977
Yarra	20-24	F	1898
Yarra	20-24	M	1393
Yarra	25+	F	3875
Yarra	25+	M	2901
Yarra Ranges	0-4	F	1425
Yarra Ranges	0-4	M	1482
Yarra Ranges	5-14	F	9069
Yarra Ranges	5-14	M	9760
Yarra Ranges	15-19	F	3702
Yarra Ranges	15-19	M	3870
Yarra Ranges	20-24	F	1692
Yarra Ranges	20-24	M	1472
Yarra Ranges	25+	F	3250
Yarra Ranges	25+	M	1747
Yarriambiack	0-4	F	34
Yarriambiack	0-4	M	50
Yarriambiack	5-14	F	318
Yarriambiack	5-14	M	366
Yarriambiack	15-19	F	122
Yarriambiack	15-19	M	126
Yarriambiack	20-24	F	23
Yarriambiack	20-24	M	20
Yarriambiack	25+	F	94
Yarriambiack	25+	M	35
Unincorporated Vic	0-4	F	5
Unincorporated Vic	0-4	M	5
Unincorporated Vic	5-14	F	19
Unincorporated Vic	5-14	M	26
Unincorporated Vic	15-19	F	10
Unincorporated Vic	15-19	M	8
Unincorporated Vic	20-24	F	14
Unincorporated Vic	20-24	M	3
Unincorporated Vic	25+	F	24
Unincorporated Vic	25+	M	10
No usual address (Vic.)	0-4	F	23
No usual address (Vic.)	0-4	M	39
No usual address (Vic.)	5-14	F	203
No usual address (Vic.)	5-14	M	201
No usual address (Vic.)	15-19	F	85
No usual address (Vic.)	15-19	M	57
No usual address (Vic.)	20-24	F	75
No usual address (Vic.)	20-24	M	55
No usual address (Vic.)	25+	F	175
No usual address (Vic.)	25+	M	95
Aurukun	0-4	M	4
Aurukun	5-14	F	71
Aurukun	5-14	M	67
Aurukun	15-19	F	9
Aurukun	15-19	M	8
Aurukun	25+	F	5
Balonne	0-4	F	42
Balonne	0-4	M	23
Balonne	5-14	F	253
Balonne	5-14	M	260
Balonne	15-19	F	58
Balonne	15-19	M	65
Balonne	20-24	F	34
Balonne	20-24	M	11
Balonne	25+	F	59
Balonne	25+	M	24
Banana	0-4	F	80
Banana	0-4	M	84
Banana	5-14	F	908
Banana	5-14	M	931
Banana	15-19	F	209
Banana	15-19	M	228
Banana	20-24	F	54
Banana	20-24	M	29
Banana	25+	F	182
Banana	25+	M	72
Barcaldine	0-4	F	16
Barcaldine	0-4	M	13
Barcaldine	5-14	F	170
Barcaldine	5-14	M	172
Barcaldine	15-19	F	35
Barcaldine	15-19	M	39
Barcaldine	20-24	F	17
Barcaldine	20-24	M	7
Barcaldine	25+	F	46
Barcaldine	25+	M	17
Barcoo	5-14	F	18
Barcoo	5-14	M	11
Barcoo	25+	F	9
Blackall Tambo	0-4	F	7
Blackall Tambo	0-4	M	15
Blackall Tambo	5-14	F	101
Blackall Tambo	5-14	M	96
Blackall Tambo	15-19	F	18
Blackall Tambo	15-19	M	17
Blackall Tambo	20-24	F	7
Blackall Tambo	20-24	M	3
Blackall Tambo	25+	F	18
Blackall Tambo	25+	M	6
Boulia	0-4	F	4
Boulia	0-4	M	4
Boulia	5-14	F	33
Boulia	5-14	M	25
Boulia	15-19	M	4
Boulia	25+	F	5
Brisbane	0-4	F	9972
Brisbane	0-4	M	10488
Brisbane	5-14	F	69395
Brisbane	5-14	M	72529
Brisbane	15-19	F	31388
Brisbane	15-19	M	30867
Brisbane	20-24	F	25181
Brisbane	20-24	M	22068
Brisbane	25+	F	41304
Brisbane	25+	M	29458
Bulloo	5-14	F	21
Bulloo	5-14	M	18
Bulloo	15-19	M	4
Bulloo	25+	F	8
Bundaberg	0-4	F	554
Bundaberg	0-4	M	579
Bundaberg	5-14	F	5192
Bundaberg	5-14	M	5572
Bundaberg	15-19	F	1830
Bundaberg	15-19	M	1773
Bundaberg	20-24	F	504
Bundaberg	20-24	M	349
Bundaberg	25+	F	1710
Bundaberg	25+	M	810
Burdekin	0-4	F	78
Burdekin	0-4	M	105
Burdekin	5-14	F	810
Burdekin	5-14	M	913
Burdekin	15-19	F	281
Burdekin	15-19	M	293
Burdekin	20-24	F	69
Burdekin	20-24	M	43
Burdekin	25+	F	193
Burdekin	25+	M	97
Burke	0-4	F	3
Burke	0-4	M	6
Burke	5-14	F	20
Burke	5-14	M	12
Burke	25+	F	3
Burke	25+	M	3
Cairns	0-4	F	1162
Cairns	0-4	M	1204
Cairns	5-14	F	9943
Cairns	5-14	M	10527
Cairns	15-19	F	3586
Cairns	15-19	M	3469
Cairns	20-24	F	1401
Cairns	20-24	M	951
Cairns	25+	F	4813
Cairns	25+	M	2425
Carpentaria	0-4	F	9
Carpentaria	0-4	M	10
Carpentaria	5-14	F	129
Carpentaria	5-14	M	120
Carpentaria	15-19	F	4
Carpentaria	15-19	M	7
Carpentaria	20-24	F	6
Carpentaria	20-24	M	7
Carpentaria	25+	F	27
Carpentaria	25+	M	3
Cassowary Coast	0-4	F	137
Cassowary Coast	0-4	M	171
Cassowary Coast	5-14	F	1446
Cassowary Coast	5-14	M	1630
Cassowary Coast	15-19	F	453
Cassowary Coast	15-19	M	471
Cassowary Coast	20-24	F	94
Cassowary Coast	20-24	M	63
Cassowary Coast	25+	F	467
Cassowary Coast	25+	M	164
Central Highlands (Qld)	0-4	F	242
Central Highlands (Qld)	0-4	M	225
Central Highlands (Qld)	5-14	F	1987
Central Highlands (Qld)	5-14	M	2042
Central Highlands (Qld)	15-19	F	477
Central Highlands (Qld)	15-19	M	541
Central Highlands (Qld)	20-24	F	149
Central Highlands (Qld)	20-24	M	84
Central Highlands (Qld)	25+	F	508
Central Highlands (Qld)	25+	M	252
Charters Towers	0-4	F	53
Charters Towers	0-4	M	59
Charters Towers	5-14	F	751
Charters Towers	5-14	M	761
Charters Towers	15-19	F	302
Charters Towers	15-19	M	244
Charters Towers	20-24	F	39
Charters Towers	20-24	M	26
Charters Towers	25+	F	146
Charters Towers	25+	M	51
Cherbourg	0-4	F	9
Cherbourg	0-4	M	10
Cherbourg	5-14	F	138
Cherbourg	5-14	M	155
Cherbourg	15-19	F	22
Cherbourg	15-19	M	19
Cherbourg	25+	F	11
Cherbourg	25+	M	5
Cloncurry	0-4	F	32
Cloncurry	0-4	M	22
Cloncurry	5-14	F	170
Cloncurry	5-14	M	193
Cloncurry	15-19	F	41
Cloncurry	15-19	M	50
Cloncurry	20-24	F	11
Cloncurry	20-24	M	10
Cloncurry	25+	F	50
Cloncurry	25+	M	35
Cook	0-4	F	10
Cook	0-4	M	17
Cook	5-14	F	213
Cook	5-14	M	216
Cook	15-19	F	46
Cook	15-19	M	46
Cook	20-24	F	11
Cook	20-24	M	10
Cook	25+	F	79
Cook	25+	M	32
Croydon	0-4	F	3
Croydon	5-14	F	18
Croydon	5-14	M	12
Croydon	20-24	F	3
Croydon	25+	F	3
Diamantina	5-14	F	6
Diamantina	5-14	M	15
Diamantina	25+	F	5
Diamantina	25+	M	5
Doomadgee	0-4	F	15
Doomadgee	0-4	M	20
Doomadgee	5-14	F	108
Doomadgee	5-14	M	119
Doomadgee	15-19	F	13
Doomadgee	15-19	M	13
Doomadgee	25+	F	4
Doomadgee	25+	M	3
Douglas	0-4	F	51
Douglas	0-4	M	58
Douglas	5-14	F	574
Douglas	5-14	M	580
Douglas	15-19	F	178
Douglas	15-19	M	172
Douglas	20-24	F	39
Douglas	20-24	M	33
Douglas	25+	F	249
Douglas	25+	M	116
Etheridge	0-4	F	4
Etheridge	0-4	M	3
Etheridge	5-14	F	32
Etheridge	5-14	M	34
Etheridge	15-19	F	6
Etheridge	15-19	M	3
Etheridge	20-24	F	3
Etheridge	25+	F	13
Etheridge	25+	M	5
Flinders (Qld)	0-4	F	15
Flinders (Qld)	0-4	M	10
Flinders (Qld)	5-14	F	78
Flinders (Qld)	5-14	M	77
Flinders (Qld)	15-19	F	14
Flinders (Qld)	15-19	M	16
Flinders (Qld)	20-24	F	3
Flinders (Qld)	20-24	M	6
Flinders (Qld)	25+	F	25
Flinders (Qld)	25+	M	11
Fraser Coast	0-4	F	635
Fraser Coast	0-4	M	574
Fraser Coast	5-14	F	5619
Fraser Coast	5-14	M	5880
Fraser Coast	15-19	F	1884
Fraser Coast	15-19	M	1803
Fraser Coast	20-24	F	474
Fraser Coast	20-24	M	282
Fraser Coast	25+	F	1937
Fraser Coast	25+	M	832
Gladstone	0-4	F	501
Gladstone	0-4	M	524
Gladstone	5-14	F	4325
Gladstone	5-14	M	4522
Gladstone	15-19	F	1398
Gladstone	15-19	M	1306
Gladstone	20-24	F	299
Gladstone	20-24	M	202
Gladstone	25+	F	1369
Gladstone	25+	M	506
Gold Coast	0-4	F	4994
Gold Coast	0-4	M	5410
Gold Coast	5-14	F	34773
Gold Coast	5-14	M	36452
Gold Coast	15-19	F	13994
Gold Coast	15-19	M	13502
Gold Coast	20-24	F	8242
Gold Coast	20-24	M	6412
Gold Coast	25+	F	17561
Gold Coast	25+	M	10252
Goondiwindi	0-4	F	88
Goondiwindi	0-4	M	81
Goondiwindi	5-14	F	647
Goondiwindi	5-14	M	655
Goondiwindi	15-19	F	151
Goondiwindi	15-19	M	148
Goondiwindi	20-24	F	53
Goondiwindi	20-24	M	30
Goondiwindi	25+	F	165
Goondiwindi	25+	M	69
Gympie	0-4	F	272
Gympie	0-4	M	300
Gympie	5-14	F	2786
Gympie	5-14	M	2999
Gympie	15-19	F	1020
Gympie	15-19	M	960
Gympie	20-24	F	253
Gympie	20-24	M	141
Gympie	25+	F	938
Gympie	25+	M	317
Hinchinbrook	0-4	F	60
Hinchinbrook	0-4	M	61
Hinchinbrook	5-14	F	526
Hinchinbrook	5-14	M	541
Hinchinbrook	15-19	F	179
Hinchinbrook	15-19	M	174
Hinchinbrook	20-24	F	35
Hinchinbrook	20-24	M	31
Hinchinbrook	25+	F	132
Hinchinbrook	25+	M	58
Hope Vale	0-4	F	10
Hope Vale	0-4	M	9
Hope Vale	5-14	F	65
Hope Vale	5-14	M	88
Hope Vale	15-19	F	13
Hope Vale	15-19	M	10
Hope Vale	25+	F	4
Hope Vale	25+	M	3
Ipswich	0-4	F	2120
Ipswich	0-4	M	2297
Ipswich	5-14	F	16257
Ipswich	5-14	M	17241
Ipswich	15-19	F	5373
Ipswich	15-19	M	4986
Ipswich	20-24	F	2166
Ipswich	20-24	M	1476
Ipswich	25+	F	5820
Ipswich	25+	M	2989
Isaac	0-4	F	156
Isaac	0-4	M	198
Isaac	5-14	F	1316
Isaac	5-14	M	1448
Isaac	15-19	F	282
Isaac	15-19	M	308
Isaac	20-24	F	89
Isaac	20-24	M	72
Isaac	25+	F	348
Isaac	25+	M	175
Kowanyama	0-4	F	8
Kowanyama	0-4	M	5
Kowanyama	5-14	F	64
Kowanyama	5-14	M	80
Kowanyama	15-19	F	14
Kowanyama	15-19	M	6
Kowanyama	25+	M	5
Livingstone	0-4	F	240
Livingstone	0-4	M	285
Livingstone	5-14	F	2232
Livingstone	5-14	M	2578
Livingstone	15-19	F	795
Livingstone	15-19	M	804
Livingstone	20-24	F	216
Livingstone	20-24	M	145
Livingstone	25+	F	710
Livingstone	25+	M	279
Lockhart River	0-4	F	5
Lockhart River	0-4	M	9
Lockhart River	5-14	F	37
Lockhart River	5-14	M	59
Lockhart River	15-19	F	5
Lockhart River	15-19	M	7
Lockhart River	20-24	F	5
Lockhart River	25+	M	3
Lockyer Valley	0-4	F	260
Lockyer Valley	0-4	M	314
Lockyer Valley	5-14	F	2369
Lockyer Valley	5-14	M	2730
Lockyer Valley	15-19	F	964
Lockyer Valley	15-19	M	825
Lockyer Valley	20-24	F	465
Lockyer Valley	20-24	M	233
Lockyer Valley	25+	F	824
Lockyer Valley	25+	M	403
Logan	0-4	F	2967
Logan	0-4	M	3118
Logan	5-14	F	23315
Logan	5-14	M	24249
Logan	15-19	F	7979
Logan	15-19	M	7854
Logan	20-24	F	3259
Logan	20-24	M	2461
Logan	25+	F	7878
Logan	25+	M	4028
Longreach	0-4	F	21
Longreach	0-4	M	27
Longreach	5-14	F	197
Longreach	5-14	M	219
Longreach	15-19	F	48
Longreach	15-19	M	51
Longreach	20-24	F	22
Longreach	20-24	M	10
Longreach	25+	F	72
Longreach	25+	M	39
Mackay	0-4	F	898
Mackay	0-4	M	954
Mackay	5-14	F	7575
Mackay	5-14	M	7937
Mackay	15-19	F	2462
Mackay	15-19	M	2382
Mackay	20-24	F	771
Mackay	20-24	M	555
Mackay	25+	F	2399
Mackay	25+	M	1032
McKinlay	0-4	F	7
McKinlay	0-4	M	9
McKinlay	5-14	F	31
McKinlay	5-14	M	40
McKinlay	15-19	F	13
McKinlay	15-19	M	3
McKinlay	20-24	F	7
McKinlay	25+	F	14
McKinlay	25+	M	8
Mapoon	0-4	F	4
Mapoon	0-4	M	5
Mapoon	5-14	F	42
Mapoon	5-14	M	32
Mapoon	15-19	F	8
Mapoon	15-19	M	5
Mapoon	25+	F	6
Mapoon	25+	M	5
Maranoa	0-4	F	84
Maranoa	0-4	M	102
Maranoa	5-14	F	816
Maranoa	5-14	M	823
Maranoa	15-19	F	209
Maranoa	15-19	M	208
Maranoa	20-24	F	74
Maranoa	20-24	M	52
Maranoa	25+	F	206
Maranoa	25+	M	85
Mareeba	0-4	F	90
Mareeba	0-4	M	101
Mareeba	5-14	F	1123
Mareeba	5-14	M	1187
Mareeba	15-19	F	360
Mareeba	15-19	M	409
Mareeba	20-24	F	61
Mareeba	20-24	M	51
Mareeba	25+	F	374
Mareeba	25+	M	155
Moreton Bay	0-4	F	3964
Moreton Bay	0-4	M	4250
Moreton Bay	5-14	F	30059
Moreton Bay	5-14	M	32081
Moreton Bay	15-19	F	11062
Moreton Bay	15-19	M	10663
Moreton Bay	20-24	F	4197
Moreton Bay	20-24	M	3207
Moreton Bay	25+	F	11038
Moreton Bay	25+	M	5267
Mornington	0-4	F	6
Mornington	0-4	M	4
Mornington	5-14	F	84
Mornington	5-14	M	78
Mornington	15-19	F	9
Mornington	15-19	M	5
Mornington	20-24	M	3
Mornington	25+	F	13
Mornington	25+	M	7
Mount Isa	0-4	F	145
Mount Isa	0-4	M	171
Mount Isa	5-14	F	1253
Mount Isa	5-14	M	1302
Mount Isa	15-19	F	309
Mount Isa	15-19	M	344
Mount Isa	20-24	F	107
Mount Isa	20-24	M	58
Mount Isa	25+	F	416
Mount Isa	25+	M	227
Murweh	0-4	F	18
Murweh	0-4	M	17
Murweh	5-14	F	208
Murweh	5-14	M	197
Murweh	15-19	F	51
Murweh	15-19	M	56
Murweh	20-24	F	20
Murweh	20-24	M	4
Murweh	25+	F	59
Murweh	25+	M	32
Napranum	0-4	F	9
Napranum	0-4	M	5
Napranum	5-14	F	55
Napranum	5-14	M	69
Napranum	15-19	F	11
Napranum	15-19	M	20
Napranum	25+	F	6
Noosa	0-4	F	313
Noosa	0-4	M	297
Noosa	5-14	F	2846
Noosa	5-14	M	3010
Noosa	15-19	F	1139
Noosa	15-19	M	1135
Noosa	20-24	F	288
Noosa	20-24	M	216
Noosa	25+	F	1046
Noosa	25+	M	493
North Burnett	0-4	F	39
North Burnett	0-4	M	39
North Burnett	5-14	F	460
North Burnett	5-14	M	520
North Burnett	15-19	F	168
North Burnett	15-19	M	138
North Burnett	20-24	F	55
North Burnett	20-24	M	16
North Burnett	25+	F	115
North Burnett	25+	M	66
Northern Peninsula Area	0-4	F	46
Northern Peninsula Area	0-4	M	21
Northern Peninsula Area	5-14	F	271
Northern Peninsula Area	5-14	M	284
Northern Peninsula Area	15-19	F	63
Northern Peninsula Area	15-19	M	52
Northern Peninsula Area	20-24	F	10
Northern Peninsula Area	20-24	M	3
Northern Peninsula Area	25+	F	33
Northern Peninsula Area	25+	M	8
Palm Island	0-4	F	5
Palm Island	0-4	M	19
Palm Island	5-14	F	215
Palm Island	5-14	M	183
Palm Island	15-19	F	16
Palm Island	15-19	M	26
Palm Island	20-24	F	3
Palm Island	25+	F	13
Palm Island	25+	M	3
Paroo	0-4	F	13
Paroo	0-4	M	8
Paroo	5-14	F	101
Paroo	5-14	M	99
Paroo	15-19	F	20
Paroo	15-19	M	12
Paroo	20-24	F	8
Paroo	25+	F	24
Paroo	25+	M	14
Pormpuraaw	0-4	F	7
Pormpuraaw	5-14	F	32
Pormpuraaw	5-14	M	33
Pormpuraaw	15-19	F	9
Pormpuraaw	15-19	M	5
Pormpuraaw	25+	F	8
Quilpie	0-4	F	4
Quilpie	0-4	M	5
Quilpie	5-14	F	26
Quilpie	5-14	M	45
Quilpie	15-19	F	3
Quilpie	15-19	M	6
Quilpie	20-24	F	3
Quilpie	25+	F	10
Quilpie	25+	M	3
Redland	0-4	F	1246
Redland	0-4	M	1344
Redland	5-14	F	9289
Redland	5-14	M	9997
Redland	15-19	F	3861
Redland	15-19	M	3826
Redland	20-24	F	1438
Redland	20-24	M	1176
Redland	25+	F	3160
Redland	25+	M	1550
Richmond	0-4	F	7
Richmond	0-4	M	4
Richmond	5-14	F	41
Richmond	5-14	M	44
Richmond	15-19	F	4
Richmond	25+	F	5
Richmond	25+	M	7
Rockhampton	0-4	F	637
Rockhampton	0-4	M	614
Rockhampton	5-14	F	5267
Rockhampton	5-14	M	5340
Rockhampton	15-19	F	1724
Rockhampton	15-19	M	1707
Rockhampton	20-24	F	691
Rockhampton	20-24	M	459
Rockhampton	25+	F	1712
Rockhampton	25+	M	864
Scenic Rim	0-4	F	233
Scenic Rim	0-4	M	253
Scenic Rim	5-14	F	2426
Scenic Rim	5-14	M	2609
Scenic Rim	15-19	F	935
Scenic Rim	15-19	M	861
Scenic Rim	20-24	F	229
Scenic Rim	20-24	M	170
Scenic Rim	25+	F	694
Scenic Rim	25+	M	298
Somerset	0-4	F	144
Somerset	0-4	M	144
Somerset	5-14	F	1527
Somerset	5-14	M	1580
Somerset	15-19	F	528
Somerset	15-19	M	467
Somerset	20-24	F	120
Somerset	20-24	M	73
Somerset	25+	F	416
Somerset	25+	M	153
South Burnett	0-4	F	171
South Burnett	0-4	M	171
South Burnett	5-14	F	1660
South Burnett	5-14	M	1864
South Burnett	15-19	F	540
South Burnett	15-19	M	530
South Burnett	20-24	F	144
South Burnett	20-24	M	64
South Burnett	25+	F	478
South Burnett	25+	M	186
Southern Downs	0-4	F	170
Southern Downs	0-4	M	188
Southern Downs	5-14	F	2013
Southern Downs	5-14	M	2108
Southern Downs	15-19	F	718
Southern Downs	15-19	M	599
Southern Downs	20-24	F	160
Southern Downs	20-24	M	104
Southern Downs	25+	F	622
Southern Downs	25+	M	248
Sunshine Coast	0-4	F	2483
Sunshine Coast	0-4	M	2669
Sunshine Coast	5-14	F	19431
Sunshine Coast	5-14	M	20465
Sunshine Coast	15-19	F	7594
Sunshine Coast	15-19	M	7095
Sunshine Coast	20-24	F	3277
Sunshine Coast	20-24	M	2307
Sunshine Coast	25+	F	8379
Sunshine Coast	25+	M	4128
Tablelands	0-4	F	124
Tablelands	0-4	M	116
Tablelands	5-14	F	1435
Tablelands	5-14	M	1515
Tablelands	15-19	F	497
Tablelands	15-19	M	463
Tablelands	20-24	F	91
Tablelands	20-24	M	51
Tablelands	25+	F	419
Tablelands	25+	M	156
Toowoomba	0-4	F	1273
Toowoomba	0-4	M	1308
Toowoomba	5-14	F	10892
Toowoomba	5-14	M	11332
Toowoomba	15-19	F	4144
Toowoomba	15-19	M	4013
Toowoomba	20-24	F	1735
Toowoomba	20-24	M	1290
Toowoomba	25+	F	4447
Toowoomba	25+	M	2584
Torres	0-4	F	28
Torres	0-4	M	17
Torres	5-14	F	270
Torres	5-14	M	314
Torres	15-19	F	75
Torres	15-19	M	63
Torres	20-24	F	9
Torres	20-24	M	6
Torres	25+	F	74
Torres	25+	M	31
Torres Strait Island	0-4	F	37
Torres Strait Island	0-4	M	40
Torres Strait Island	5-14	F	386
Torres Strait Island	5-14	M	412
Torres Strait Island	15-19	F	48
Torres Strait Island	15-19	M	50
Torres Strait Island	20-24	F	16
Torres Strait Island	20-24	M	6
Torres Strait Island	25+	F	55
Torres Strait Island	25+	M	30
Townsville	0-4	F	1466
Townsville	0-4	M	1639
Townsville	5-14	F	11538
Townsville	5-14	M	12157
Townsville	15-19	F	4721
Townsville	15-19	M	4113
Townsville	20-24	F	2584
Townsville	20-24	M	1669
Townsville	25+	F	4888
Townsville	25+	M	2644
Weipa	0-4	F	43
Weipa	0-4	M	48
Weipa	5-14	F	264
Weipa	5-14	M	316
Weipa	15-19	F	82
Weipa	15-19	M	77
Weipa	20-24	F	27
Weipa	20-24	M	17
Weipa	25+	F	111
Weipa	25+	M	50
Western Downs	0-4	F	223
Western Downs	0-4	M	218
Western Downs	5-14	F	2183
Western Downs	5-14	M	2304
Western Downs	15-19	F	613
Western Downs	15-19	M	608
Western Downs	20-24	F	179
Western Downs	20-24	M	110
Western Downs	25+	F	528
Western Downs	25+	M	233
Whitsunday	0-4	F	206
Whitsunday	0-4	M	228
Whitsunday	5-14	F	1923
Whitsunday	5-14	M	2110
Whitsunday	15-19	F	582
Whitsunday	15-19	M	552
Whitsunday	20-24	F	167
Whitsunday	20-24	M	99
Whitsunday	25+	F	643
Whitsunday	25+	M	292
Winton	0-4	F	11
Winton	0-4	M	3
Winton	5-14	F	53
Winton	5-14	M	55
Winton	15-19	F	5
Winton	15-19	M	10
Winton	20-24	F	9
Winton	25+	F	12
Winton	25+	M	3
Woorabinda	0-4	F	8
Woorabinda	0-4	M	13
Woorabinda	5-14	F	101
Woorabinda	5-14	M	90
Woorabinda	15-19	F	19
Woorabinda	15-19	M	13
Woorabinda	25+	F	10
Woorabinda	25+	M	3
Wujal Wujal	5-14	F	20
Wujal Wujal	5-14	M	15
Wujal Wujal	15-19	M	3
Wujal Wujal	25+	F	3
Wujal Wujal	25+	M	7
Yarrabah	0-4	F	27
Yarrabah	0-4	M	25
Yarrabah	5-14	F	226
Yarrabah	5-14	M	240
Yarrabah	15-19	F	55
Yarrabah	15-19	M	52
Yarrabah	25+	F	11
Yarrabah	25+	M	8
No usual address (Qld)	0-4	F	37
No usual address (Qld)	0-4	M	26
No usual address (Qld)	5-14	F	357
No usual address (Qld)	5-14	M	365
