LGA_NAME21	AgeStudent	Sex	students
Central Coast (NSW)	0-4	M	3364
Central Coast (NSW)	5-14	F	19474
Central Coast (NSW)	5-14	M	20833
Central Coast (NSW)	15-19	F	7445
Central Coast (NSW)	15-19	M	7539
Central Coast (NSW)	20-24	F	3313
Central Coast (NSW)	20-24	M	2837
Central Coast (NSW)	25+	F	7534
Central Coast (NSW)	25+	M	3941
Central Darling	0-4	F	13
Central Darling	0-4	M	10
Central Darling	5-14	F	71
Central Darling	5-14	M	70
Central Darling	15-19	F	15
Central Darling	15-19	M	17
Central Darling	25+	F	27
Central Darling	25+	M	3
Cessnock	0-4	F	616
Cessnock	0-4	M	654
Cessnock	5-14	F	3915
Cessnock	5-14	M	4107
Cessnock	15-19	F	1208
Cessnock	15-19	M	1200
Cessnock	20-24	F	507
Cessnock	20-24	M	357
Cessnock	25+	F	1304
Cessnock	25+	M	559
Clarence Valley	0-4	F	379
Clarence Valley	0-4	M	382
Clarence Valley	5-14	F	2653
Clarence Valley	5-14	M	2903
Clarence Valley	15-19	F	851
Clarence Valley	15-19	M	910
Clarence Valley	20-24	F	246
Clarence Valley	20-24	M	178
Clarence Valley	25+	F	975
Clarence Valley	25+	M	416
Cobar	0-4	F	23
Cobar	0-4	M	42
Cobar	5-14	F	238
Cobar	5-14	M	210
Cobar	15-19	F	56
Cobar	15-19	M	62
Cobar	20-24	F	18
Cobar	20-24	M	15
Cobar	25+	F	69
Cobar	25+	M	38
Coffs Harbour	0-4	F	640
Coffs Harbour	0-4	M	636
Coffs Harbour	5-14	F	4521
Coffs Harbour	5-14	M	4672
Coffs Harbour	15-19	F	1595
Coffs Harbour	15-19	M	1533
Coffs Harbour	20-24	F	589
Coffs Harbour	20-24	M	450
Coffs Harbour	25+	F	1853
Coffs Harbour	25+	M	1034
Coolamon	0-4	F	35
Coolamon	0-4	M	41
Coolamon	5-14	F	292
Coolamon	5-14	M	286
Coolamon	15-19	F	100
Coolamon	15-19	M	102
Coolamon	20-24	F	28
Coolamon	20-24	M	18
Coolamon	25+	F	75
Coolamon	25+	M	27
Coonamble	0-4	F	24
Coonamble	0-4	M	28
Coonamble	5-14	F	175
Coonamble	5-14	M	222
Coonamble	15-19	F	55
Coonamble	15-19	M	58
Coonamble	20-24	F	15
Coonamble	20-24	M	5
Coonamble	25+	F	51
Coonamble	25+	M	16
Cootamundra-Gundagai Regional	0-4	F	80
Cootamundra-Gundagai Regional	0-4	M	82
Cootamundra-Gundagai Regional	5-14	F	583
Cootamundra-Gundagai Regional	5-14	M	659
Cootamundra-Gundagai Regional	15-19	F	203
Cootamundra-Gundagai Regional	15-19	M	212
Cootamundra-Gundagai Regional	20-24	F	56
Cootamundra-Gundagai Regional	20-24	M	37
Cootamundra-Gundagai Regional	25+	F	149
Cootamundra-Gundagai Regional	25+	M	61
Cowra	0-4	F	102
Cowra	0-4	M	88
Cowra	5-14	F	625
Cowra	5-14	M	676
Cowra	15-19	F	231
Cowra	15-19	M	229
Cowra	20-24	F	69
Cowra	20-24	M	62
Cowra	25+	F	192
Cowra	25+	M	86
Cumberland	0-4	F	1922
Cumberland	0-4	M	2085
Cumberland	5-14	F	13454
Cumberland	5-14	M	13834
Cumberland	15-19	F	5156
Cumberland	15-19	M	5084
Cumberland	20-24	F	4437
Cumberland	20-24	M	5019
Cumberland	25+	F	6680
Cumberland	25+	M	5888
Dubbo Regional	0-4	F	568
Dubbo Regional	0-4	M	557
Dubbo Regional	5-14	F	3318
Dubbo Regional	5-14	M	3459
Dubbo Regional	15-19	F	1000
Dubbo Regional	15-19	M	1001
Dubbo Regional	20-24	F	377
Dubbo Regional	20-24	M	258
Dubbo Regional	25+	F	1191
Dubbo Regional	25+	M	594
Dungog	0-4	F	88
Dungog	0-4	M	89
Dungog	5-14	F	583
Dungog	5-14	M	598
Dungog	15-19	F	163
Dungog	15-19	M	177
Dungog	20-24	F	59
Dungog	20-24	M	47
Dungog	25+	F	156
Dungog	25+	M	74
Edward River	0-4	F	54
Edward River	0-4	M	64
Edward River	5-14	F	430
Edward River	5-14	M	479
Edward River	15-19	F	184
Edward River	15-19	M	136
Edward River	20-24	F	49
Edward River	20-24	M	31
Edward River	25+	F	128
Edward River	25+	M	59
Eurobodalla	0-4	F	233
Eurobodalla	0-4	M	249
Eurobodalla	5-14	F	1738
Eurobodalla	5-14	M	1812
Eurobodalla	15-19	F	588
Eurobodalla	15-19	M	676
Eurobodalla	20-24	F	150
Eurobodalla	20-24	M	142
Eurobodalla	25+	F	681
Eurobodalla	25+	M	296
Fairfield	0-4	F	1221
Fairfield	0-4	M	1340
Fairfield	5-14	F	11537
Fairfield	5-14	M	12350
Fairfield	15-19	F	5833
Fairfield	15-19	M	5752
Fairfield	20-24	F	3366
Fairfield	20-24	M	3074
Fairfield	25+	F	4824
Fairfield	25+	M	3227
Federation	0-4	F	83
Federation	0-4	M	86
Federation	5-14	F	621
Federation	5-14	M	668
Federation	15-19	F	242
Federation	15-19	M	206
Federation	20-24	F	68
Federation	20-24	M	41
Federation	25+	F	196
Federation	25+	M	65
Forbes	0-4	F	88
Forbes	0-4	M	85
Forbes	5-14	F	609
Forbes	5-14	M	577
Forbes	15-19	F	169
Forbes	15-19	M	176
Forbes	20-24	F	61
Forbes	20-24	M	35
Forbes	25+	F	166
Forbes	25+	M	50
Georges River	0-4	F	1089
Georges River	0-4	M	1246
Georges River	5-14	F	7652
Georges River	5-14	M	8127
Georges River	15-19	F	3441
Georges River	15-19	M	3560
Georges River	20-24	F	3040
Georges River	20-24	M	3370
Georges River	25+	F	4329
Georges River	25+	M	3409
Gilgandra	0-4	F	35
Gilgandra	0-4	M	38
Gilgandra	5-14	F	241
Gilgandra	5-14	M	247
Gilgandra	15-19	F	66
Gilgandra	15-19	M	61
Gilgandra	20-24	F	16
Gilgandra	20-24	M	4
Gilgandra	25+	F	55
Gilgandra	25+	M	11
Glen Innes Severn	0-4	F	48
Glen Innes Severn	0-4	M	48
Glen Innes Severn	5-14	F	416
Glen Innes Severn	5-14	M	414
Glen Innes Severn	15-19	F	155
Glen Innes Severn	15-19	M	143
Glen Innes Severn	20-24	F	37
Glen Innes Severn	20-24	M	20
Glen Innes Severn	25+	F	166
Glen Innes Severn	25+	M	58
Goulburn Mulwaree	0-4	F	258
Goulburn Mulwaree	0-4	M	281
Goulburn Mulwaree	5-14	F	1752
Goulburn Mulwaree	5-14	M	1863
Goulburn Mulwaree	15-19	F	578
Goulburn Mulwaree	15-19	M	611
Goulburn Mulwaree	20-24	F	214
Goulburn Mulwaree	20-24	M	183
Goulburn Mulwaree	25+	F	666
Goulburn Mulwaree	25+	M	391
Greater Hume Shire	0-4	F	90
Greater Hume Shire	0-4	M	101
Greater Hume Shire	5-14	F	676
Greater Hume Shire	5-14	M	761
Greater Hume Shire	15-19	F	276
Greater Hume Shire	15-19	M	281
Greater Hume Shire	20-24	F	64
Greater Hume Shire	20-24	M	40
Greater Hume Shire	25+	F	184
Greater Hume Shire	25+	M	72
Griffith	0-4	F	227
Griffith	0-4	M	221
Griffith	5-14	F	1546
Griffith	5-14	M	1627
Griffith	15-19	F	559
Griffith	15-19	M	603
Griffith	20-24	F	160
Griffith	20-24	M	169
Griffith	25+	F	502
Griffith	25+	M	273
Gunnedah	0-4	F	127
Gunnedah	0-4	M	153
Gunnedah	5-14	F	841
Gunnedah	5-14	M	913
Gunnedah	15-19	F	209
Gunnedah	15-19	M	194
Gunnedah	20-24	F	60
Gunnedah	20-24	M	66
Gunnedah	25+	F	287
Gunnedah	25+	M	84
Gwydir	0-4	F	37
Gwydir	0-4	M	33
Gwydir	5-14	F	267
Gwydir	5-14	M	301
Gwydir	15-19	F	85
Gwydir	15-19	M	63
Gwydir	20-24	F	19
Gwydir	20-24	M	13
Gwydir	25+	F	65
Gwydir	25+	M	28
Hawkesbury	0-4	F	603
Hawkesbury	0-4	M	662
Hawkesbury	5-14	F	3938
Hawkesbury	5-14	M	4259
Hawkesbury	15-19	F	1580
Hawkesbury	15-19	M	1633
Hawkesbury	20-24	F	730
Hawkesbury	20-24	M	587
Hawkesbury	25+	F	1407
Hawkesbury	25+	M	638
Hay	0-4	F	31
Hay	0-4	M	20
Hay	5-14	F	119
Hay	5-14	M	134
Hay	15-19	F	52
Hay	15-19	M	31
Hay	20-24	F	19
Hay	20-24	M	10
Hay	25+	F	44
Hay	25+	M	18
Hilltops	0-4	F	154
Hilltops	0-4	M	172
Hilltops	5-14	F	1110
Hilltops	5-14	M	1173
Hilltops	15-19	F	387
Hilltops	15-19	M	362
Hilltops	20-24	F	110
Hilltops	20-24	M	59
Hilltops	25+	F	325
Hilltops	25+	M	115
Hornsby	0-4	F	1358
Hornsby	0-4	M	1413
Hornsby	5-14	F	9901
Hornsby	5-14	M	10755
Hornsby	15-19	F	4262
Hornsby	15-19	M	4529
Hornsby	20-24	F	2322
Hornsby	20-24	M	2416
Hornsby	25+	F	3873
Hornsby	25+	M	2445
Hunters Hill	0-4	F	107
Hunters Hill	0-4	M	105
Hunters Hill	5-14	F	776
Hunters Hill	5-14	M	902
Hunters Hill	15-19	F	429
Hunters Hill	15-19	M	524
Hunters Hill	20-24	F	187
Hunters Hill	20-24	M	244
Hunters Hill	25+	F	238
Hunters Hill	25+	M	155
Inner West	0-4	F	1417
Inner West	0-4	M	1478
Inner West	5-14	F	8251
Inner West	5-14	M	8614
Inner West	15-19	F	3169
Inner West	15-19	M	3303
Inner West	20-24	F	3078
Inner West	20-24	M	2767
Inner West	25+	F	6591
Inner West	25+	M	4780
Inverell	0-4	F	138
Inverell	0-4	M	133
Inverell	5-14	F	1029
Inverell	5-14	M	1057
Inverell	15-19	F	344
Inverell	15-19	M	320
Inverell	20-24	F	92
Inverell	20-24	M	41
Inverell	25+	F	304
Inverell	25+	M	119
Junee	0-4	F	60
Junee	0-4	M	49
Junee	5-14	F	318
Junee	5-14	M	337
Junee	15-19	F	95
Junee	15-19	M	108
Junee	20-24	F	39
Junee	20-24	M	25
Junee	25+	F	114
Junee	25+	M	44
Kempsey	0-4	F	227
Kempsey	0-4	M	219
Kempsey	5-14	F	1568
Kempsey	5-14	M	1530
Kempsey	15-19	F	536
Kempsey	15-19	M	518
Kempsey	20-24	F	154
Kempsey	20-24	M	94
Kempsey	25+	F	502
Kempsey	25+	M	206
Kiama	0-4	F	180
Kiama	0-4	M	241
Kiama	5-14	F	1213
Kiama	5-14	M	1325
Kiama	15-19	F	524
Kiama	15-19	M	500
Kiama	20-24	F	227
Kiama	20-24	M	192
Kiama	25+	F	469
Kiama	25+	M	249
Ku-ring-gai	0-4	F	1104
Ku-ring-gai	0-4	M	1151
Ku-ring-gai	5-14	F	8820
Ku-ring-gai	5-14	M	9274
Ku-ring-gai	15-19	F	4213
Ku-ring-gai	15-19	M	4354
Ku-ring-gai	20-24	F	2177
Ku-ring-gai	20-24	M	2305
Ku-ring-gai	25+	F	2765
Ku-ring-gai	25+	M	1716
Kyogle	0-4	F	55
Kyogle	0-4	M	55
Kyogle	5-14	F	463
Kyogle	5-14	M	460
Kyogle	15-19	F	165
Kyogle	15-19	M	146
Kyogle	20-24	F	36
Kyogle	20-24	M	21
Kyogle	25+	F	172
Kyogle	25+	M	61
Lachlan	0-4	F	57
Lachlan	0-4	M	47
Lachlan	5-14	F	362
Lachlan	5-14	M	406
Lachlan	15-19	F	86
Lachlan	15-19	M	94
Lachlan	20-24	F	37
Lachlan	20-24	M	13
Lachlan	25+	F	92
Lachlan	25+	M	25
Lake Macquarie	0-4	F	2009
Lake Macquarie	0-4	M	2078
Lake Macquarie	5-14	F	12409
Lake Macquarie	5-14	M	13148
Lake Macquarie	15-19	F	4503
Lake Macquarie	15-19	M	4560
Lake Macquarie	20-24	F	2113
Lake Macquarie	20-24	M	1970
Lake Macquarie	25+	F	4419
Lake Macquarie	25+	M	2577
Lane Cove	0-4	F	371
Lane Cove	0-4	M	417
Lane Cove	5-14	F	2216
Lane Cove	5-14	M	2419
Lane Cove	15-19	F	878
Lane Cove	15-19	M	1006
Lane Cove	20-24	F	500
Lane Cove	20-24	M	635
Lane Cove	25+	F	1185
Lane Cove	25+	M	796
Leeton	0-4	F	84
Leeton	0-4	M	86
Leeton	5-14	F	759
Leeton	5-14	M	777
Leeton	15-19	F	324
Leeton	15-19	M	310
Leeton	20-24	F	77
Leeton	20-24	M	52
Leeton	25+	F	189
Leeton	25+	M	72
Lismore	0-4	F	305
Lismore	0-4	M	351
Lismore	5-14	F	2382
Lismore	5-14	M	2540
Lismore	15-19	F	872
Lismore	15-19	M	944
Lismore	20-24	F	362
Lismore	20-24	M	313
Lismore	25+	F	1167
Lismore	25+	M	659
Lithgow	0-4	F	126
Lithgow	0-4	M	132
Lithgow	5-14	F	1093
Lithgow	5-14	M	1133
Lithgow	15-19	F	353
Lithgow	15-19	M	363
Lithgow	20-24	F	111
Lithgow	20-24	M	103
Lithgow	25+	F	371
Lithgow	25+	M	179
Liverpool	0-4	F	2029
Liverpool	0-4	M	2136
Liverpool	5-14	F	15615
Liverpool	5-14	M	16416
Liverpool	15-19	F	6383
Liverpool	15-19	M	6462
Liverpool	20-24	F	3520
Liverpool	20-24	M	3134
Liverpool	25+	F	5326
Liverpool	25+	M	3393
Liverpool Plains	0-4	F	53
Liverpool Plains	0-4	M	49
Liverpool Plains	5-14	F	395
Liverpool Plains	5-14	M	417
Liverpool Plains	15-19	F	141
Liverpool Plains	15-19	M	137
Liverpool Plains	20-24	F	27
Liverpool Plains	20-24	M	28
Liverpool Plains	25+	F	110
Liverpool Plains	25+	M	47
Lockhart	0-4	F	27
Lockhart	0-4	M	19
Lockhart	5-14	F	222
Lockhart	5-14	M	218
Lockhart	15-19	F	69
Lockhart	15-19	M	55
Lockhart	20-24	F	27
Lockhart	20-24	M	20
Lockhart	25+	F	48
Lockhart	25+	M	12
Maitland	0-4	F	974
Maitland	0-4	M	995
Maitland	5-14	F	6014
Maitland	5-14	M	6339
Maitland	15-19	F	2018
Maitland	15-19	M	1968
Maitland	20-24	F	983
Maitland	20-24	M	755
Maitland	25+	F	2214
Maitland	25+	M	1175
Mid-Coast	0-4	F	596
Mid-Coast	0-4	M	581
Mid-Coast	5-14	F	4449
Mid-Coast	5-14	M	4721
Mid-Coast	15-19	F	1522
Mid-Coast	15-19	M	1500
Mid-Coast	20-24	F	429
Mid-Coast	20-24	M	288
Mid-Coast	25+	F	1556
Mid-Coast	25+	M	610
Mid-Western Regional	0-4	F	213
Mid-Western Regional	0-4	M	213
Mid-Western Regional	5-14	F	1579
Mid-Western Regional	5-14	M	1683
Mid-Western Regional	15-19	F	459
Mid-Western Regional	15-19	M	482
Mid-Western Regional	20-24	F	122
Mid-Western Regional	20-24	M	116
Mid-Western Regional	25+	F	498
Mid-Western Regional	25+	M	236
Moree Plains	0-4	F	100
Moree Plains	0-4	M	107
Moree Plains	5-14	F	674
Moree Plains	5-14	M	695
Moree Plains	15-19	F	171
Moree Plains	15-19	M	145
Moree Plains	20-24	F	73
Moree Plains	20-24	M	52
Moree Plains	25+	F	196
Moree Plains	25+	M	79
Mosman	0-4	F	205
Mosman	0-4	M	216
Mosman	5-14	F	1616
Mosman	5-14	M	1648
Mosman	15-19	F	727
Mosman	15-19	M	752
Mosman	20-24	F	403
Mosman	20-24	M	375
Mosman	25+	F	687
Mosman	25+	M	389
Murray River	0-4	F	92
Murray River	0-4	M	95
Murray River	5-14	F	700
Murray River	5-14	M	694
Murray River	15-19	F	231
Murray River	15-19	M	230
Murray River	20-24	F	64
Murray River	20-24	M	39
Murray River	25+	F	161
Murray River	25+	M	56
Murrumbidgee	0-4	F	33
Murrumbidgee	0-4	M	30
Murrumbidgee	5-14	F	158
Murrumbidgee	5-14	M	173
Murrumbidgee	15-19	F	57
Murrumbidgee	15-19	M	52
Murrumbidgee	20-24	F	18
Murrumbidgee	20-24	M	11
Murrumbidgee	25+	F	56
Murrumbidgee	25+	M	19
Muswellbrook	0-4	F	158
Muswellbrook	0-4	M	157
Muswellbrook	5-14	F	1058
Muswellbrook	5-14	M	1170
Muswellbrook	15-19	F	333
Muswellbrook	15-19	M	360
Muswellbrook	20-24	F	98
Muswellbrook	20-24	M	84
Muswellbrook	25+	F	334
Muswellbrook	25+	M	133
Nambucca Valley	0-4	F	136
Nambucca Valley	0-4	M	142
Nambucca Valley	5-14	F	976
Nambucca Valley	5-14	M	1012
Nambucca Valley	15-19	F	332
Nambucca Valley	15-19	M	356
Nambucca Valley	20-24	F	86
Nambucca Valley	20-24	M	68
Nambucca Valley	25+	F	388
Nambucca Valley	25+	M	148
Narrabri	0-4	F	121
Narrabri	0-4	M	108
Narrabri	5-14	F	779
Narrabri	5-14	M	783
Narrabri	15-19	F	236
Narrabri	15-19	M	202
Narrabri	20-24	F	76
Narrabri	20-24	M	62
Narrabri	25+	F	210
Narrabri	25+	M	96
Narrandera	0-4	F	52
Narrandera	0-4	M	34
Narrandera	5-14	F	360
Narrandera	5-14	M	350
Narrandera	15-19	F	106
Narrandera	15-19	M	87
Narrandera	20-24	F	19
Narrandera	20-24	M	18
Narrandera	25+	F	104
Narrandera	25+	M	47
Narromine	0-4	F	44
Narromine	0-4	M	71
Narromine	5-14	F	366
Narromine	5-14	M	407
Narromine	15-19	F	118
Narromine	15-19	M	110
Narromine	20-24	F	29
Narromine	20-24	M	20
Narromine	25+	F	80
Narromine	25+	M	22
Newcastle	0-4	F	1362
Newcastle	0-4	M	1454
Newcastle	5-14	F	8583
Newcastle	5-14	M	9130
Newcastle	15-19	F	3809
Newcastle	15-19	M	3704
Newcastle	20-24	F	3849
Newcastle	20-24	M	3259
Newcastle	25+	F	5220
Newcastle	25+	M	3799
North Sydney	0-4	F	489
North Sydney	0-4	M	533
North Sydney	5-14	F	2503
North Sydney	5-14	M	2551
North Sydney	15-19	F	930
North Sydney	15-19	M	1011
North Sydney	20-24	F	869
North Sydney	20-24	M	797
North Sydney	25+	F	2514
North Sydney	25+	M	1598
Northern Beaches	0-4	F	2513
Northern Beaches	0-4	M	2614
Northern Beaches	5-14	F	16158
Northern Beaches	5-14	M	17217
Northern Beaches	15-19	F	6994
Northern Beaches	15-19	M	7298
Northern Beaches	20-24	F	3430
Northern Beaches	20-24	M	3574
Northern Beaches	25+	F	5795
Northern Beaches	25+	M	3623
Oberon	0-4	F	32
Oberon	0-4	M	39
Oberon	5-14	F	291
Oberon	5-14	M	291
Oberon	15-19	F	74
Oberon	15-19	M	80
Oberon	20-24	F	29
Oberon	20-24	M	26
Oberon	25+	F	78
Oberon	25+	M	36
Orange	0-4	F	422
Orange	0-4	M	459
Orange	5-14	F	2839
Orange	5-14	M	3062
Orange	15-19	F	934
Orange	15-19	M	968
Orange	20-24	F	401
Orange	20-24	M	266
Orange	25+	F	1080
Orange	25+	M	660
Parkes	0-4	F	110
Parkes	0-4	M	119
Parkes	5-14	F	902
Parkes	5-14	M	934
Parkes	15-19	F	277
Parkes	15-19	M	296
Parkes	20-24	F	96
Parkes	20-24	M	58
Parkes	25+	F	209
Parkes	25+	M	110
Parramatta	0-4	F	2308
Parramatta	0-4	M	2400
Parramatta	5-14	F	14044
Parramatta	5-14	M	14863
Parramatta	15-19	F	4918
Parramatta	15-19	M	5225
Parramatta	20-24	F	4532
Parramatta	20-24	M	4834
Parramatta	25+	F	8747
Parramatta	25+	M	6826
Penrith	0-4	F	2137
Penrith	0-4	M	2304
Penrith	5-14	F	13762
Penrith	5-14	M	14507
Penrith	15-19	F	5003
Penrith	15-19	M	4900
Penrith	20-24	F	2455
Penrith	20-24	M	2118
Penrith	25+	F	4769
Penrith	25+	M	2617
Port Macquarie-Hastings	0-4	F	585
Port Macquarie-Hastings	0-4	M	664
Port Macquarie-Hastings	5-14	F	4608
Port Macquarie-Hastings	5-14	M	4804
Port Macquarie-Hastings	15-19	F	1855
Port Macquarie-Hastings	15-19	M	1775
Port Macquarie-Hastings	20-24	F	773
Port Macquarie-Hastings	20-24	M	548
Port Macquarie-Hastings	25+	F	1921
Port Macquarie-Hastings	25+	M	938
Port Stephens	0-4	F	580
Port Stephens	0-4	M	581
Port Stephens	5-14	F	4196
Port Stephens	5-14	M	4456
Port Stephens	15-19	F	1480
Port Stephens	15-19	M	1552
Port Stephens	20-24	F	542
Port Stephens	20-24	M	471
Port Stephens	25+	F	1390
Port Stephens	25+	M	700
Queanbeyan-Palerang Regional	0-4	F	557
