LGA_NAME21	Age5yr	Indigenous	Sex	persons
Armidale Regional	30-34	0	M	736
Armidale Regional	30-34	1	F	59
Armidale Regional	30-34	1	M	63
Armidale Regional	35-39		F	74
Armidale Regional	35-39		M	67
Armidale Regional	35-39	0	F	752
Armidale Regional	35-39	0	M	713
Armidale Regional	35-39	1	F	56
Armidale Regional	35-39	1	M	50
Armidale Regional	40-44		F	50
Armidale Regional	40-44		M	47
Armidale Regional	40-44	0	F	631
Armidale Regional	40-44	0	M	639
Armidale Regional	40-44	1	F	57
Armidale Regional	40-44	1	M	50
Armidale Regional	45-49		F	59
Armidale Regional	45-49		M	52
Armidale Regional	45-49	0	F	744
Armidale Regional	45-49	0	M	638
Armidale Regional	45-49	1	F	43
Armidale Regional	45-49	1	M	35
Armidale Regional	50-54		F	59
Armidale Regional	50-54		M	56
Armidale Regional	50-54	0	F	740
Armidale Regional	50-54	0	M	687
Armidale Regional	50-54	1	F	52
Armidale Regional	50-54	1	M	42
Armidale Regional	55-59		F	60
Armidale Regional	55-59		M	67
Armidale Regional	55-59	0	F	824
Armidale Regional	55-59	0	M	785
Armidale Regional	55-59	1	F	47
Armidale Regional	55-59	1	M	66
Armidale Regional	60-64		F	43
Armidale Regional	60-64		M	50
Armidale Regional	60-64	0	F	817
Armidale Regional	60-64	0	M	739
Armidale Regional	60-64	1	F	33
Armidale Regional	60-64	1	M	36
Armidale Regional	65+		F	298
Armidale Regional	65+		M	205
Armidale Regional	65+	0	F	2627
Armidale Regional	65+	0	M	2259
Armidale Regional	65+	1	F	69
Armidale Regional	65+	1	M	61
Ballina	0-4		F	49
Ballina	0-4		M	53
Ballina	0-4	0	F	943
Ballina	0-4	0	M	1008
Ballina	0-4	1	F	62
Ballina	0-4	1	M	82
Ballina	5-9		F	59
Ballina	5-9		M	76
Ballina	5-9	0	F	1055
Ballina	5-9	0	M	1157
Ballina	5-9	1	F	99
Ballina	5-9	1	M	82
Ballina	10-14		F	61
Ballina	10-14		M	71
Ballina	10-14	0	F	1142
Ballina	10-14	0	M	1305
Ballina	10-14	1	F	121
Ballina	10-14	1	M	109
Ballina	15-19		F	44
Ballina	15-19		M	72
Ballina	15-19	0	F	997
Ballina	15-19	0	M	1116
Ballina	15-19	1	F	105
Ballina	15-19	1	M	89
Ballina	20-24		F	48
Ballina	20-24		M	60
Ballina	20-24	0	F	790
Ballina	20-24	0	M	833
Ballina	20-24	1	F	68
Ballina	20-24	1	M	85
Ballina	25-29		F	66
Ballina	25-29		M	67
Ballina	25-29	0	F	895
Ballina	25-29	0	M	822
Ballina	25-29	1	F	52
Ballina	25-29	1	M	52
Ballina	30-34		F	64
Ballina	30-34		M	57
Ballina	30-34	0	F	1126
Ballina	30-34	0	M	954
Ballina	30-34	1	F	66
Ballina	30-34	1	M	45
Ballina	35-39		F	67
Ballina	35-39		M	73
Ballina	35-39	0	F	1222
Ballina	35-39	0	M	1147
Ballina	35-39	1	F	54
Ballina	35-39	1	M	28
Ballina	40-44		F	61
Ballina	40-44		M	73
Ballina	40-44	0	F	1291
Ballina	40-44	0	M	1152
Ballina	40-44	1	F	33
Ballina	40-44	1	M	44
Ballina	45-49		F	68
Ballina	45-49		M	58
Ballina	45-49	0	F	1399
Ballina	45-49	0	M	1244
Ballina	45-49	1	F	74
Ballina	45-49	1	M	49
Ballina	50-54		F	75
Ballina	50-54		M	71
Ballina	50-54	0	F	1463
Ballina	50-54	0	M	1293
Ballina	50-54	1	F	60
Ballina	50-54	1	M	50
Ballina	55-59		F	65
Ballina	55-59		M	69
Ballina	55-59	0	F	1512
Ballina	55-59	0	M	1401
Ballina	55-59	1	F	40
Ballina	55-59	1	M	44
Ballina	60-64		F	88
Ballina	60-64		M	77
Ballina	60-64	0	F	1686
Ballina	60-64	0	M	1450
Ballina	60-64	1	F	28
Ballina	60-64	1	M	44
Ballina	65+		F	343
Ballina	65+		M	272
Ballina	65+	0	F	6398
Ballina	65+	0	M	5384
Ballina	65+	1	F	74
Ballina	65+	1	M	54
Balranald	0-4		F	4
Balranald	0-4	0	F	63
Balranald	0-4	0	M	46
Balranald	0-4	1	F	9
Balranald	0-4	1	M	7
Balranald	5-9		F	5
Balranald	5-9		M	12
Balranald	5-9	0	F	50
Balranald	5-9	0	M	58
Balranald	5-9	1	F	6
Balranald	5-9	1	M	8
Balranald	10-14		F	8
Balranald	10-14		M	16
Balranald	10-14	0	F	54
Balranald	10-14	0	M	63
Balranald	10-14	1	F	8
Balranald	10-14	1	M	10
Balranald	15-19		F	13
Balranald	15-19		M	3
Balranald	15-19	0	F	39
Balranald	15-19	0	M	54
Balranald	15-19	1	F	6
Balranald	15-19	1	M	8
Balranald	20-24		F	5
Balranald	20-24		M	4
Balranald	20-24	0	F	33
Balranald	20-24	0	M	57
Balranald	20-24	1	F	4
Balranald	20-24	1	M	3
Balranald	25-29		F	4
Balranald	25-29		M	4
Balranald	25-29	0	F	47
Balranald	25-29	0	M	48
Balranald	25-29	1	F	3
Balranald	30-34		F	10
Balranald	30-34		M	11
Balranald	30-34	0	F	67
Balranald	30-34	0	M	56
Balranald	30-34	1	F	6
Balranald	30-34	1	M	4
Balranald	35-39		F	5
Balranald	35-39		M	6
Balranald	35-39	0	F	48
Balranald	35-39	0	M	38
Balranald	40-44		F	9
Balranald	40-44		M	11
Balranald	40-44	0	F	39
Balranald	40-44	0	M	49
Balranald	40-44	1	F	7
Balranald	40-44	1	M	5
Balranald	45-49		F	16
Balranald	45-49		M	6
Balranald	45-49	0	F	55
Balranald	45-49	0	M	55
Balranald	45-49	1	F	8
Balranald	45-49	1	M	7
Balranald	50-54		F	5
Balranald	50-54		M	15
Balranald	50-54	0	F	65
Balranald	50-54	0	M	60
Balranald	55-59		F	11
Balranald	55-59		M	6
Balranald	55-59	0	F	71
Balranald	55-59	0	M	73
Balranald	55-59	1	F	3
Balranald	55-59	1	M	3
Balranald	60-64		F	11
Balranald	60-64		M	12
Balranald	60-64	0	F	65
Balranald	60-64	0	M	70
Balranald	60-64	1	F	5
Balranald	60-64	1	M	4
Balranald	65+		F	33
Balranald	65+		M	33
Balranald	65+	0	F	190
Balranald	65+	0	M	181
Balranald	65+	1	F	7
Balranald	65+	1	M	9
Bathurst Regional	0-4		F	45
Bathurst Regional	0-4		M	52
Bathurst Regional	0-4	0	F	976
Bathurst Regional	0-4	0	M	1036
Bathurst Regional	0-4	1	F	176
Bathurst Regional	0-4	1	M	192
Bathurst Regional	5-9		F	65
Bathurst Regional	5-9		M	69
Bathurst Regional	5-9	0	F	1086
Bathurst Regional	5-9	0	M	1165
Bathurst Regional	5-9	1	F	173
Bathurst Regional	5-9	1	M	190
Bathurst Regional	10-14		F	71
Bathurst Regional	10-14		M	70
Bathurst Regional	10-14	0	F	1188
Bathurst Regional	10-14	0	M	1261
Bathurst Regional	10-14	1	F	182
Bathurst Regional	10-14	1	M	165
Bathurst Regional	15-19		F	55
Bathurst Regional	15-19		M	76
Bathurst Regional	15-19	0	F	1186
Bathurst Regional	15-19	0	M	1282
Bathurst Regional	15-19	1	F	146
Bathurst Regional	15-19	1	M	154
Bathurst Regional	20-24		F	76
Bathurst Regional	20-24		M	87
Bathurst Regional	20-24	0	F	1161
Bathurst Regional	20-24	0	M	1243
Bathurst Regional	20-24	1	F	132
Bathurst Regional	20-24	1	M	188
Bathurst Regional	25-29		F	63
Bathurst Regional	25-29		M	63
Bathurst Regional	25-29	0	F	1151
Bathurst Regional	25-29	0	M	1209
Bathurst Regional	25-29	1	F	119
Bathurst Regional	25-29	1	M	155
Bathurst Regional	30-34		F	58
Bathurst Regional	30-34		M	64
Bathurst Regional	30-34	0	F	1251
Bathurst Regional	30-34	0	M	1309
Bathurst Regional	30-34	1	F	106
Bathurst Regional	30-34	1	M	143
Bathurst Regional	35-39		F	44
Bathurst Regional	35-39		M	69
Bathurst Regional	35-39	0	F	1146
Bathurst Regional	35-39	0	M	1230
Bathurst Regional	35-39	1	F	74
Bathurst Regional	35-39	1	M	91
Bathurst Regional	40-44		F	62
Bathurst Regional	40-44		M	70
Bathurst Regional	40-44	0	F	1090
Bathurst Regional	40-44	0	M	1081
Bathurst Regional	40-44	1	F	82
Bathurst Regional	40-44	1	M	88
Bathurst Regional	45-49		F	77
Bathurst Regional	45-49		M	60
Bathurst Regional	45-49	0	F	1213
Bathurst Regional	45-49	0	M	1157
Bathurst Regional	45-49	1	F	79
Bathurst Regional	45-49	1	M	90
Bathurst Regional	50-54		F	70
Bathurst Regional	50-54		M	66
Bathurst Regional	50-54	0	F	1256
Bathurst Regional	50-54	0	M	1188
Bathurst Regional	50-54	1	F	66
Bathurst Regional	50-54	1	M	63
Bathurst Regional	55-59		F	54
Bathurst Regional	55-59		M	68
Bathurst Regional	55-59	0	F	1239
Bathurst Regional	55-59	0	M	1205
Bathurst Regional	55-59	1	F	52
Bathurst Regional	55-59	1	M	33
Bathurst Regional	60-64		F	65
Bathurst Regional	60-64		M	69
Bathurst Regional	60-64	0	F	1260
Bathurst Regional	60-64	0	M	1211
Bathurst Regional	60-64	1	F	49
Bathurst Regional	60-64	1	M	34
Bathurst Regional	65+		F	194
Bathurst Regional	65+		M	173
Bathurst Regional	65+	0	F	3986
Bathurst Regional	65+	0	M	3576
Bathurst Regional	65+	1	F	76
Bathurst Regional	65+	1	M	68
Bayside (NSW)	0-4		F	206
Bayside (NSW)	0-4		M	224
Bayside (NSW)	0-4	0	F	4547
Bayside (NSW)	0-4	0	M	4831
Bayside (NSW)	0-4	1	F	91
Bayside (NSW)	0-4	1	M	86
Bayside (NSW)	5-9		F	186
Bayside (NSW)	5-9		M	214
Bayside (NSW)	5-9	0	F	3875
Bayside (NSW)	5-9	0	M	4107
Bayside (NSW)	5-9	1	F	81
Bayside (NSW)	5-9	1	M	83
Bayside (NSW)	10-14		F	165
Bayside (NSW)	10-14		M	178
Bayside (NSW)	10-14	0	F	3665
Bayside (NSW)	10-14	0	M	3803
Bayside (NSW)	10-14	1	F	75
Bayside (NSW)	10-14	1	M	72
Bayside (NSW)	15-19		F	160
Bayside (NSW)	15-19		M	196
Bayside (NSW)	15-19	0	F	3465
Bayside (NSW)	15-19	0	M	3804
Bayside (NSW)	15-19	1	F	70
Bayside (NSW)	15-19	1	M	78
Bayside (NSW)	20-24		F	371
Bayside (NSW)	20-24		M	383
Bayside (NSW)	20-24	0	F	6038
Bayside (NSW)	20-24	0	M	6674
Bayside (NSW)	20-24	1	F	124
Bayside (NSW)	20-24	1	M	127
Bayside (NSW)	25-29		F	519
Bayside (NSW)	25-29		M	548
Bayside (NSW)	25-29	0	F	8445
Bayside (NSW)	25-29	0	M	8458
Bayside (NSW)	25-29	1	F	97
Bayside (NSW)	25-29	1	M	97
Bayside (NSW)	30-34		F	482
Bayside (NSW)	30-34		M	530
Bayside (NSW)	30-34	0	F	8497
Bayside (NSW)	30-34	0	M	8713
Bayside (NSW)	30-34	1	F	82
Bayside (NSW)	30-34	1	M	61
Bayside (NSW)	35-39		F	362
Bayside (NSW)	35-39		M	398
Bayside (NSW)	35-39	0	F	6954
Bayside (NSW)	35-39	0	M	7177
Bayside (NSW)	35-39	1	F	57
Bayside (NSW)	35-39	1	M	52
Bayside (NSW)	40-44		F	256
Bayside (NSW)	40-44		M	303
Bayside (NSW)	40-44	0	F	5370
Bayside (NSW)	40-44	0	M	5539
Bayside (NSW)	40-44	1	F	48
Bayside (NSW)	40-44	1	M	37
Bayside (NSW)	45-49		F	232
Bayside (NSW)	45-49		M	252
Bayside (NSW)	45-49	0	F	5170
Bayside (NSW)	45-49	0	M	4975
Bayside (NSW)	45-49	1	F	67
Bayside (NSW)	45-49	1	M	53
Bayside (NSW)	50-54		F	189
Bayside (NSW)	50-54		M	219
Bayside (NSW)	50-54	0	F	4865
Bayside (NSW)	50-54	0	M	4496
Bayside (NSW)	50-54	1	F	65
Bayside (NSW)	50-54	1	M	52
Bayside (NSW)	55-59		F	217
Bayside (NSW)	55-59		M	212
Bayside (NSW)	55-59	0	F	4480
Bayside (NSW)	55-59	0	M	4347
Bayside (NSW)	55-59	1	F	54
Bayside (NSW)	55-59	1	M	49
Bayside (NSW)	60-64		F	138
Bayside (NSW)	60-64		M	165
Bayside (NSW)	60-64	0	F	4021
Bayside (NSW)	60-64	0	M	3737
Bayside (NSW)	60-64	1	F	35
Bayside (NSW)	60-64	1	M	46
Bayside (NSW)	65+		F	729
Bayside (NSW)	65+		M	604
Bayside (NSW)	65+	0	F	13233
Bayside (NSW)	65+	0	M	11294
Bayside (NSW)	65+	1	F	73
Bayside (NSW)	65+	1	M	58
Bega Valley	0-4		F	57
Bega Valley	0-4		M	43
Bega Valley	0-4	0	F	595
Bega Valley	0-4	0	M	658
Bega Valley	0-4	1	F	85
Bega Valley	0-4	1	M	71
Bega Valley	5-9		F	50
Bega Valley	5-9		M	67
Bega Valley	5-9	0	F	768
Bega Valley	5-9	0	M	804
Bega Valley	5-9	1	F	71
Bega Valley	5-9	1	M	91
Bega Valley	10-14		F	71
Bega Valley	10-14		M	66
Bega Valley	10-14	0	F	848
Bega Valley	10-14	0	M	919
Bega Valley	10-14	1	F	80
Bega Valley	10-14	1	M	74
Bega Valley	15-19		F	62
Bega Valley	15-19		M	69
Bega Valley	15-19	0	F	685
Bega Valley	15-19	0	M	791
Bega Valley	15-19	1	F	86
Bega Valley	15-19	1	M	72
Bega Valley	20-24		F	42
Bega Valley	20-24		M	46
Bega Valley	20-24	0	F	523
Bega Valley	20-24	0	M	581
Bega Valley	20-24	1	F	46
Bega Valley	20-24	1	M	47
Bega Valley	25-29		F	39
Bega Valley	25-29		M	47
Bega Valley	25-29	0	F	628
Bega Valley	25-29	0	M	621
Bega Valley	25-29	1	F	38
Bega Valley	25-29	1	M	48
Bega Valley	30-34		F	60
Bega Valley	30-34		M	60
Bega Valley	30-34	0	F	749
Bega Valley	30-34	0	M	677
Bega Valley	30-34	1	F	29
Bega Valley	30-34	1	M	26
Bega Valley	35-39		F	50
Bega Valley	35-39		M	51
Bega Valley	35-39	0	F	798
Bega Valley	35-39	0	M	730
Bega Valley	35-39	1	F	40
Bega Valley	35-39	1	M	31
Bega Valley	40-44		F	48
Bega Valley	40-44		M	45
Bega Valley	40-44	0	F	814
Bega Valley	40-44	0	M	682
Bega Valley	40-44	1	F	24
Bega Valley	40-44	1	M	28
Bega Valley	45-49		F	66
Bega Valley	45-49		M	76
Bega Valley	45-49	0	F	940
Bega Valley	45-49	0	M	857
Bega Valley	45-49	1	F	34
Bega Valley	45-49	1	M	32
Bega Valley	50-54		F	75
Bega Valley	50-54		M	77
Bega Valley	50-54	0	F	1136
Bega Valley	50-54	0	M	990
Bega Valley	50-54	1	F	28
Bega Valley	50-54	1	M	29
Bega Valley	55-59		F	95
Bega Valley	55-59		M	95
Bega Valley	55-59	0	F	1415
Bega Valley	55-59	0	M	1162
Bega Valley	55-59	1	F	43
Bega Valley	55-59	1	M	45
Bega Valley	60-64		F	101
Bega Valley	60-64		M	88
Bega Valley	60-64	0	F	1701
Bega Valley	60-64	0	M	1529
Bega Valley	60-64	1	F	32
Bega Valley	60-64	1	M	30
Bega Valley	65+		F	338
Bega Valley	65+		M	346
Bega Valley	65+	0	F	4858
Bega Valley	65+	0	M	4762
Bega Valley	65+	1	F	48
Bega Valley	65+	1	M	64
Bellingen	0-4		F	19
Bellingen	0-4		M	16
Bellingen	0-4	0	F	227
Bellingen	0-4	0	M	227
Bellingen	0-4	1	F	28
Bellingen	0-4	1	M	34
Bellingen	5-9		F	31
Bellingen	5-9		M	31
Bellingen	5-9	0	F	297
Bellingen	5-9	0	M	324
Bellingen	5-9	1	F	39
Bellingen	5-9	1	M	32
Bellingen	10-14		F	50
Bellingen	10-14		M	40
Bellingen	10-14	0	F	370
Bellingen	10-14	0	M	398
Bellingen	10-14	1	F	34
Bellingen	10-14	1	M	26
Bellingen	15-19		F	32
Bellingen	15-19		M	29
Bellingen	15-19	0	F	290
Bellingen	15-19	0	M	308
Bellingen	15-19	1	F	26
Bellingen	15-19	1	M	24
Bellingen	20-24		F	8
Bellingen	20-24		M	11
Bellingen	20-24	0	F	159
Bellingen	20-24	0	M	182
Bellingen	20-24	1	F	25
Bellingen	20-24	1	M	19
Bellingen	25-29		F	10
Bellingen	25-29		M	15
Bellingen	25-29	0	F	184
Bellingen	25-29	0	M	177
Bellingen	25-29	1	F	17
Bellingen	25-29	1	M	14
Bellingen	30-34		F	19
Bellingen	30-34		M	27
Bellingen	30-34	0	F	284
Bellingen	30-34	0	M	257
Bellingen	30-34	1	F	13
Bellingen	30-34	1	M	21
Bellingen	35-39		F	23
Bellingen	35-39		M	29
Bellingen	35-39	0	F	303
Bellingen	35-39	0	M	261
Bellingen	35-39	1	F	12
Bellingen	35-39	1	M	10
Bellingen	40-44		F	33
Bellingen	40-44		M	30
Bellingen	40-44	0	F	308
Bellingen	40-44	0	M	268
Bellingen	40-44	1	F	9
Bellingen	40-44	1	M	13
Bellingen	45-49		F	39
Bellingen	45-49		M	40
Bellingen	45-49	0	F	412
Bellingen	45-49	0	M	333
Bellingen	45-49	1	F	21
Bellingen	45-49	1	M	18
Bellingen	50-54		F	35
Bellingen	50-54		M	33
Bellingen	50-54	0	F	452
Bellingen	50-54	0	M	363
Bellingen	50-54	1	F	15
Bellingen	50-54	1	M	11
Bellingen	55-59		F	36
Bellingen	55-59		M	28
Bellingen	55-59	0	F	526
Bellingen	55-59	0	M	438
Bellingen	55-59	1	F	17
Bellingen	55-59	1	M	15
Bellingen	60-64		F	21
Bellingen	60-64		M	34
Bellingen	60-64	0	F	592
Bellingen	60-64	0	M	522
Bellingen	60-64	1	F	13
Bellingen	60-64	1	M	15
Bellingen	65+		F	106
Bellingen	65+		M	103
Bellingen	65+	0	F	1678
Bellingen	65+	0	M	1623
Bellingen	65+	1	F	13
Bellingen	65+	1	M	21
Berrigan	0-4		F	11
Berrigan	0-4		M	20
Berrigan	0-4	0	F	170
Berrigan	0-4	0	M	156
Berrigan	0-4	1	F	9
Berrigan	0-4	1	M	7
Berrigan	5-9		F	26
Berrigan	5-9		M	23
Berrigan	5-9	0	F	188
Berrigan	5-9	0	M	175
Berrigan	5-9	1	F	8
Berrigan	5-9	1	M	20
Berrigan	10-14		F	25
Berrigan	10-14		M	19
Berrigan	10-14	0	F	214
Berrigan	10-14	0	M	207
Berrigan	10-14	1	F	23
Berrigan	10-14	1	M	24
Berrigan	15-19		F	19
Berrigan	15-19		M	19
Berrigan	15-19	0	F	171
Berrigan	15-19	0	M	197
Berrigan	15-19	1	F	17
Berrigan	15-19	1	M	11
Berrigan	20-24		F	10
Berrigan	20-24		M	12
Berrigan	20-24	0	F	119
Berrigan	20-24	0	M	124
Berrigan	20-24	1	F	5
Berrigan	20-24	1	M	3
Berrigan	25-29		F	21
Berrigan	25-29		M	18
Berrigan	25-29	0	F	142
Berrigan	25-29	0	M	158
Berrigan	25-29	1	F	3
Berrigan	25-29	1	M	7
Berrigan	30-34		F	13
Berrigan	30-34		M	15
Berrigan	30-34	0	F	180
Berrigan	30-34	0	M	168
Berrigan	30-34	1	F	3
Berrigan	30-34	1	M	4
Berrigan	35-39		F	13
Berrigan	35-39		M	17
Berrigan	35-39	0	F	177
Berrigan	35-39	0	M	149
Berrigan	35-39	1	F	3
Berrigan	35-39	1	M	7
Berrigan	40-44		F	14
Berrigan	40-44		M	19
Berrigan	40-44	0	F	209
Berrigan	40-44	0	M	172
Berrigan	40-44	1	F	13
Berrigan	40-44	1	M	3
Berrigan	45-49		F	24
Berrigan	45-49		M	20
Berrigan	45-49	0	F	212
Berrigan	45-49	0	M	212
Berrigan	45-49	1	F	10
Berrigan	45-49	1	M	11
Berrigan	50-54		F	33
Berrigan	50-54		M	19
Berrigan	50-54	0	F	203
Berrigan	50-54	0	M	223
Berrigan	50-54	1	F	8
Berrigan	50-54	1	M	3
Berrigan	55-59		F	25
Berrigan	55-59		M	19
Berrigan	55-59	0	F	249
Berrigan	55-59	0	M	226
Berrigan	55-59	1	F	9
Berrigan	55-59	1	M	7
Berrigan	60-64		F	30
Berrigan	60-64		M	38
Berrigan	60-64	0	F	358
Berrigan	60-64	0	M	315
Berrigan	60-64	1	F	6
Berrigan	65+		F	120
Berrigan	65+		M	127
Berrigan	65+	0	F	1274
Berrigan	65+	0	M	1278
Berrigan	65+	1	F	12
Berrigan	65+	1	M	16
Blacktown	0-4		F	691
Blacktown	0-4		M	728
Blacktown	0-4	0	F	13122
Blacktown	0-4	0	M	13901
Blacktown	0-4	1	F	725
Blacktown	0-4	1	M	740
Blacktown	5-9		F	794
Blacktown	5-9		M	814
Blacktown	5-9	0	F	13930
Blacktown	5-9	0	M	14432
Blacktown	5-9	1	F	680
Blacktown	5-9	1	M	741
Blacktown	10-14		F	750
Blacktown	10-14		M	779
Blacktown	10-14	0	F	12552
Blacktown	10-14	0	M	13384
Blacktown	10-14	1	F	660
Blacktown	10-14	1	M	699
Blacktown	15-19		F	551
Blacktown	15-19		M	631
Blacktown	15-19	0	F	10561
Blacktown	15-19	0	M	11411
Blacktown	15-19	1	F	620
Blacktown	15-19	1	M	601
Blacktown	20-24		F	663
Blacktown	20-24		M	782
Blacktown	20-24	0	F	11413
Blacktown	20-24	0	M	12527
Blacktown	20-24	1	F	500
Blacktown	20-24	1	M	547
Blacktown	25-29		F	817
Blacktown	25-29		M	867
Blacktown	25-29	0	F	12493
Blacktown	25-29	0	M	12620
Blacktown	25-29	1	F	483
Blacktown	25-29	1	M	519
Blacktown	30-34		F	814
Blacktown	30-34		M	806
Blacktown	30-34	0	F	15474
Blacktown	30-34	0	M	13597
Blacktown	30-34	1	F	421
Blacktown	30-34	1	M	343
Blacktown	35-39		F	897
Blacktown	35-39		M	854
Blacktown	35-39	0	F	17338
Blacktown	35-39	0	M	16740
Blacktown	35-39	1	F	331
Blacktown	35-39	1	M	276
Blacktown	40-44		F	691
Blacktown	40-44		M	675
Blacktown	40-44	0	F	14025
Blacktown	40-44	0	M	15038
Blacktown	40-44	1	F	276
Blacktown	40-44	1	M	249
Blacktown	45-49		F	543
Blacktown	45-49		M	609
Blacktown	45-49	0	F	11610
Blacktown	45-49	0	M	12101
Blacktown	45-49	1	F	290
Blacktown	45-49	1	M	243
Blacktown	50-54		F	449
Blacktown	50-54		M	475
Blacktown	50-54	0	F	10445
Blacktown	50-54	0	M	10209
Blacktown	50-54	1	F	320
Blacktown	50-54	1	M	259
Blacktown	55-59		F	352
Blacktown	55-59		M	406
Blacktown	55-59	0	F	9579
Blacktown	55-59	0	M	9410
Blacktown	55-59	1	F	217
Blacktown	55-59	1	M	187
Blacktown	60-64		F	369
Blacktown	60-64		M	367
Blacktown	60-64	0	F	8611
Blacktown	60-64	0	M	8067
Blacktown	60-64	1	F	169
Blacktown	60-64	1	M	139
Blacktown	65+		F	1185
Blacktown	65+		M	923
Blacktown	65+	0	F	22165
Blacktown	65+	0	M	18927
Blacktown	65+	1	F	322
Blacktown	65+	1	M	240
Bland	0-4		F	15
Bland	0-4		M	17
Bland	0-4	0	F	130
Bland	0-4	0	M	149
Bland	0-4	1	F	21
Bland	0-4	1	M	21
Bland	5-9		F	23
Bland	5-9		M	13
Bland	5-9	0	F	140
Bland	5-9	0	M	135
Bland	5-9	1	F	20
Bland	5-9	1	M	19
Bland	10-14		F	18
Bland	10-14		M	14
Bland	10-14	0	F	136
Bland	10-14	0	M	159
Bland	10-14	1	F	28
Bland	10-14	1	M	28
Bland	15-19		F	5
Bland	15-19		M	9
Bland	15-19	0	F	131
Bland	15-19	0	M	112
Bland	15-19	1	F	11
Bland	15-19	1	M	18
Bland	20-24		F	10
Bland	20-24		M	8
Bland	20-24	0	F	110
Bland	20-24	0	M	106
Bland	20-24	1	F	5
Bland	20-24	1	M	10
Bland	25-29		F	6
Bland	25-29		M	22
Bland	25-29	0	F	123
Bland	25-29	0	M	128
Bland	25-29	1	F	14
Bland	25-29	1	M	19
Bland	30-34		F	11
Bland	30-34		M	9
Bland	30-34	0	F	116
Bland	30-34	0	M	122
Bland	30-34	1	F	11
Bland	30-34	1	M	4
Bland	35-39		F	16
