LGA_NAME16	MaxSchoolingCompleted	Sex	persons
Byron	Year 11	M	978
Byron	Year 12	F	9874
Byron	Year 12	M	8288
Cabonne	Did not go to school	F	12
Cabonne	Did not go to school	M	20
Cabonne	Year 8	F	227
Cabonne	Year 8	M	303
Cabonne	Year 9	F	399
Cabonne	Year 9	M	497
Cabonne	Year 10	F	1493
Cabonne	Year 10	M	1783
Cabonne	Year 11	F	396
Cabonne	Year 11	M	360
Cabonne	Year 12	F	2537
Cabonne	Year 12	M	1971
Camden	Did not go to school	F	357
Camden	Did not go to school	M	309
Camden	Year 8	F	1324
Camden	Year 8	M	1282
Camden	Year 9	F	2555
Camden	Year 9	M	2601
Camden	Year 10	F	10417
Camden	Year 10	M	11551
Camden	Year 11	F	2889
Camden	Year 11	M	3193
Camden	Year 12	F	26730
Camden	Year 12	M	22583
Campbelltown (NSW)	Did not go to school	F	903
Campbelltown (NSW)	Did not go to school	M	639
Campbelltown (NSW)	Year 8	F	2785
Campbelltown (NSW)	Year 8	M	2490
Campbelltown (NSW)	Year 9	F	4525
Campbelltown (NSW)	Year 9	M	4297
Campbelltown (NSW)	Year 10	F	15192
Campbelltown (NSW)	Year 10	M	15016
Campbelltown (NSW)	Year 11	F	4273
Campbelltown (NSW)	Year 11	M	4599
Campbelltown (NSW)	Year 12	F	38321
Campbelltown (NSW)	Year 12	M	35368
Canada Bay	Did not go to school	F	460
Canada Bay	Did not go to school	M	313
Canada Bay	Year 8	F	1395
Canada Bay	Year 8	M	1053
Canada Bay	Year 9	F	1199
Canada Bay	Year 9	M	1065
Canada Bay	Year 10	F	4827
Canada Bay	Year 10	M	4024
Canada Bay	Year 11	F	1361
Canada Bay	Year 11	M	1507
Canada Bay	Year 12	F	28115
Canada Bay	Year 12	M	26007
Canterbury-Bankstown	Did not go to school	F	5167
Canterbury-Bankstown	Did not go to school	M	4007
Canterbury-Bankstown	Year 8	F	9454
Canterbury-Bankstown	Year 8	M	8208
Canterbury-Bankstown	Year 9	F	6549
Canterbury-Bankstown	Year 9	M	6594
Canterbury-Bankstown	Year 10	F	21350
Canterbury-Bankstown	Year 10	M	22482
Canterbury-Bankstown	Year 11	F	6594
Canterbury-Bankstown	Year 11	M	7362
Canterbury-Bankstown	Year 12	F	88935
Canterbury-Bankstown	Year 12	M	87257
Carrathool	Did not go to school	F	3
Carrathool	Did not go to school	M	20
Carrathool	Year 8	F	40
Carrathool	Year 8	M	74
Carrathool	Year 9	F	90
Carrathool	Year 9	M	120
Carrathool	Year 10	F	239
Carrathool	Year 10	M	379
Carrathool	Year 11	F	84
Carrathool	Year 11	M	98
Carrathool	Year 12	F	468
Carrathool	Year 12	M	388
Central Coast (NSW)	Did not go to school	F	494
Central Coast (NSW)	Did not go to school	M	552
Central Coast (NSW)	Year 8	F	5361
Central Coast (NSW)	Year 8	M	5140
Central Coast (NSW)	Year 9	F	11688
Central Coast (NSW)	Year 9	M	10572
Central Coast (NSW)	Year 10	F	42625
Central Coast (NSW)	Year 10	M	40140
Central Coast (NSW)	Year 11	F	9756
Central Coast (NSW)	Year 11	M	10407
Central Coast (NSW)	Year 12	F	68964
Central Coast (NSW)	Year 12	M	60559
Central Darling	Did not go to school	F	3
Central Darling	Did not go to school	M	5
Central Darling	Year 8	F	44
Central Darling	Year 8	M	91
Central Darling	Year 9	F	105
Central Darling	Year 9	M	87
Central Darling	Year 10	F	157
Central Darling	Year 10	M	173
Central Darling	Year 11	F	52
Central Darling	Year 11	M	54
Central Darling	Year 12	F	178
Central Darling	Year 12	M	143
Cessnock	Did not go to school	F	81
Cessnock	Did not go to school	M	100
Cessnock	Year 8	F	1211
Cessnock	Year 8	M	1295
Cessnock	Year 9	F	2706
Cessnock	Year 9	M	2535
Cessnock	Year 10	F	8419
Cessnock	Year 10	M	9037
Cessnock	Year 11	F	2112
Cessnock	Year 11	M	2076
Cessnock	Year 12	F	9308
Cessnock	Year 12	M	7409
Clarence Valley	Did not go to school	F	68
Clarence Valley	Did not go to school	M	72
Clarence Valley	Year 8	F	1019
Clarence Valley	Year 8	M	1313
Clarence Valley	Year 9	F	2147
Clarence Valley	Year 9	M	2235
Clarence Valley	Year 10	F	7612
Clarence Valley	Year 10	M	7418
Clarence Valley	Year 11	F	1645
Clarence Valley	Year 11	M	1700
Clarence Valley	Year 12	F	8346
Clarence Valley	Year 12	M	7012
Cobar	Did not go to school	F	4
Cobar	Did not go to school	M	5
Cobar	Year 8	F	85
Cobar	Year 8	M	117
Cobar	Year 9	F	111
Cobar	Year 9	M	135
Cobar	Year 10	F	405
Cobar	Year 10	M	533
Cobar	Year 11	F	131
Cobar	Year 11	M	149
Cobar	Year 12	F	585
Cobar	Year 12	M	432
Coffs Harbour	Did not go to school	F	290
Coffs Harbour	Did not go to school	M	232
Coffs Harbour	Year 8	F	1345
Coffs Harbour	Year 8	M	1489
Coffs Harbour	Year 9	F	2596
Coffs Harbour	Year 9	M	2454
Coffs Harbour	Year 10	F	9306
Coffs Harbour	Year 10	M	8953
Coffs Harbour	Year 11	F	2498
Coffs Harbour	Year 11	M	2504
Coffs Harbour	Year 12	F	15358
Coffs Harbour	Year 12	M	13010
Coolamon	Did not go to school	F	6
Coolamon	Did not go to school	M	4
Coolamon	Year 8	F	72
Coolamon	Year 8	M	113
Coolamon	Year 9	F	176
Coolamon	Year 9	M	187
Coolamon	Year 10	F	592
Coolamon	Year 10	M	643
Coolamon	Year 11	F	145
Coolamon	Year 11	M	143
Coolamon	Year 12	F	670
Coolamon	Year 12	M	496
Coonamble	Did not go to school	F	12
Coonamble	Did not go to school	M	18
Coonamble	Year 8	F	71
Coonamble	Year 8	M	134
Coonamble	Year 9	F	126
Coonamble	Year 9	M	145
Coonamble	Year 10	F	385
Coonamble	Year 10	M	421
Coonamble	Year 11	F	109
Coonamble	Year 11	M	113
Coonamble	Year 12	F	564
Coonamble	Year 12	M	362
Cootamundra-Gundagai Regional	Did not go to school	F	24
Cootamundra-Gundagai Regional	Did not go to school	M	16
Cootamundra-Gundagai Regional	Year 8	F	275
Cootamundra-Gundagai Regional	Year 8	M	304
Cootamundra-Gundagai Regional	Year 9	F	437
Cootamundra-Gundagai Regional	Year 9	M	471
Cootamundra-Gundagai Regional	Year 10	F	1500
Cootamundra-Gundagai Regional	Year 10	M	1597
Cootamundra-Gundagai Regional	Year 11	F	364
Cootamundra-Gundagai Regional	Year 11	M	366
Cootamundra-Gundagai Regional	Year 12	F	1755
Cootamundra-Gundagai Regional	Year 12	M	1415
Cowra	Did not go to school	F	15
Cowra	Did not go to school	M	18
Cowra	Year 8	F	263
Cowra	Year 8	M	395
Cowra	Year 9	F	513
Cowra	Year 9	M	544
Cowra	Year 10	F	1778
Cowra	Year 10	M	1902
Cowra	Year 11	F	360
Cowra	Year 11	M	321
Cowra	Year 12	F	1918
Cowra	Year 12	M	1506
Cumberland	Did not go to school	F	3752
Cumberland	Did not go to school	M	3439
Cumberland	Year 8	F	5275
Cumberland	Year 8	M	5194
Cumberland	Year 9	F	3724
Cumberland	Year 9	M	4134
Cumberland	Year 10	F	11542
Cumberland	Year 10	M	12703
Cumberland	Year 11	F	3678
Cumberland	Year 11	M	4292
Cumberland	Year 12	F	55835
Cumberland	Year 12	M	58932
Dubbo Regional	Did not go to school	F	60
Dubbo Regional	Did not go to school	M	85
Dubbo Regional	Year 8	F	936
Dubbo Regional	Year 8	M	1085
Dubbo Regional	Year 9	F	1452
Dubbo Regional	Year 9	M	1625
Dubbo Regional	Year 10	F	5854
Dubbo Regional	Year 10	M	6204
Dubbo Regional	Year 11	F	1572
Dubbo Regional	Year 11	M	1417
Dubbo Regional	Year 12	F	10120
Dubbo Regional	Year 12	M	8014
Dungog	Did not go to school	F	9
Dungog	Did not go to school	M	14
Dungog	Year 8	F	135
Dungog	Year 8	M	200
Dungog	Year 9	F	326
Dungog	Year 9	M	364
Dungog	Year 10	F	1283
Dungog	Year 10	M	1538
Dungog	Year 11	F	295
Dungog	Year 11	M	264
Dungog	Year 12	F	1636
Dungog	Year 12	M	1270
Edward River	Did not go to school	F	10
Edward River	Did not go to school	M	20
Edward River	Year 8	F	204
Edward River	Year 8	M	249
Edward River	Year 9	F	308
Edward River	Year 9	M	375
Edward River	Year 10	F	890
Edward River	Year 10	M	949
Edward River	Year 11	F	383
Edward River	Year 11	M	397
Edward River	Year 12	F	1425
Edward River	Year 12	M	1018
Eurobodalla	Did not go to school	F	47
Eurobodalla	Did not go to school	M	56
Eurobodalla	Year 8	F	735
Eurobodalla	Year 8	M	811
Eurobodalla	Year 9	F	1439
Eurobodalla	Year 9	M	1434
Eurobodalla	Year 10	F	5184
Eurobodalla	Year 10	M	5030
Eurobodalla	Year 11	F	1298
Eurobodalla	Year 11	M	1368
Eurobodalla	Year 12	F	7657
Eurobodalla	Year 12	M	6736
Fairfield	Did not go to school	F	8066
Fairfield	Did not go to school	M	5468
Fairfield	Year 8	F	9030
Fairfield	Year 8	M	7374
Fairfield	Year 9	F	5222
Fairfield	Year 9	M	4935
Fairfield	Year 10	F	11933
Fairfield	Year 10	M	12810
Fairfield	Year 11	F	4223
Fairfield	Year 11	M	4936
Fairfield	Year 12	F	42920
Fairfield	Year 12	M	42090
Federation	Did not go to school	F	15
Federation	Did not go to school	M	27
Federation	Year 8	F	309
Federation	Year 8	M	351
Federation	Year 9	F	517
Federation	Year 9	M	578
Federation	Year 10	F	1437
Federation	Year 10	M	1679
Federation	Year 11	F	726
Federation	Year 11	M	754
Federation	Year 12	F	2028
Federation	Year 12	M	1491
Forbes	Did not go to school	F	9
Forbes	Did not go to school	M	19
Forbes	Year 8	F	171
Forbes	Year 8	M	266
Forbes	Year 9	F	294
Forbes	Year 9	M	356
Forbes	Year 10	F	1111
Forbes	Year 10	M	1193
Forbes	Year 11	F	276
Forbes	Year 11	M	297
Forbes	Year 12	F	1526
Forbes	Year 12	M	1191
Georges River	Did not go to school	F	1155
Georges River	Did not go to school	M	768
Georges River	Year 8	F	2770
Georges River	Year 8	M	2085
Georges River	Year 9	F	2524
Georges River	Year 9	M	2200
Georges River	Year 10	F	8441
Georges River	Year 10	M	7980
Georges River	Year 11	F	2488
Georges River	Year 11	M	2682
Georges River	Year 12	F	44451
Georges River	Year 12	M	43406
Gilgandra	Did not go to school	F	6
Gilgandra	Did not go to school	M	7
Gilgandra	Year 8	F	91
Gilgandra	Year 8	M	139
Gilgandra	Year 9	F	177
Gilgandra	Year 9	M	216
Gilgandra	Year 10	F	516
Gilgandra	Year 10	M	562
Gilgandra	Year 11	F	123
Gilgandra	Year 11	M	113
Gilgandra	Year 12	F	627
Gilgandra	Year 12	M	429
Glen Innes Severn	Did not go to school	F	13
Glen Innes Severn	Did not go to school	M	21
Glen Innes Severn	Year 8	F	224
Glen Innes Severn	Year 8	M	274
Glen Innes Severn	Year 9	F	300
Glen Innes Severn	Year 9	M	336
Glen Innes Severn	Year 10	F	1223
Glen Innes Severn	Year 10	M	1230
Glen Innes Severn	Year 11	F	261
Glen Innes Severn	Year 11	M	217
Glen Innes Severn	Year 12	F	1396
Glen Innes Severn	Year 12	M	1081
Goulburn Mulwaree	Did not go to school	F	60
Goulburn Mulwaree	Did not go to school	M	63
Goulburn Mulwaree	Year 8	F	597
Goulburn Mulwaree	Year 8	M	697
Goulburn Mulwaree	Year 9	F	1059
Goulburn Mulwaree	Year 9	M	1148
Goulburn Mulwaree	Year 10	F	3833
Goulburn Mulwaree	Year 10	M	4015
Goulburn Mulwaree	Year 11	F	896
Goulburn Mulwaree	Year 11	M	909
Goulburn Mulwaree	Year 12	F	5637
Goulburn Mulwaree	Year 12	M	4828
Greater Hume Shire	Did not go to school	F	5
Greater Hume Shire	Did not go to school	M	7
Greater Hume Shire	Year 8	F	163
Greater Hume Shire	Year 8	M	296
Greater Hume Shire	Year 9	F	325
Greater Hume Shire	Year 9	M	463
Greater Hume Shire	Year 10	F	1136
Greater Hume Shire	Year 10	M	1411
Greater Hume Shire	Year 11	F	471
Greater Hume Shire	Year 11	M	484
Greater Hume Shire	Year 12	F	1886
Greater Hume Shire	Year 12	M	1380
Griffith	Did not go to school	F	167
Griffith	Did not go to school	M	150
Griffith	Year 8	F	723
Griffith	Year 8	M	722
Griffith	Year 9	F	750
Griffith	Year 9	M	743
Griffith	Year 10	F	2838
Griffith	Year 10	M	3233
Griffith	Year 11	F	767
Griffith	Year 11	M	812
Griffith	Year 12	F	4694
Griffith	Year 12	M	4184
Gunnedah	Did not go to school	F	16
Gunnedah	Did not go to school	M	20
Gunnedah	Year 8	F	211
Gunnedah	Year 8	M	314
Gunnedah	Year 9	F	437
Gunnedah	Year 9	M	492
Gunnedah	Year 10	F	1514
Gunnedah	Year 10	M	1690
Gunnedah	Year 11	F	377
Gunnedah	Year 11	M	330
Gunnedah	Year 12	F	2045
Gunnedah	Year 12	M	1571
Gwydir	Did not go to school	F	8
Gwydir	Did not go to school	M	11
Gwydir	Year 8	F	138
Gwydir	Year 8	M	189
Gwydir	Year 9	F	176
Gwydir	Year 9	M	219
Gwydir	Year 10	F	644
Gwydir	Year 10	M	676
Gwydir	Year 11	F	132
Gwydir	Year 11	M	125
Gwydir	Year 12	F	741
Gwydir	Year 12	M	571
Hawkesbury	Did not go to school	F	106
Hawkesbury	Did not go to school	M	107
Hawkesbury	Year 8	F	909
Hawkesbury	Year 8	M	1098
Hawkesbury	Year 9	F	2023
Hawkesbury	Year 9	M	2231
Hawkesbury	Year 10	F	8005
Hawkesbury	Year 10	M	9404
Hawkesbury	Year 11	F	1922
Hawkesbury	Year 11	M	2022
Hawkesbury	Year 12	F	13127
Hawkesbury	Year 12	M	10419
Hay	Did not go to school	F	5
Hay	Did not go to school	M	7
Hay	Year 8	F	68
Hay	Year 8	M	93
Hay	Year 9	F	101
Hay	Year 9	M	140
Hay	Year 10	F	297
Hay	Year 10	M	314
Hay	Year 11	F	116
Hay	Year 11	M	110
Hay	Year 12	F	465
Hay	Year 12	M	372
Hilltops	Did not go to school	F	43
Hilltops	Did not go to school	M	39
Hilltops	Year 8	F	360
Hilltops	Year 8	M	521
Hilltops	Year 9	F	721
Hilltops	Year 9	M	732
Hilltops	Year 10	F	2401
Hilltops	Year 10	M	2619
Hilltops	Year 11	F	664
Hilltops	Year 11	M	557
Hilltops	Year 12	F	3135
Hilltops	Year 12	M	2381
Hornsby	Did not go to school	F	454
Hornsby	Did not go to school	M	362
Hornsby	Year 8	F	1157
Hornsby	Year 8	M	982
Hornsby	Year 9	F	2275
Hornsby	Year 9	M	2086
Hornsby	Year 10	F	8311
Hornsby	Year 10	M	7352
Hornsby	Year 11	F	2747
Hornsby	Year 11	M	2857
Hornsby	Year 12	F	46160
Hornsby	Year 12	M	43626
Hunters Hill	Did not go to school	F	16
Hunters Hill	Did not go to school	M	15
Hunters Hill	Year 8	F	132
Hunters Hill	Year 8	M	114
Hunters Hill	Year 9	F	192
Hunters Hill	Year 9	M	170
Hunters Hill	Year 10	F	698
Hunters Hill	Year 10	M	518
Hunters Hill	Year 11	F	227
Hunters Hill	Year 11	M	255
Hunters Hill	Year 12	F	4118
Hunters Hill	Year 12	M	3954
Inner West	Did not go to school	F	1171
Inner West	Did not go to school	M	791
Inner West	Year 8	F	2933
Inner West	Year 8	M	2247
Inner West	Year 9	F	1839
Inner West	Year 9	M	1887
Inner West	Year 10	F	6990
Inner West	Year 10	M	7076
Inner West	Year 11	F	2633
Inner West	Year 11	M	3172
Inner West	Year 12	F	61003
Inner West	Year 12	M	56111
Inverell	Did not go to school	F	29
Inverell	Did not go to school	M	39
Inverell	Year 8	F	409
Inverell	Year 8	M	537
Inverell	Year 9	F	706
Inverell	Year 9	M	746
Inverell	Year 10	F	2186
Inverell	Year 10	M	2224
Inverell	Year 11	F	521
Inverell	Year 11	M	523
Inverell	Year 12	F	2785
Inverell	Year 12	M	2152
Junee	Did not go to school	F	9
Junee	Did not go to school	M	13
Junee	Year 8	F	122
Junee	Year 8	M	128
Junee	Year 9	F	223
Junee	Year 9	M	263
Junee	Year 10	F	688
Junee	Year 10	M	792
Junee	Year 11	F	156
Junee	Year 11	M	203
Junee	Year 12	F	885
Junee	Year 12	M	711
Kempsey	Did not go to school	F	28
Kempsey	Did not go to school	M	54
Kempsey	Year 8	F	739
Kempsey	Year 8	M	830
Kempsey	Year 9	F	1353
Kempsey	Year 9	M	1435
Kempsey	Year 10	F	4137
Kempsey	Year 10	M	4118
Kempsey	Year 11	F	873
Kempsey	Year 11	M	927
Kempsey	Year 12	F	4340
Kempsey	Year 12	M	3639
Kiama	Did not go to school	F	17
Kiama	Did not go to school	M	16
Kiama	Year 8	F	235
Kiama	Year 8	M	256
Kiama	Year 9	F	620
Kiama	Year 9	M	553
Kiama	Year 10	F	2575
Kiama	Year 10	M	2382
Kiama	Year 11	F	569
Kiama	Year 11	M	621
Kiama	Year 12	F	5511
Kiama	Year 12	M	4914
Ku-ring-gai	Did not go to school	F	256
Ku-ring-gai	Did not go to school	M	152
Ku-ring-gai	Year 8	F	711
Ku-ring-gai	Year 8	M	603
Ku-ring-gai	Year 9	F	1525
Ku-ring-gai	Year 9	M	1313
Ku-ring-gai	Year 10	F	4595
Ku-ring-gai	Year 10	M	3247
Ku-ring-gai	Year 11	F	2253
Ku-ring-gai	Year 11	M	1942
Ku-ring-gai	Year 12	F	41490
Ku-ring-gai	Year 12	M	38785
Kyogle	Did not go to school	F	7
Kyogle	Did not go to school	M	14
Kyogle	Year 8	F	165
Kyogle	Year 8	M	248
Kyogle	Year 9	F	357
Kyogle	Year 9	M	371
Kyogle	Year 10	F	1202
Kyogle	Year 10	M	1314
Kyogle	Year 11	F	295
Kyogle	Year 11	M	299
Kyogle	Year 12	F	1540
Kyogle	Year 12	M	1258
Lachlan	Did not go to school	F	9
Lachlan	Did not go to school	M	21
Lachlan	Year 8	F	88
Lachlan	Year 8	M	176
Lachlan	Year 9	F	200
Lachlan	Year 9	M	223
Lachlan	Year 10	F	650
Lachlan	Year 10	M	793
Lachlan	Year 11	F	195
Lachlan	Year 11	M	134
Lachlan	Year 12	F	955
Lachlan	Year 12	M	717
Lake Macquarie	Did not go to school	F	274
Lake Macquarie	Did not go to school	M	295
Lake Macquarie	Year 8	F	3339
Lake Macquarie	Year 8	M	3295
Lake Macquarie	Year 9	F	8066
Lake Macquarie	Year 9	M	7326
Lake Macquarie	Year 10	F	27526
Lake Macquarie	Year 10	M	27031
Lake Macquarie	Year 11	F	5970
Lake Macquarie	Year 11	M	6770
Lake Macquarie	Year 12	F	41005
Lake Macquarie	Year 12	M	35498
Lane Cove	Did not go to school	F	72
Lane Cove	Did not go to school	M	49
Lane Cove	Year 8	F	179
Lane Cove	Year 8	M	168
Lane Cove	Year 9	F	324
Lane Cove	Year 9	M	308
Lane Cove	Year 10	F	1278
Lane Cove	Year 10	M	1027
Lane Cove	Year 11	F	585
Lane Cove	Year 11	M	596
Lane Cove	Year 12	F	13495
Lane Cove	Year 12	M	12856
Leeton	Did not go to school	F	38
Leeton	Did not go to school	M	33
Leeton	Year 8	F	213
Leeton	Year 8	M	309
Leeton	Year 9	F	407
Leeton	Year 9	M	454
Leeton	Year 10	F	1475
Leeton	Year 10	M	1568
Leeton	Year 11	F	361
Leeton	Year 11	M	350
Leeton	Year 12	F	1670
Leeton	Year 12	M	1292
Lismore	Did not go to school	F	62
Lismore	Did not go to school	M	50
Lismore	Year 8	F	672
Lismore	Year 8	M	792
Lismore	Year 9	F	1269
Lismore	Year 9	M	1411
Lismore	Year 10	F	5129
Lismore	Year 10	M	4991
Lismore	Year 11	F	1317
Lismore	Year 11	M	1326
Lismore	Year 12	F	8952
Lismore	Year 12	M	7802
Lithgow	Did not go to school	F	17
Lithgow	Did not go to school	M	33
Lithgow	Year 8	F	421
Lithgow	Year 8	M	461
Lithgow	Year 9	F	897
Lithgow	Year 9	M	810
Lithgow	Year 10	F	2705
Lithgow	Year 10	M	3137
Lithgow	Year 11	F	617
Lithgow	Year 11	M	669
Lithgow	Year 12	F	3289
Lithgow	Year 12	M	2630
Liverpool	Did not go to school	F	3283
Liverpool	Did not go to school	M	2382
Liverpool	Year 8	F	5326
Liverpool	Year 8	M	4394
Liverpool	Year 9	F	4436
Liverpool	Year 9	M	4510
Liverpool	Year 10	F	14153
Liverpool	Year 10	M	15704
Liverpool	Year 11	F	4832
Liverpool	Year 11	M	5529
Liverpool	Year 12	F	53925
Liverpool	Year 12	M	50667
Liverpool Plains	Did not go to school	F	6
Liverpool Plains	Did not go to school	M	11
Liverpool Plains	Year 8	F	146
Liverpool Plains	Year 8	M	232
Liverpool Plains	Year 9	F	273
Liverpool Plains	Year 9	M	331
