LGA_NAME21	PrivateDwelling	Sex	persons
Latrobe (Tas.)	0	F	403
Latrobe (Tas.)	0	M	375
Latrobe (Tas.)	1	F	5837
Latrobe (Tas.)	1	M	5448
Launceston	0	F	2812
Launceston	0	M	2897
Launceston	1	F	33190
Launceston	1	M	31296
Meander Valley	0	F	568
Meander Valley	0	M	510
Meander Valley	1	F	9893
Meander Valley	1	M	9453
Northern Midlands	0	F	380
Northern Midlands	0	M	389
Northern Midlands	1	F	6467
Northern Midlands	1	M	6274
Sorell	0	F	493
Sorell	0	M	449
Sorell	1	F	7858
Sorell	1	M	7601
Southern Midlands	0	F	224
Southern Midlands	0	M	243
Southern Midlands	1	F	2978
Southern Midlands	1	M	3155
Tasman	0	F	157
Tasman	0	M	183
Tasman	1	F	1079
Tasman	1	M	1140
Waratah-Wynyard	0	F	466
Waratah-Wynyard	0	M	545
Waratah-Wynyard	1	F	6800
Waratah-Wynyard	1	M	6343
West Coast	0	F	316
West Coast	0	M	512
West Coast	1	F	1792
West Coast	1	M	1923
West Tamar	0	F	654
West Tamar	0	M	579
West Tamar	1	F	11916
West Tamar	1	M	11526
Migratory - Offshore - Shipping (Tas.)	0	F	72
Migratory - Offshore - Shipping (Tas.)	0	M	294
Alice Springs	0	F	3009
Alice Springs	0	M	2811
Alice Springs	1	F	11854
Alice Springs	1	M	11259
Barkly	0	F	935
Barkly	0	M	1197
Barkly	1	F	2814
Barkly	1	M	2684
Belyuen	0	M	3
Belyuen	1	F	72
Belyuen	1	M	71
Central Desert	0	F	442
Central Desert	0	M	1008
Central Desert	1	F	1650
Central Desert	1	M	1519
Coomalie	0	F	567
Coomalie	0	M	628
Coomalie	1	F	473
Coomalie	1	M	483
Darwin	0	F	7336
Darwin	0	M	7964
Darwin	1	F	37057
Darwin	1	M	35891
Darwin Waterfront Precinct	0	F	189
Darwin Waterfront Precinct	0	M	197
Darwin Waterfront Precinct	1	F	112
Darwin Waterfront Precinct	1	M	141
East Arnhem	0	F	370
East Arnhem	0	M	948
East Arnhem	1	F	4200
East Arnhem	1	M	4083
Katherine	0	F	1745
Katherine	0	M	2005
Katherine	1	F	3998
Katherine	1	M	4001
Litchfield	0	F	3528
Litchfield	0	M	5307
Litchfield	1	F	8861
Litchfield	1	M	9116
MacDonnell	0	F	845
MacDonnell	0	M	1383
MacDonnell	1	F	2457
MacDonnell	1	M	2315
Palmerston	0	F	1490
Palmerston	0	M	1671
Palmerston	1	F	17257
Palmerston	1	M	16476
Roper Gulf	0	F	1767
Roper Gulf	0	M	2511
Roper Gulf	1	F	2880
Roper Gulf	1	M	2767
Tiwi Islands	0	F	132
Tiwi Islands	0	M	153
Tiwi Islands	1	F	1064
Tiwi Islands	1	M	1035
Victoria Daly	0	F	639
Victoria Daly	0	M	803
Victoria Daly	1	F	1153
Victoria Daly	1	M	1150
Wagait	0	F	22
Wagait	0	M	27
Wagait	1	F	182
Wagait	1	M	182
West Arnhem	0	F	1038
West Arnhem	0	M	1165
West Arnhem	1	F	2904
West Arnhem	1	M	2978
West Daly	0	F	108
West Daly	0	M	109
West Daly	1	F	1381
West Daly	1	M	1399
Unincorporated NT	0	F	1709
Unincorporated NT	0	M	2026
Unincorporated NT	1	F	2459
Unincorporated NT	1	M	2685
Migratory - Offshore - Shipping (NT)	0	F	65
Migratory - Offshore - Shipping (NT)	0	M	407
Migratory - Offshore - Shipping (NT)	1	M	8
Unincorporated ACT	0	F	13671
Unincorporated ACT	0	M	14221
Unincorporated ACT	1	F	215447
Unincorporated ACT	1	M	208970
Unincorp. Other Territories	0	F	273
Unincorp. Other Territories	0	M	347
Unincorp. Other Territories	1	F	1108
Unincorp. Other Territories	1	M	1003
