LGA_NAME21	PrivateDwelling	Sex	persons
Lake Macquarie	1	M	98613
Lane Cove	0	F	825
Lane Cove	0	M	713
Lane Cove	1	F	19066
Lane Cove	1	M	18286
Leeton	0	F	772
Leeton	0	M	737
Leeton	1	F	4984
Leeton	1	M	4912
Lismore	0	F	2091
Lismore	0	M	1980
Lismore	1	F	20706
Lismore	1	M	19921
Lithgow	0	F	792
Lithgow	0	M	1283
Lithgow	1	F	9531
Lithgow	1	M	9307
Liverpool	0	F	6866
Liverpool	0	M	7584
Liverpool	1	F	110537
Liverpool	1	M	108680
Liverpool Plains	0	F	436
Liverpool Plains	0	M	489
Liverpool Plains	1	F	3339
Liverpool Plains	1	M	3322
Lockhart	0	F	156
Lockhart	0	M	140
Lockhart	1	F	1502
Lockhart	1	M	1475
Maitland	0	F	1845
Maitland	0	M	1699
Maitland	1	F	44361
Maitland	1	M	41794
Mid-Coast	0	F	4514
Mid-Coast	0	M	4284
Mid-Coast	1	F	45543
Mid-Coast	1	M	43068
Mid-Western Regional	0	F	1125
Mid-Western Regional	0	M	1384
Mid-Western Regional	1	F	11726
Mid-Western Regional	1	M	11816
Moree Plains	0	F	1549
Moree Plains	0	M	1680
Moree Plains	1	F	5023
Moree Plains	1	M	5034
Mosman	0	F	598
Mosman	0	M	526
Mosman	1	F	14293
Mosman	1	M	12172
Murray River	0	F	545
Murray River	0	M	603
Murray River	1	F	5775
Murray River	1	M	5672
Murrumbidgee	0	F	163
Murrumbidgee	0	M	200
Murrumbidgee	1	F	1413
Murrumbidgee	1	M	1526
Muswellbrook	0	F	597
Muswellbrook	0	M	1075
Muswellbrook	1	F	7379
Muswellbrook	1	M	7513
Nambucca Valley	0	F	1067
Nambucca Valley	0	M	1040
Nambucca Valley	1	F	9570
Nambucca Valley	1	M	9075
Narrabri	0	F	823
Narrabri	0	M	1149
Narrabri	1	F	5584
Narrabri	1	M	5576
Narrandera	0	F	329
Narrandera	0	M	384
Narrandera	1	F	2531
Narrandera	1	M	2423
Narromine	0	F	417
Narromine	0	M	446
Narromine	1	F	2699
Narromine	1	M	2745
Newcastle	0	F	5860
Newcastle	0	M	5816
Newcastle	1	F	79480
Newcastle	1	M	76484
North Sydney	0	F	1761
North Sydney	0	M	1654
North Sydney	1	F	33976
North Sydney	1	M	30164
Northern Beaches	0	F	5482
Northern Beaches	0	M	4691
Northern Beaches	1	F	127790
Northern Beaches	1	M	122663
Oberon	0	F	349
Oberon	0	M	514
Oberon	1	F	2340
Oberon	1	M	2426
Orange	0	F	1926
Orange	0	M	1980
Orange	1	F	20638
Orange	1	M	19431
Parkes	0	F	637
Parkes	0	M	761
Parkes	1	F	6549
Parkes	1	M	6441
Parramatta	0	F	6555
Parramatta	0	M	7907
Parramatta	1	F	121393
Parramatta	1	M	121059
Penrith	0	F	6531
Penrith	0	M	6501
Penrith	1	F	103566
Penrith	1	M	100879
Port Macquarie-Hastings	0	F	3161
Port Macquarie-Hastings	0	M	2905
Port Macquarie-Hastings	1	F	42305
Port Macquarie-Hastings	1	M	38950
Port Stephens	0	F	2047
Port Stephens	0	M	2053
Port Stephens	1	F	35856
Port Stephens	1	M	34494
Queanbeyan-Palerang Regional	0	F	1680
Queanbeyan-Palerang Regional	0	M	1932
Queanbeyan-Palerang Regional	1	F	29580
Queanbeyan-Palerang Regional	1	M	29794
Randwick	0	F	4789
Randwick	0	M	5850
Randwick	1	F	63427
Randwick	1	M	58867
Richmond Valley	0	F	1292
Richmond Valley	0	M	1359
Richmond Valley	1	F	10779
Richmond Valley	1	M	10384
Ryde	0	F	3418
Ryde	0	M	3327
Ryde	1	F	62387
Ryde	1	M	59642
Shellharbour	0	F	1649
Shellharbour	0	M	1633
Shellharbour	1	F	37204
Shellharbour	1	M	35376
Shoalhaven	0	F	4498
Shoalhaven	0	M	5375
Shoalhaven	1	F	50658
Shoalhaven	1	M	48534
Singleton	0	F	703
Singleton	0	M	1545
Singleton	1	F	11298
Singleton	1	M	11334
Snowy Monaro Regional	0	F	3389
Snowy Monaro Regional	0	M	4317
Snowy Monaro Regional	1	F	9655
Snowy Monaro Regional	1	M	9968
Snowy Valleys	0	F	703
Snowy Valleys	0	M	965
Snowy Valleys	1	F	6669
Snowy Valleys	1	M	6596
Strathfield	0	F	1037
Strathfield	0	M	1194
Strathfield	1	F	21097
Strathfield	1	M	22046
Sutherland Shire	0	F	4312
Sutherland Shire	0	M	3587
Sutherland Shire	1	F	112559
Sutherland Shire	1	M	107772
Sydney	0	F	11965
Sydney	0	M	17164
Sydney	1	F	89418
Sydney	1	M	96852
Tamworth Regional	0	F	2649
Tamworth Regional	0	M	2909
Tamworth Regional	1	F	29661
Tamworth Regional	1	M	28170
Temora	0	F	213
Temora	0	M	243
Temora	1	F	2850
Temora	1	M	2712
Tenterfield	0	F	465
Tenterfield	0	M	463
Tenterfield	1	F	3084
Tenterfield	1	M	2980
The Hills Shire	0	F	2646
The Hills Shire	0	M	2370
The Hills Shire	1	F	94568
The Hills Shire	1	M	91897
Tweed	0	F	4525
Tweed	0	M	4319
Tweed	1	F	46420
Tweed	1	M	42856
Upper Hunter Shire	0	F	566
Upper Hunter Shire	0	M	674
Upper Hunter Shire	1	F	6614
Upper Hunter Shire	1	M	6525
Upper Lachlan Shire	0	F	402
Upper Lachlan Shire	0	M	450
Upper Lachlan Shire	1	F	3831
Upper Lachlan Shire	1	M	3894
Uralla	0	F	226
Uralla	0	M	208
Uralla	1	F	2856
Uralla	1	M	2652
Wagga Wagga	0	F	3152
Wagga Wagga	0	M	3666
Wagga Wagga	1	F	31994
Wagga Wagga	1	M	29845
Walcha	0	F	178
Walcha	0	M	179
Walcha	1	F	1316
Walcha	1	M	1323
Walgett	0	F	932
Walgett	0	M	963
Walgett	1	F	1834
Walgett	1	M	1921
Warren	0	F	173
Warren	0	M	208
Warren	1	F	1114
Warren	1	M	1123
Warrumbungle Shire	0	F	806
Warrumbungle Shire	0	M	774
Warrumbungle Shire	1	F	3907
Warrumbungle Shire	1	M	3924
Waverley	0	F	2289
Waverley	0	M	2174
Waverley	1	F	32302
Waverley	1	M	30370
Weddin	0	F	137
Weddin	0	M	134
Weddin	1	F	1586
Weddin	1	M	1680
Wentworth	0	F	541
Wentworth	0	M	779
Wentworth	1	F	3098
Wentworth	1	M	3246
Willoughby	0	F	2297
Willoughby	0	M	1917
Willoughby	1	F	37121
Willoughby	1	M	34556
Wingecarribee	0	F	1931
Wingecarribee	0	M	1762
Wingecarribee	1	F	25675
Wingecarribee	1	M	23719
Wollondilly	0	F	1120
Wollondilly	0	M	1147
Wollondilly	1	F	25663
Wollondilly	1	M	25684
Wollongong	0	F	5972
Wollongong	0	M	5471
Wollongong	1	F	102522
Wollongong	1	M	99497
Woollahra	0	F	1593
Woollahra	0	M	1443
Woollahra	1	F	26056
Woollahra	1	M	22699
Yass Valley	0	F	508
Yass Valley	0	M	707
Yass Valley	1	F	8216
Yass Valley	1	M	7886
Unincorporated NSW	0	F	145
Unincorporated NSW	0	M	157
Unincorporated NSW	1	F	435
Unincorporated NSW	1	M	483
Migratory - Offshore - Shipping (NSW)	0	F	4
Migratory - Offshore - Shipping (NSW)	0	M	31
Alpine	0	F	880
Alpine	0	M	843
Alpine	1	F	5963
Alpine	1	M	5868
Ararat	0	F	470
Ararat	0	M	1238
Ararat	1	F	5114
Ararat	1	M	5016
Ballarat	0	F	3919
Ballarat	0	M	3668
Ballarat	1	F	54802
Ballarat	1	M	50727
Banyule	0	F	3011
Banyule	0	M	2916
Banyule	1	F	61644
Banyule	1	M	58285
Bass Coast	0	F	1888
Bass Coast	0	M	1789
Bass Coast	1	F	18876
Bass Coast	1	M	17816
Baw Baw	0	F	1782
Baw Baw	0	M	1608
Baw Baw	1	F	27340
Baw Baw	1	M	25907
Bayside (Vic.)	0	F	2445
Bayside (Vic.)	0	M	1840
Bayside (Vic.)	1	F	49638
Bayside (Vic.)	1	M	45706
Benalla	0	F	681
Benalla	0	M	653
Benalla	1	F	6738
Benalla	1	M	6338
Boroondara	0	F	4096
Boroondara	0	M	3451
Boroondara	1	F	82022
Boroondara	1	M	75913
Brimbank	0	F	5534
Brimbank	0	M	5691
Brimbank	1	F	91337
Brimbank	1	M	91618
Buloke	0	F	322
Buloke	0	M	373
Buloke	1	F	2700
Buloke	1	M	2849
Campaspe	0	F	1542
Campaspe	0	M	1541
Campaspe	1	F	17972
Campaspe	1	M	17441
Cardinia	0	F	2749
Cardinia	0	M	2573
Cardinia	1	F	56732
Cardinia	1	M	55167
Casey	0	F	8110
Casey	0	M	7670
Casey	1	F	174524
Casey	1	M	173438
Central Goldfields	0	F	563
Central Goldfields	0	M	538
Central Goldfields	1	F	6238
Central Goldfields	1	M	6037
Colac Otway	0	F	1023
Colac Otway	0	M	1025
Colac Otway	1	F	10185
Colac Otway	1	M	10166
Corangamite	0	F	611
Corangamite	0	M	647
Corangamite	1	F	7303
Corangamite	1	M	7339
Darebin	0	F	3667
Darebin	0	M	3582
Darebin	1	F	71914
Darebin	1	M	68001
East Gippsland	0	F	2271
East Gippsland	0	M	2373
East Gippsland	1	F	22344
East Gippsland	1	M	21383
Frankston	0	F	4112
Frankston	0	M	3888
Frankston	1	F	66780
Frankston	1	M	63732
Gannawarra	0	F	467
Gannawarra	0	M	468
Gannawarra	1	F	4856
Gannawarra	1	M	4774
Glen Eira	0	F	3265
Glen Eira	0	M	2576
Glen Eira	1	F	72627
Glen Eira	1	M	68932
Glenelg	0	F	816
Glenelg	0	M	889
Glenelg	1	F	9140
Glenelg	1	M	9079
Golden Plains	0	F	547
Golden Plains	0	M	553
Golden Plains	1	F	11563
Golden Plains	1	M	11999
Greater Bendigo	0	F	4328
Greater Bendigo	0	M	4082
Greater Bendigo	1	F	57939
Greater Bendigo	1	M	54436
Greater Dandenong	0	F	4539
Greater Dandenong	0	M	5273
Greater Dandenong	1	F	73384
Greater Dandenong	1	M	75043
Greater Geelong	0	F	8817
Greater Geelong	0	M	9061
Greater Geelong	1	F	129198
Greater Geelong	1	M	121399
Greater Shepparton	0	F	2758
Greater Shepparton	0	M	3007
Greater Shepparton	1	F	31405
Greater Shepparton	1	M	30808
Hepburn	0	F	857
Hepburn	0	M	749
Hepburn	1	F	7544
Hepburn	1	M	7321
Hindmarsh	0	F	228
Hindmarsh	0	M	212
Hindmarsh	1	F	2573
Hindmarsh	1	M	2632
Hobsons Bay	0	F	2178
Hobsons Bay	0	M	2184
Hobsons Bay	1	F	44046
Hobsons Bay	1	M	42125
Horsham	0	F	693
Horsham	0	M	752
Horsham	1	F	9693
Horsham	1	M	9216
Hume	0	F	5652
Hume	0	M	6219
Hume	1	F	116020
Hume	1	M	115639
Indigo	0	F	571
Indigo	0	M	683
Indigo	1	F	8094
Indigo	1	M	7673
Kingston (Vic.)	0	F	3232
Kingston (Vic.)	0	M	2856
Kingston (Vic.)	1	F	77599
Kingston (Vic.)	1	M	73178
Knox	0	F	3164
Knox	0	M	2740
Knox	1	F	77699
Knox	1	M	74801
Latrobe (Vic.)	0	F	3514
Latrobe (Vic.)	0	M	3324
Latrobe (Vic.)	1	F	35935
Latrobe (Vic.)	1	M	34465
Loddon	0	F	464
Loddon	0	M	468
Loddon	1	F	3344
Loddon	1	M	3437
Macedon Ranges	0	F	1378
Macedon Ranges	0	M	1417
Macedon Ranges	1	F	24421
Macedon Ranges	1	M	23577
Manningham	0	F	2505
Manningham	0	M	1933
Manningham	1	F	61383
Manningham	1	M	57899
Mansfield	0	F	849
Mansfield	0	M	779
Mansfield	1	F	4418
Mansfield	1	M	4269
Maribyrnong	0	F	2274
Maribyrnong	0	M	2646
Maribyrnong	1	F	39821
Maribyrnong	1	M	39790
Maroondah	0	F	2424
Maroondah	0	M	2083
Maroondah	1	F	56352
Maroondah	1	M	53070
Melbourne	0	F	11571
Melbourne	0	M	12521
Melbourne	1	F	64988
Melbourne	1	M	64210
Melton	0	F	4403
Melton	0	M	5893
Melton	1	F	85032
Melton	1	M	83180
Mildura	0	F	2668
Mildura	0	M	2698
Mildura	1	F	26285
Mildura	1	M	25396
Mitchell	0	F	1484
Mitchell	0	M	2024
Mitchell	1	F	22871
Mitchell	1	M	22966
Moira	0	F	1347
Moira	0	M	1412
Moira	1	F	13825
Moira	1	M	13695
Monash	0	F	6038
Monash	0	M	5959
Monash	1	F	89427
Monash	1	M	88959
Moonee Valley	0	F	2689
Moonee Valley	0	M	2589
Moonee Valley	1	F	59264
Moonee Valley	1	M	56040
Moorabool	0	F	973
Moorabool	0	M	952
Moorabool	1	F	17835
Moorabool	1	M	17482
Moreland	0	F	4104
Moreland	0	M	3976
Moreland	1	F	82788
Moreland	1	M	78836
Mornington Peninsula	0	F	6820
Mornington Peninsula	0	M	6625
Mornington Peninsula	1	F	79974
Mornington Peninsula	1	M	74264
Mount Alexander	0	F	835
Mount Alexander	0	M	1188
Mount Alexander	1	F	9305
Mount Alexander	1	M	8849
Moyne	0	F	631
Moyne	0	M	582
Moyne	1	F	8072
Moyne	1	M	7863
Murrindindi	0	F	762
Murrindindi	0	M	867
Murrindindi	1	F	6624
Murrindindi	1	M	6927
Nillumbik	0	F	1023
Nillumbik	0	M	864
Nillumbik	1	F	30381
Nillumbik	1	M	29737
Northern Grampians	0	F	625
Northern Grampians	0	M	684
Northern Grampians	1	F	5361
Northern Grampians	1	M	5301
Port Phillip	0	F	3762
Port Phillip	0	M	4510
Port Phillip	1	F	47487
Port Phillip	1	M	44868
Pyrenees	0	F	348
Pyrenees	0	M	627
Pyrenees	1	F	3284
Pyrenees	1	M	3321
Queenscliffe	0	F	200
Queenscliffe	0	M	203
Queenscliffe	1	F	1553
Queenscliffe	1	M	1362
South Gippsland	0	F	1234
South Gippsland	0	M	1230
South Gippsland	1	F	14136
South Gippsland	1	M	13718
Southern Grampians	0	F	656
Southern Grampians	0	M	616
Southern Grampians	1	F	7765
Southern Grampians	1	M	7465
Stonnington	0	F	3478
Stonnington	0	M	3112
Stonnington	1	F	50457
Stonnington	1	M	45986
Strathbogie	0	F	584
Strathbogie	0	M	565
Strathbogie	1	F	5181
Strathbogie	1	M	5053
Surf Coast	0	F	1585
Surf Coast	0	M	1519
Surf Coast	1	F	17498
Surf Coast	1	M	16852
Swan Hill	0	F	1124
Swan Hill	0	M	1190
Swan Hill	1	F	9547
Swan Hill	1	M	9617
Towong	0	F	289
Towong	0	M	327
Towong	1	F	2659
Towong	1	M	2736
Wangaratta	0	F	1158
Wangaratta	0	M	1015
Wangaratta	1	F	14184
Wangaratta	1	M	13244
Warrnambool	0	F	1350
Warrnambool	0	M	1309
Warrnambool	1	F	16965
Warrnambool	1	M	15658
Wellington	0	F	1876
Wellington	0	M	2858
Wellington	1	F	20583
Wellington	1	M	19883
West Wimmera	0	F	190
West Wimmera	0	M	196
West Wimmera	1	F	1789
West Wimmera	1	M	1792
Whitehorse	0	F	4415
Whitehorse	0	M	3956
Whitehorse	1	F	82602
Whitehorse	1	M	77684
Whittlesea	0	F	4945
Whittlesea	0	M	4671
Whittlesea	1	F	110386
Whittlesea	1	M	108920
Wodonga	0	F	1374
Wodonga	0	M	1621
Wodonga	1	F	20574
Wodonga	1	M	19274
Wyndham	0	F	6914
Wyndham	0	M	8198
Wyndham	1	F	137461
Wyndham	1	M	138866
Yarra	0	F	3155
Yarra	0	M	3354
Yarra	1	F	42402
Yarra	1	M	40143
Yarra Ranges	0	F	2943
Yarra Ranges	0	M	2899
Yarra Ranges	1	F	74929
Yarra Ranges	1	M	73090
Yarriambiack	0	F	308
Yarriambiack	0	M	276
Yarriambiack	1	F	2888
Yarriambiack	1	M	2993
Unincorporated Vic	0	F	1961
Unincorporated Vic	0	M	1935
Unincorporated Vic	1	F	215
Unincorporated Vic	1	M	215
Migratory - Offshore - Shipping (Vic.)	0	F	72
Migratory - Offshore - Shipping (Vic.)	0	M	493
Aurukun	0	F	16
Aurukun	0	M	50
Aurukun	1	F	531
Aurukun	1	M	485
Balonne	0	F	388
Balonne	0	M	445
Balonne	1	F	1905
Balonne	1	M	1919
Banana	0	F	1196
Banana	0	M	2501
Banana	1	F	6083
Banana	1	M	6262
Barcaldine	0	F	487
Barcaldine	0	M	533
Barcaldine	1	F	1212
Barcaldine	1	M	1217
Barcoo	0	F	121
Barcoo	0	M	121
Barcoo	1	F	122
Barcoo	1	M	134
Blackall Tambo	0	F	227
Blackall Tambo	0	M	251
Blackall Tambo	1	F	832
Blackall Tambo	1	M	849
Boulia	0	F	96
Boulia	0	M	154
Boulia	1	F	189
Boulia	1	M	170
Brisbane	0	F	36107
Brisbane	0	M	39371
Brisbane	1	F	595198
Brisbane	1	M	570278
Bulloo	0	F	68
Bulloo	0	M	197
Bulloo	1	F	133
Bulloo	1	M	144
Bundaberg	0	F	4706
Bundaberg	0	M	4967
Bundaberg	1	F	46532
Bundaberg	1	M	44350
Burdekin	0	F	1025
Burdekin	0	M	1202
Burdekin	1	F	7340
Burdekin	1	M	7423
Burke	0	F	368
Burke	0	M	506
Burke	1	F	125
Burke	1	M	172
Cairns	0	F	11283
Cairns	0	M	12207
Cairns	1	F	76136
Cairns	1	M	72233
Carpentaria	0	F	742
Carpentaria	0	M	1005
Carpentaria	1	F	862
Carpentaria	1	M	889
Cassowary Coast	0	F	2582
Cassowary Coast	0	M	2770
Cassowary Coast	1	F	12792
Cassowary Coast	1	M	13267
Central Highlands (Qld)	0	F	2407
Central Highlands (Qld)	0	M	5444
Central Highlands (Qld)	1	F	11885
Central Highlands (Qld)	1	M	12075
Charters Towers	0	F	1571
Charters Towers	0	M	2063
Charters Towers	1	F	4876
Charters Towers	1	M	4652
Cherbourg	0	F	26
Cherbourg	0	M	31
Cherbourg	1	F	586
Cherbourg	1	M	529
Cloncurry	0	F	972
Cloncurry	0	M	1994
Cloncurry	1	F	1281
Cloncurry	1	M	1358
Cook	0	F	1525
Cook	0	M	2134
Cook	1	F	1748
Cook	1	M	1863
Croydon	0	F	84
Croydon	0	M	117
Croydon	1	F	107
Croydon	1	M	108
Diamantina	0	F	98
Diamantina	0	M	139
Diamantina	1	F	89
Diamantina	1	M	83
Doomadgee	0	F	61
Doomadgee	0	M	79
Doomadgee	1	F	664
Doomadgee	1	M	651
Douglas	0	F	2514
Douglas	0	M	2587
Douglas	1	F	5219
Douglas	1	M	5260
Etheridge	0	F	445
Etheridge	0	M	503
Etheridge	1	F	272
Etheridge	1	M	321
Flinders (Qld)	0	F	277
Flinders (Qld)	0	M	328
Flinders (Qld)	1	F	627
Flinders (Qld)	1	M	621
Fraser Coast	0	F	5407
Fraser Coast	0	M	6003
Fraser Coast	1	F	52351
Fraser Coast	1	M	49135
Gladstone	0	F	3004
Gladstone	0	M	4199
Gladstone	1	F	28992
Gladstone	1	M	29003
Gold Coast	0	F	25403
Gold Coast	0	M	23946
Gold Coast	1	F	298628
Gold Coast	1	M	279792
Goondiwindi	0	F	638
Goondiwindi	0	M	748
Goondiwindi	1	F	4580
Goondiwindi	1	M	4515
Gympie	0	F	2170
Gympie	0	M	2416
Gympie	1	F	24877
Gympie	1	M	23988
Hinchinbrook	0	F	806
Hinchinbrook	0	M	975
Hinchinbrook	1	F	4863
Hinchinbrook	1	M	4936
Hope Vale	0	F	27
Hope Vale	0	M	69
Hope Vale	1	F	428
Hope Vale	1	M	454
Ipswich	0	F	6308
Ipswich	0	M	7291
Ipswich	1	F	109328
Ipswich	1	M	104947
Isaac	0	F	3747
Isaac	0	M	12707
Isaac	1	F	7925
Isaac	1	M	8379
Kowanyama	0	F	48
Kowanyama	0	M	43
Kowanyama	1	F	498
Kowanyama	1	M	458
Livingstone	0	F	2284
Livingstone	0	M	3276
Livingstone	1	F	17540
Livingstone	1	M	16878
Lockhart River	0	F	41
Lockhart River	0	M	47
Lockhart River	1	F	261
Lockhart River	1	M	291
Lockyer Valley	0	F	1619
Lockyer Valley	0	M	1260
Lockyer Valley	1	F	18954
Lockyer Valley	1	M	18749
Logan	0	F	10892
Logan	0	M	10424
Logan	1	F	162908
Logan	1	M	158206
Longreach	0	F	610
Longreach	0	M	623
Longreach	1	F	1546
Longreach	1	M	1499
Mackay	0	F	5858
Mackay	0	M	6319
Mackay	1	F	54860
Mackay	1	M	53153
McKinlay	0	F	336
McKinlay	0	M	893
McKinlay	1	F	311
McKinlay	1	M	291
Mapoon	0	F	40
Mapoon	0	M	52
Mapoon	1	F	193
Mapoon	1	M	178
Maranoa	0	F	1157
Maranoa	0	M	1714
Maranoa	1	F	5546
Maranoa	1	M	5452
Mareeba	0	F	1585
Mareeba	0	M	2847
Mareeba	1	F	9680
Mareeba	1	M	9618
Moreton Bay	0	F	11067
Moreton Bay	0	M	11209
Moreton Bay	1	F	230706
Moreton Bay	1	M	217988
Mornington	0	F	81
Mornington	0	M	68
Mornington	1	F	441
Mornington	1	M	417
