LGA_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Stonnington	65-74	1	0	1	M	570
Stonnington	65-74	1	1	0	F	51
Stonnington	65-74	1	1	0	M	76
Stonnington	65-74	1	1	1	F	5
Stonnington	75-84				F	209
Stonnington	75-84				M	184
Stonnington	75-84	0			F	2831
Stonnington	75-84	0			M	2302
Stonnington	75-84	1	0	1	F	293
Stonnington	75-84	1	0	1	M	208
Stonnington	75-84	1	1	0	F	21
Stonnington	75-84	1	1	0	M	21
Stonnington	75-84	1	1	1	M	4
Stonnington	85+				F	237
Stonnington	85+				M	115
Stonnington	85+	0			F	1455
Stonnington	85+	0			M	900
Stonnington	85+	1	0	1	F	19
Stonnington	85+	1	0	1	M	13
Stonnington	85+	1	1	0	F	3
Strathbogie	15-19				F	29
Strathbogie	15-19				M	31
Strathbogie	15-19	0			F	207
Strathbogie	15-19	0			M	217
Strathbogie	15-19	1	0	1	F	11
Strathbogie	15-19	1	0	1	M	14
Strathbogie	20-24				F	14
Strathbogie	20-24				M	23
Strathbogie	20-24	0			F	117
Strathbogie	20-24	0			M	193
Strathbogie	20-24	1	0	1	F	9
Strathbogie	20-24	1	0	1	M	10
Strathbogie	20-24	1	1	0	F	21
Strathbogie	20-24	1	1	0	M	14
Strathbogie	20-24	1	1	1	F	3
Strathbogie	25-34				F	33
Strathbogie	25-34				M	29
Strathbogie	25-34	0			F	203
Strathbogie	25-34	0			M	265
Strathbogie	25-34	1	0	1	F	20
Strathbogie	25-34	1	0	1	M	16
Strathbogie	25-34	1	1	0	F	210
Strathbogie	25-34	1	1	0	M	126
Strathbogie	25-34	1	1	1	F	5
Strathbogie	35-44				F	53
Strathbogie	35-44				M	52
Strathbogie	35-44	0			F	188
Strathbogie	35-44	0			M	203
Strathbogie	35-44	1	0	1	F	24
Strathbogie	35-44	1	0	1	M	7
Strathbogie	35-44	1	1	0	F	320
Strathbogie	35-44	1	1	0	M	254
Strathbogie	35-44	1	1	1	F	20
Strathbogie	35-44	1	1	1	M	8
Strathbogie	45-54				F	69
Strathbogie	45-54				M	62
Strathbogie	45-54	0			F	402
Strathbogie	45-54	0			M	375
Strathbogie	45-54	1	0	1	F	50
Strathbogie	45-54	1	0	1	M	20
Strathbogie	45-54	1	1	0	F	172
Strathbogie	45-54	1	1	0	M	174
Strathbogie	45-54	1	1	1	F	7
Strathbogie	45-54	1	1	1	M	4
Strathbogie	55-64				F	87
Strathbogie	55-64				M	102
Strathbogie	55-64	0			F	763
Strathbogie	55-64	0			M	738
Strathbogie	55-64	1	0	1	F	152
Strathbogie	55-64	1	0	1	M	53
Strathbogie	55-64	1	1	0	F	15
Strathbogie	55-64	1	1	0	M	31
Strathbogie	65-74				F	83
Strathbogie	65-74				M	100
Strathbogie	65-74	0			F	766
Strathbogie	65-74	0			M	907
Strathbogie	65-74	1	0	1	F	135
Strathbogie	65-74	1	0	1	M	83
Strathbogie	65-74	1	1	0	F	10
Strathbogie	65-74	1	1	0	M	8
Strathbogie	75-84				F	39
Strathbogie	75-84				M	49
Strathbogie	75-84	0			F	455
Strathbogie	75-84	0			M	463
Strathbogie	75-84	1	0	1	F	29
Strathbogie	75-84	1	0	1	M	23
Strathbogie	85+				F	35
Strathbogie	85+				M	26
Strathbogie	85+	0			F	218
Strathbogie	85+	0			M	145
Surf Coast	15-19				F	82
Surf Coast	15-19				M	61
Surf Coast	15-19	0			F	899
Surf Coast	15-19	0			M	970
Surf Coast	15-19	1	0	1	F	50
Surf Coast	15-19	1	0	1	M	35
Surf Coast	20-24				F	37
Surf Coast	20-24				M	39
Surf Coast	20-24	0			F	642
Surf Coast	20-24	0			M	778
Surf Coast	20-24	1	0	1	F	25
Surf Coast	20-24	1	0	1	M	19
Surf Coast	20-24	1	1	0	F	13
Surf Coast	20-24	1	1	0	M	7
Surf Coast	25-34				F	111
Surf Coast	25-34				M	93
Surf Coast	25-34	0			F	1079
Surf Coast	25-34	0			M	1198
Surf Coast	25-34	1	0	1	F	82
Surf Coast	25-34	1	0	1	M	35
Surf Coast	25-34	1	1	0	F	623
Surf Coast	25-34	1	1	0	M	416
Surf Coast	25-34	1	1	1	F	25
Surf Coast	25-34	1	1	1	M	3
Surf Coast	35-44				F	140
Surf Coast	35-44				M	134
Surf Coast	35-44	0			F	601
Surf Coast	35-44	0			M	741
Surf Coast	35-44	1	0	1	F	69
Surf Coast	35-44	1	0	1	M	36
Surf Coast	35-44	1	1	0	F	1932
Surf Coast	35-44	1	1	0	M	1600
Surf Coast	35-44	1	1	1	F	90
Surf Coast	35-44	1	1	1	M	36
Surf Coast	45-54				F	128
Surf Coast	45-54				M	129
Surf Coast	45-54	0			F	1326
Surf Coast	45-54	0			M	1191
Surf Coast	45-54	1	0	1	F	91
Surf Coast	45-54	1	0	1	M	25
Surf Coast	45-54	1	1	0	F	1084
Surf Coast	45-54	1	1	0	M	1145
Surf Coast	45-54	1	1	1	F	24
Surf Coast	45-54	1	1	1	M	20
Surf Coast	55-64				F	117
Surf Coast	55-64				M	119
Surf Coast	55-64	0			F	1894
Surf Coast	55-64	0			M	1899
Surf Coast	55-64	1	0	1	F	452
Surf Coast	55-64	1	0	1	M	183
Surf Coast	55-64	1	1	0	F	77
Surf Coast	55-64	1	1	0	M	182
Surf Coast	55-64	1	1	1	F	6
Surf Coast	55-64	1	1	1	M	4
Surf Coast	65-74				F	136
Surf Coast	65-74				M	154
Surf Coast	65-74	0			F	1575
Surf Coast	65-74	0			M	1740
Surf Coast	65-74	1	0	1	F	592
Surf Coast	65-74	1	0	1	M	379
Surf Coast	65-74	1	1	0	F	14
Surf Coast	65-74	1	1	0	M	28
Surf Coast	65-74	1	1	1	F	6
Surf Coast	75-84				F	89
Surf Coast	75-84				M	73
Surf Coast	75-84	0			F	918
Surf Coast	75-84	0			M	894
Surf Coast	75-84	1	0	1	F	60
Surf Coast	75-84	1	0	1	M	50
Surf Coast	75-84	1	1	0	M	3
Surf Coast	85+				F	92
Surf Coast	85+				M	55
Surf Coast	85+	0			F	361
Surf Coast	85+	0			M	229
Surf Coast	85+	1	0	1	F	3
Swan Hill	15-19				F	46
Swan Hill	15-19				M	72
Swan Hill	15-19	0			F	405
Swan Hill	15-19	0			M	522
Swan Hill	15-19	1	0	1	F	38
Swan Hill	15-19	1	0	1	M	25
Swan Hill	15-19	1	1	0	F	9
Swan Hill	15-19	1	1	0	M	6
Swan Hill	15-19	1	1	1	F	3
Swan Hill	20-24				F	56
Swan Hill	20-24				M	47
Swan Hill	20-24	0			F	424
Swan Hill	20-24	0			M	511
Swan Hill	20-24	1	0	1	F	46
Swan Hill	20-24	1	0	1	M	20
Swan Hill	20-24	1	1	0	F	42
Swan Hill	20-24	1	1	0	M	27
Swan Hill	20-24	1	1	1	F	4
Swan Hill	25-34				F	142
Swan Hill	25-34				M	166
Swan Hill	25-34	0			F	726
Swan Hill	25-34	0			M	954
Swan Hill	25-34	1	0	1	F	59
Swan Hill	25-34	1	0	1	M	28
Swan Hill	25-34	1	1	0	F	579
Swan Hill	25-34	1	1	0	M	378
Swan Hill	25-34	1	1	1	F	29
Swan Hill	25-34	1	1	1	M	9
Swan Hill	35-44				F	136
Swan Hill	35-44				M	136
Swan Hill	35-44	0			F	426
Swan Hill	35-44	0			M	605
Swan Hill	35-44	1	0	1	F	32
Swan Hill	35-44	1	0	1	M	9
Swan Hill	35-44	1	1	0	F	702
Swan Hill	35-44	1	1	0	M	580
Swan Hill	35-44	1	1	1	F	31
Swan Hill	35-44	1	1	1	M	7
Swan Hill	45-54				F	80
Swan Hill	45-54				M	116
Swan Hill	45-54	0			F	716
Swan Hill	45-54	0			M	731
Swan Hill	45-54	1	0	1	F	86
Swan Hill	45-54	1	0	1	M	24
Swan Hill	45-54	1	1	0	F	270
Swan Hill	45-54	1	1	0	M	290
Swan Hill	45-54	1	1	1	F	12
Swan Hill	55-64				F	113
Swan Hill	55-64				M	142
Swan Hill	55-64	0			F	925
Swan Hill	55-64	0			M	1141
Swan Hill	55-64	1	0	1	F	306
Swan Hill	55-64	1	0	1	M	133
Swan Hill	55-64	1	1	0	F	29
Swan Hill	55-64	1	1	0	M	54
Swan Hill	55-64	1	1	1	M	3
Swan Hill	65-74				F	91
Swan Hill	65-74				M	99
Swan Hill	65-74	0			F	820
Swan Hill	65-74	0			M	953
Swan Hill	65-74	1	0	1	F	167
Swan Hill	65-74	1	0	1	M	88
Swan Hill	65-74	1	1	0	F	12
Swan Hill	65-74	1	1	0	M	18
Swan Hill	75-84				F	77
Swan Hill	75-84				M	70
Swan Hill	75-84	0			F	611
Swan Hill	75-84	0			M	519
Swan Hill	75-84	1	0	1	F	22
Swan Hill	75-84	1	0	1	M	15
Swan Hill	85+				F	60
Swan Hill	85+				M	30
Swan Hill	85+	0			F	323
Swan Hill	85+	0			M	181
Towong	15-19				F	13
Towong	15-19				M	23
Towong	15-19	0			F	112
Towong	15-19	0			M	135
Towong	15-19	1	0	1	F	5
Towong	15-19	1	0	1	M	4
Towong	20-24				F	11
Towong	20-24				M	6
Towong	20-24	0			F	67
Towong	20-24	0			M	80
Towong	20-24	1	0	1	F	3
Towong	20-24	1	0	1	M	7
Towong	20-24	1	1	0	F	10
Towong	20-24	1	1	0	M	6
Towong	25-34				F	22
Towong	25-34				M	16
Towong	25-34	0			F	89
Towong	25-34	0			M	149
Towong	25-34	1	0	1	F	14
Towong	25-34	1	0	1	M	10
Towong	25-34	1	1	0	F	104
Towong	25-34	1	1	0	M	76
Towong	25-34	1	1	1	F	3
Towong	35-44				F	21
Towong	35-44				M	31
Towong	35-44	0			F	90
Towong	35-44	0			M	107
Towong	35-44	1	0	1	F	12
Towong	35-44	1	0	1	M	5
Towong	35-44	1	1	0	F	199
Towong	35-44	1	1	0	M	151
Towong	35-44	1	1	1	F	4
Towong	35-44	1	1	1	M	3
Towong	45-54				F	33
Towong	45-54				M	35
Towong	45-54	0			F	221
Towong	45-54	0			M	214
Towong	45-54	1	0	1	F	21
Towong	45-54	1	0	1	M	14
Towong	45-54	1	1	0	F	107
Towong	45-54	1	1	0	M	116
Towong	55-64				F	33
Towong	55-64				M	44
Towong	55-64	0			F	412
Towong	55-64	0			M	459
Towong	55-64	1	0	1	F	95
Towong	55-64	1	0	1	M	41
Towong	55-64	1	1	0	F	10
Towong	55-64	1	1	0	M	21
Towong	65-74				F	42
Towong	65-74				M	51
Towong	65-74	0			F	359
Towong	65-74	0			M	441
Towong	65-74	1	0	1	F	74
Towong	65-74	1	0	1	M	49
Towong	65-74	1	1	0	F	5
Towong	65-74	1	1	0	M	3
Towong	75-84				F	25
Towong	75-84				M	31
Towong	75-84	0			F	220
Towong	75-84	0			M	240
Towong	75-84	1	0	1	F	12
Towong	75-84	1	0	1	M	14
Towong	85+				F	32
Towong	85+				M	17
Towong	85+	0			F	102
Towong	85+	0			M	66
Wangaratta	15-19				F	76
Wangaratta	15-19				M	72
Wangaratta	15-19	0			F	719
Wangaratta	15-19	0			M	796
Wangaratta	15-19	1	0	1	F	70
Wangaratta	15-19	1	0	1	M	33
Wangaratta	15-19	1	1	0	F	8
Wangaratta	15-19	1	1	0	M	7
Wangaratta	20-24				F	43
Wangaratta	20-24				M	41
Wangaratta	20-24	0			F	496
Wangaratta	20-24	0			M	544
Wangaratta	20-24	1	0	1	F	42
Wangaratta	20-24	1	0	1	M	17
Wangaratta	20-24	1	1	0	F	70
Wangaratta	20-24	1	1	0	M	33
Wangaratta	25-34				F	90
Wangaratta	25-34				M	93
Wangaratta	25-34	0			F	772
Wangaratta	25-34	0			M	856
Wangaratta	25-34	1	0	1	F	63
Wangaratta	25-34	1	0	1	M	43
Wangaratta	25-34	1	1	0	F	623
Wangaratta	25-34	1	1	0	M	466
Wangaratta	25-34	1	1	1	F	40
Wangaratta	25-34	1	1	1	M	3
Wangaratta	35-44				F	97
Wangaratta	35-44				M	97
Wangaratta	35-44	0			F	471
Wangaratta	35-44	0			M	553
Wangaratta	35-44	1	0	1	F	51
Wangaratta	35-44	1	0	1	M	31
Wangaratta	35-44	1	1	0	F	1054
Wangaratta	35-44	1	1	0	M	878
Wangaratta	35-44	1	1	1	F	54
Wangaratta	35-44	1	1	1	M	13
Wangaratta	45-54				F	107
Wangaratta	45-54				M	92
Wangaratta	45-54	0			F	1200
Wangaratta	45-54	0			M	1072
Wangaratta	45-54	1	0	1	F	149
Wangaratta	45-54	1	0	1	M	61
Wangaratta	45-54	1	1	0	F	566
Wangaratta	45-54	1	1	0	M	580
Wangaratta	45-54	1	1	1	F	18
Wangaratta	45-54	1	1	1	M	5
Wangaratta	55-64				F	121
Wangaratta	55-64				M	99
Wangaratta	55-64	0			F	1555
Wangaratta	55-64	0			M	1619
Wangaratta	55-64	1	0	1	F	440
Wangaratta	55-64	1	0	1	M	157
Wangaratta	55-64	1	1	0	F	50
Wangaratta	55-64	1	1	0	M	87
Wangaratta	55-64	1	1	1	F	5
Wangaratta	65-74				F	89
Wangaratta	65-74				M	133
Wangaratta	65-74	0			F	1489
Wangaratta	65-74	0			M	1555
Wangaratta	65-74	1	0	1	F	341
Wangaratta	65-74	1	0	1	M	208
Wangaratta	65-74	1	1	0	F	11
Wangaratta	65-74	1	1	0	M	22
Wangaratta	65-74	1	1	1	M	5
Wangaratta	75-84				F	118
Wangaratta	75-84				M	83
Wangaratta	75-84	0			F	1094
Wangaratta	75-84	0			M	979
Wangaratta	75-84	1	0	1	F	58
Wangaratta	75-84	1	0	1	M	32
Wangaratta	75-84	1	1	0	F	5
Wangaratta	75-84	1	1	0	M	8
Wangaratta	85+				F	76
Wangaratta	85+				M	55
Wangaratta	85+	0			F	502
Wangaratta	85+	0			M	313
Wangaratta	85+	1	0	1	F	4
Wangaratta	85+	1	0	1	M	3
Warrnambool	15-19				F	67
Warrnambool	15-19				M	84
Warrnambool	15-19	0			F	913
Warrnambool	15-19	0			M	942
Warrnambool	15-19	1	0	1	F	60
Warrnambool	15-19	1	0	1	M	28
Warrnambool	15-19	1	1	0	F	3
Warrnambool	15-19	1	1	0	M	5
Warrnambool	20-24				F	41
Warrnambool	20-24				M	69
Warrnambool	20-24	0			F	771
Warrnambool	20-24	0			M	789
Warrnambool	20-24	1	0	1	F	61
Warrnambool	20-24	1	0	1	M	21
Warrnambool	20-24	1	1	0	F	47
Warrnambool	20-24	1	1	0	M	37
Warrnambool	20-24	1	1	1	F	7
Warrnambool	25-34				F	121
Warrnambool	25-34				M	127
Warrnambool	25-34	0			F	1175
Warrnambool	25-34	0			M	1457
Warrnambool	25-34	1	0	1	F	108
Warrnambool	25-34	1	0	1	M	61
Warrnambool	25-34	1	1	0	F	823
Warrnambool	25-34	1	1	0	M	579
Warrnambool	25-34	1	1	1	F	46
Warrnambool	25-34	1	1	1	M	19
Warrnambool	35-44				F	133
Warrnambool	35-44				M	158
Warrnambool	35-44	0			F	543
Warrnambool	35-44	0			M	712
Warrnambool	35-44	1	0	1	F	84
Warrnambool	35-44	1	0	1	M	39
Warrnambool	35-44	1	1	0	F	1380
Warrnambool	35-44	1	1	0	M	1087
Warrnambool	35-44	1	1	1	F	69
Warrnambool	35-44	1	1	1	M	32
Warrnambool	45-54				F	100
Warrnambool	45-54				M	120
Warrnambool	45-54	0			F	1399
Warrnambool	45-54	0			M	1203
Warrnambool	45-54	1	0	1	F	155
Warrnambool	45-54	1	0	1	M	66
Warrnambool	45-54	1	1	0	F	677
Warrnambool	45-54	1	1	0	M	679
Warrnambool	45-54	1	1	1	F	24
Warrnambool	45-54	1	1	1	M	18
Warrnambool	55-64				F	106
Warrnambool	55-64				M	91
Warrnambool	55-64	0			F	1819
Warrnambool	55-64	0			M	1723
Warrnambool	55-64	1	0	1	F	477
Warrnambool	55-64	1	0	1	M	179
Warrnambool	55-64	1	1	0	F	69
Warrnambool	55-64	1	1	0	M	122
Warrnambool	55-64	1	1	1	F	8
Warrnambool	65-74				F	117
Warrnambool	65-74				M	98
Warrnambool	65-74	0			F	1611
Warrnambool	65-74	0			M	1535
Warrnambool	65-74	1	0	1	F	405
Warrnambool	65-74	1	0	1	M	264
Warrnambool	65-74	1	1	0	F	25
Warrnambool	65-74	1	1	0	M	17
Warrnambool	75-84				F	123
Warrnambool	75-84				M	88
Warrnambool	75-84	0			F	1117
Warrnambool	75-84	0			M	900
Warrnambool	75-84	1	0	1	F	75
Warrnambool	75-84	1	0	1	M	56
Warrnambool	75-84	1	1	0	F	6
Warrnambool	85+				F	114
Warrnambool	85+				M	54
Warrnambool	85+	0			F	557
Warrnambool	85+	0			M	329
Warrnambool	85+	1	0	1	F	4
Warrnambool	85+	1	1	0	F	5
Wellington	15-19				F	119
Wellington	15-19				M	121
Wellington	15-19	0			F	1009
Wellington	15-19	0			M	1103
Wellington	15-19	1	0	1	F	89
Wellington	15-19	1	0	1	M	53
Wellington	15-19	1	1	0	F	13
Wellington	15-19	1	1	0	M	10
Wellington	20-24				F	78
Wellington	20-24				M	155
Wellington	20-24	0			F	756
Wellington	20-24	0			M	936
Wellington	20-24	1	0	1	F	71
Wellington	20-24	1	0	1	M	27
Wellington	20-24	1	1	0	F	95
Wellington	20-24	1	1	0	M	49
Wellington	20-24	1	1	1	F	4
Wellington	25-34				F	203
Wellington	25-34				M	537
Wellington	25-34	0			F	1000
Wellington	25-34	0			M	1403
Wellington	25-34	1	0	1	F	95
Wellington	25-34	1	0	1	M	52
Wellington	25-34	1	1	0	F	1072
Wellington	25-34	1	1	0	M	729
Wellington	25-34	1	1	1	F	62
Wellington	25-34	1	1	1	M	24
Wellington	35-44				F	205
Wellington	35-44				M	483
Wellington	35-44	0			F	662
Wellington	35-44	0			M	816
Wellington	35-44	1	0	1	F	83
Wellington	35-44	1	0	1	M	38
Wellington	35-44	1	1	0	F	1507
Wellington	35-44	1	1	0	M	1264
Wellington	35-44	1	1	1	F	106
Wellington	35-44	1	1	1	M	36
Wellington	45-54				F	208
Wellington	45-54				M	299
Wellington	45-54	0			F	1810
Wellington	45-54	0			M	1615
Wellington	45-54	1	0	1	F	219
Wellington	45-54	1	0	1	M	74
Wellington	45-54	1	1	0	F	639
Wellington	45-54	1	1	0	M	652
Wellington	45-54	1	1	1	F	32
Wellington	45-54	1	1	1	M	25
Wellington	55-64				F	192
Wellington	55-64				M	267
Wellington	55-64	0			F	2495
Wellington	55-64	0			M	2653
Wellington	55-64	1	0	1	F	612
Wellington	55-64	1	0	1	M	238
Wellington	55-64	1	1	0	F	78
Wellington	55-64	1	1	0	M	125
Wellington	55-64	1	1	1	M	3
Wellington	65-74				F	222
Wellington	65-74				M	273
Wellington	65-74	0			F	2478
Wellington	65-74	0			M	2685
Wellington	65-74	1	0	1	F	437
Wellington	65-74	1	0	1	M	292
Wellington	65-74	1	1	0	F	18
Wellington	65-74	1	1	0	M	36
Wellington	75-84				F	143
Wellington	75-84				M	113
Wellington	75-84	0			F	1411
Wellington	75-84	0			M	1325
Wellington	75-84	1	0	1	F	57
Wellington	75-84	1	0	1	M	45
Wellington	75-84	1	1	0	M	3
Wellington	85+				F	78
Wellington	85+				M	59
Wellington	85+	0			F	536
Wellington	85+	0			M	356
Wellington	85+	1	0	1	F	4
Wellington	85+	1	0	1	M	6
West Wimmera	15-19				F	7
West Wimmera	15-19				M	10
West Wimmera	15-19	0			F	68
West Wimmera	15-19	0			M	66
West Wimmera	20-24				F	5
West Wimmera	20-24				M	5
West Wimmera	20-24	0			F	36
West Wimmera	20-24	0			M	71
West Wimmera	20-24	1	0	1	F	3
West Wimmera	20-24	1	0	1	M	3
West Wimmera	20-24	1	1	0	F	9
West Wimmera	20-24	1	1	0	M	6
West Wimmera	25-34				F	4
West Wimmera	25-34				M	9
West Wimmera	25-34	0			F	65
West Wimmera	25-34	0			M	108
West Wimmera	25-34	1	0	1	F	10
West Wimmera	25-34	1	0	1	M	7
West Wimmera	25-34	1	1	0	F	83
West Wimmera	25-34	1	1	0	M	57
West Wimmera	25-34	1	1	1	F	5
West Wimmera	25-34	1	1	1	M	4
West Wimmera	35-44				F	21
West Wimmera	35-44				M	20
West Wimmera	35-44	0			F	40
West Wimmera	35-44	0			M	54
West Wimmera	35-44	1	0	1	F	3
West Wimmera	35-44	1	0	1	M	4
West Wimmera	35-44	1	1	0	F	135
West Wimmera	35-44	1	1	0	M	119
West Wimmera	35-44	1	1	1	F	3
West Wimmera	35-44	1	1	1	M	7
West Wimmera	45-54				F	32
West Wimmera	45-54				M	28
West Wimmera	45-54	0			F	168
West Wimmera	45-54	0			M	143
West Wimmera	45-54	1	0	1	F	25
West Wimmera	45-54	1	0	1	M	10
West Wimmera	45-54	1	1	0	F	44
West Wimmera	45-54	1	1	0	M	64
West Wimmera	45-54	1	1	1	F	3
West Wimmera	55-64				F	26
West Wimmera	55-64				M	25
West Wimmera	55-64	0			F	256
West Wimmera	55-64	0			M	300
West Wimmera	55-64	1	0	1	F	48
West Wimmera	55-64	1	0	1	M	21
West Wimmera	55-64	1	1	0	F	7
West Wimmera	55-64	1	1	0	M	9
West Wimmera	55-64	1	1	1	M	4
West Wimmera	65-74				F	34
West Wimmera	65-74				M	40
West Wimmera	65-74	0			F	219
West Wimmera	65-74	0			M	271
West Wimmera	65-74	1	0	1	F	34
West Wimmera	65-74	1	0	1	M	20
West Wimmera	75-84				F	30
West Wimmera	75-84				M	22
West Wimmera	75-84	0			F	136
West Wimmera	75-84	0			M	126
West Wimmera	75-84	1	0	1	F	5
West Wimmera	85+				F	6
West Wimmera	85+				M	6
West Wimmera	85+	0			F	78
West Wimmera	85+	0			M	42
West Wimmera	85+	1	0	1	F	3
Whitehorse	15-19				F	140
Whitehorse	15-19				M	153
Whitehorse	15-19	0			F	4568
Whitehorse	15-19	0			M	4828
Whitehorse	15-19	1	0	1	F	177
Whitehorse	15-19	1	0	1	M	105
Whitehorse	15-19	1	1	0	F	12
Whitehorse	15-19	1	1	0	M	7
Whitehorse	20-24				F	334
Whitehorse	20-24				M	386
Whitehorse	20-24	0			F	5439
Whitehorse	20-24	0			M	6171
Whitehorse	20-24	1	0	1	F	199
Whitehorse	20-24	1	0	1	M	118
Whitehorse	20-24	1	1	0	F	65
Whitehorse	20-24	1	1	0	M	31
Whitehorse	25-34				F	615
Whitehorse	25-34				M	780
Whitehorse	25-34	0			F	8242
Whitehorse	25-34	0			M	9472
Whitehorse	25-34	1	0	1	F	262
Whitehorse	25-34	1	0	1	M	127
Whitehorse	25-34	1	1	0	F	2522
Whitehorse	25-34	1	1	0	M	1554
Whitehorse	25-34	1	1	1	F	38
Whitehorse	25-34	1	1	1	M	11
Whitehorse	35-44				F	410
Whitehorse	35-44				M	436
Whitehorse	35-44	0			F	3555
Whitehorse	35-44	0			M	4298
Whitehorse	35-44	1	0	1	F	196
Whitehorse	35-44	1	0	1	M	94
Whitehorse	35-44	1	1	0	F	7757
Whitehorse	35-44	1	1	0	M	6350
Whitehorse	35-44	1	1	1	F	164
Whitehorse	35-44	1	1	1	M	59
Whitehorse	45-54				F	326
Whitehorse	45-54				M	360
Whitehorse	45-54	0			F	6634
Whitehorse	45-54	0			M	5695
Whitehorse	45-54	1	0	1	F	214
Whitehorse	45-54	1	0	1	M	100
Whitehorse	45-54	1	1	0	F	4646
Whitehorse	45-54	1	1	0	M	4549
Whitehorse	45-54	1	1	1	F	93
Whitehorse	45-54	1	1	1	M	48
Whitehorse	55-64				F	304
Whitehorse	55-64				M	258
Whitehorse	55-64	0			F	7791
Whitehorse	55-64	0			M	7315
Whitehorse	55-64	1	0	1	F	1248
Whitehorse	55-64	1	0	1	M	446
Whitehorse	55-64	1	1	0	F	447
Whitehorse	55-64	1	1	0	M	865
Whitehorse	55-64	1	1	1	F	29
Whitehorse	55-64	1	1	1	M	16
Whitehorse	65-74				F	305
Whitehorse	65-74				M	296
Whitehorse	65-74	0			F	5948
Whitehorse	65-74	0			M	5394
Whitehorse	65-74	1	0	1	F	1866
Whitehorse	65-74	1	0	1	M	1081
Whitehorse	65-74	1	1	0	F	180
Whitehorse	65-74	1	1	0	M	164
Whitehorse	65-74	1	1	1	F	16
Whitehorse	65-74	1	1	1	M	6
Whitehorse	75-84				F	346
Whitehorse	75-84				M	240
Whitehorse	75-84	0			F	5351
Whitehorse	75-84	0			M	3980
Whitehorse	75-84	1	0	1	F	335
Whitehorse	75-84	1	0	1	M	307
Whitehorse	75-84	1	1	0	F	41
Whitehorse	75-84	1	1	0	M	30
Whitehorse	85+				F	450
Whitehorse	85+				M	213
Whitehorse	85+	0			F	2932
Whitehorse	85+	0			M	1834
Whitehorse	85+	1	0	1	F	11
Whitehorse	85+	1	0	1	M	14
Whitehorse	85+	1	1	0	F	5
Whitehorse	85+	1	1	0	M	7
Whittlesea	15-19				F	329
Whittlesea	15-19				M	367
Whittlesea	15-19	0			F	5648
Whittlesea	15-19	0			M	6195
Whittlesea	15-19	1	0	1	F	345
Whittlesea	15-19	1	0	1	M	208
Whittlesea	15-19	1	1	0	F	20
Whittlesea	15-19	1	1	0	M	15
Whittlesea	15-19	1	1	1	F	3
Whittlesea	20-24				F	358
Whittlesea	20-24				M	472
Whittlesea	20-24	0			F	5944
Whittlesea	20-24	0			M	6803
Whittlesea	20-24	1	0	1	F	326
Whittlesea	20-24	1	0	1	M	186
Whittlesea	20-24	1	1	0	F	258
Whittlesea	20-24	1	1	0	M	92
Whittlesea	20-24	1	1	1	F	6
Whittlesea	25-34				F	968
Whittlesea	25-34				M	1091
Whittlesea	25-34	0			F	9710
Whittlesea	25-34	0			M	12289
Whittlesea	25-34	1	0	1	F	575
Whittlesea	25-34	1	0	1	M	291
Whittlesea	25-34	1	1	0	F	6783
Whittlesea	25-34	1	1	0	M	3972
Whittlesea	25-34	1	1	1	F	157
Whittlesea	25-34	1	1	1	M	44
Whittlesea	35-44				F	819
Whittlesea	35-44				M	897
Whittlesea	35-44	0			F	5395
Whittlesea	35-44	0			M	7307
Whittlesea	35-44	1	0	1	F	296
Whittlesea	35-44	1	0	1	M	168
Whittlesea	35-44	1	1	0	F	11819
Whittlesea	35-44	1	1	0	M	10133
Whittlesea	35-44	1	1	1	F	276
Whittlesea	35-44	1	1	1	M	120
Whittlesea	45-54				F	542
Whittlesea	45-54				M	637
Whittlesea	45-54	0			F	8684
Whittlesea	45-54	0			M	8376
Whittlesea	45-54	1	0	1	F	556
Whittlesea	45-54	1	0	1	M	156
Whittlesea	45-54	1	1	0	F	4251
Whittlesea	45-54	1	1	0	M	4510
Whittlesea	45-54	1	1	1	F	89
Whittlesea	45-54	1	1	1	M	42
Whittlesea	55-64				F	485
Whittlesea	55-64				M	482
Whittlesea	55-64	0			F	8761
Whittlesea	55-64	0			M	8916
Whittlesea	55-64	1	0	1	F	2247
Whittlesea	55-64	1	0	1	M	641
Whittlesea	55-64	1	1	0	F	360
Whittlesea	55-64	1	1	0	M	695
Whittlesea	55-64	1	1	1	F	25
Whittlesea	55-64	1	1	1	M	16
Whittlesea	65-74				F	450
Whittlesea	65-74				M	377
Whittlesea	65-74	0			F	6863
Whittlesea	65-74	0			M	6447
Whittlesea	65-74	1	0	1	F	1698
Whittlesea	65-74	1	0	1	M	1047
Whittlesea	65-74	1	1	0	F	133
Whittlesea	65-74	1	1	0	M	147
Whittlesea	65-74	1	1	1	F	20
Whittlesea	65-74	1	1	1	M	12
Whittlesea	75-84				F	380
Whittlesea	75-84				M	300
Whittlesea	75-84	0			F	4189
Whittlesea	75-84	0			M	3638
Whittlesea	75-84	1	0	1	F	216
Whittlesea	75-84	1	0	1	M	221
Whittlesea	75-84	1	1	0	F	26
Whittlesea	75-84	1	1	0	M	21
Whittlesea	75-84	1	1	1	F	3
Whittlesea	85+				F	331
Whittlesea	85+				M	170
Whittlesea	85+	0			F	1669
Whittlesea	85+	0			M	1143
