LGA_NAME21	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Broken Hill	75-84	0	F	541
Broken Hill	75-84	0	M	429
Broken Hill	75-84	1	F	96
Broken Hill	75-84	1	M	57
Broken Hill	85+		F	81
Broken Hill	85+		M	35
Broken Hill	85+	0	F	280
Broken Hill	85+	0	M	149
Broken Hill	85+	1	F	24
Broken Hill	85+	1	M	25
Burwood	15-19		F	54
Burwood	15-19		M	28
Burwood	15-19	0	F	882
Burwood	15-19	0	M	778
Burwood	15-19	1	F	39
Burwood	15-19	1	M	50
Burwood	20-24		F	164
Burwood	20-24		M	223
Burwood	20-24	0	F	2120
Burwood	20-24	0	M	2297
Burwood	20-24	1	F	107
Burwood	20-24	1	M	97
Burwood	25-34		F	294
Burwood	25-34		M	386
Burwood	25-34	0	F	3825
Burwood	25-34	0	M	3972
Burwood	25-34	1	F	174
Burwood	25-34	1	M	150
Burwood	35-44		F	158
Burwood	35-44		M	170
Burwood	35-44	0	F	2004
Burwood	35-44	0	M	2118
Burwood	35-44	1	F	319
Burwood	35-44	1	M	237
Burwood	45-54		F	129
Burwood	45-54		M	121
Burwood	45-54	0	F	1814
Burwood	45-54	0	M	1684
Burwood	45-54	1	F	470
Burwood	45-54	1	M	291
Burwood	55-64		F	105
Burwood	55-64		M	98
Burwood	55-64	0	F	1586
Burwood	55-64	0	M	1604
Burwood	55-64	1	F	430
Burwood	55-64	1	M	286
Burwood	65-74		F	96
Burwood	65-74		M	71
Burwood	65-74	0	F	1291
Burwood	65-74	0	M	1199
Burwood	65-74	1	F	236
Burwood	65-74	1	M	140
Burwood	75-84		F	135
Burwood	75-84		M	82
Burwood	75-84	0	F	873
Burwood	75-84	0	M	695
Burwood	75-84	1	F	107
Burwood	75-84	1	M	78
Burwood	85+		F	167
Burwood	85+		M	89
Burwood	85+	0	F	525
Burwood	85+	0	M	342
Burwood	85+	1	F	24
Burwood	85+	1	M	31
Byron	15-19		F	95
Byron	15-19		M	111
Byron	15-19	0	F	703
Byron	15-19	0	M	717
Byron	15-19	1	F	45
Byron	15-19	1	M	40
Byron	20-24		F	118
Byron	20-24		M	79
Byron	20-24	0	F	675
Byron	20-24	0	M	542
Byron	20-24	1	F	43
Byron	20-24	1	M	28
Byron	25-34		F	311
Byron	25-34		M	300
Byron	25-34	0	F	2157
Byron	25-34	0	M	1825
Byron	25-34	1	F	151
Byron	25-34	1	M	115
Byron	35-44		F	296
Byron	35-44		M	297
Byron	35-44	0	F	2101
Byron	35-44	0	M	1964
Byron	35-44	1	F	325
Byron	35-44	1	M	170
Byron	45-54		F	282
Byron	45-54		M	257
Byron	45-54	0	F	2028
Byron	45-54	0	M	1856
Byron	45-54	1	F	491
Byron	45-54	1	M	290
Byron	55-64		F	259
Byron	55-64		M	246
Byron	55-64	0	F	1897
Byron	55-64	0	M	1901
Byron	55-64	1	F	570
Byron	55-64	1	M	325
Byron	65-74		F	177
Byron	65-74		M	227
Byron	65-74	0	F	1632
Byron	65-74	0	M	1856
Byron	65-74	1	F	361
Byron	65-74	1	M	228
Byron	75-84		F	76
Byron	75-84		M	77
Byron	75-84	0	F	654
Byron	75-84	0	M	659
Byron	75-84	1	F	98
Byron	75-84	1	M	69
Byron	85+		F	50
Byron	85+		M	19
Byron	85+	0	F	305
Byron	85+	0	M	178
Byron	85+	1	F	13
Byron	85+	1	M	13
Cabonne	15-19		F	41
Cabonne	15-19		M	54
Cabonne	15-19	0	F	369
Cabonne	15-19	0	M	384
Cabonne	15-19	1	F	14
Cabonne	15-19	1	M	12
Cabonne	20-24		F	21
Cabonne	20-24		M	36
Cabonne	20-24	0	F	251
Cabonne	20-24	0	M	287
Cabonne	20-24	1	F	20
Cabonne	20-24	1	M	16
Cabonne	25-34		F	44
Cabonne	25-34		M	38
Cabonne	25-34	0	F	499
Cabonne	25-34	0	M	457
Cabonne	25-34	1	F	63
Cabonne	25-34	1	M	27
Cabonne	35-44		F	60
Cabonne	35-44		M	63
Cabonne	35-44	0	F	593
Cabonne	35-44	0	M	609
Cabonne	35-44	1	F	139
Cabonne	35-44	1	M	71
Cabonne	45-54		F	82
Cabonne	45-54		M	72
Cabonne	45-54	0	F	677
Cabonne	45-54	0	M	717
Cabonne	45-54	1	F	174
Cabonne	45-54	1	M	115
Cabonne	55-64		F	71
Cabonne	55-64		M	78
Cabonne	55-64	0	F	682
Cabonne	55-64	0	M	744
Cabonne	55-64	1	F	263
Cabonne	55-64	1	M	150
Cabonne	65-74		F	47
Cabonne	65-74		M	65
Cabonne	65-74	0	F	621
Cabonne	65-74	0	M	722
Cabonne	65-74	1	F	126
Cabonne	65-74	1	M	99
Cabonne	75-84		F	49
Cabonne	75-84		M	48
Cabonne	75-84	0	F	375
Cabonne	75-84	0	M	394
Cabonne	75-84	1	F	55
Cabonne	75-84	1	M	37
Cabonne	85+		F	32
Cabonne	85+		M	18
Cabonne	85+	0	F	166
Cabonne	85+	0	M	97
Cabonne	85+	1	F	6
Cabonne	85+	1	M	8
Camden	15-19		F	153
Camden	15-19		M	154
Camden	15-19	0	F	3362
Camden	15-19	0	M	3520
Camden	15-19	1	F	185
Camden	15-19	1	M	125
Camden	20-24		F	173
Camden	20-24		M	138
Camden	20-24	0	F	3154
Camden	20-24	0	M	3134
Camden	20-24	1	F	208
Camden	20-24	1	M	173
Camden	25-34		F	426
Camden	25-34		M	417
Camden	25-34	0	F	8913
Camden	25-34	0	M	8229
Camden	25-34	1	F	961
Camden	25-34	1	M	514
Camden	35-44		F	365
Camden	35-44		M	398
Camden	35-44	0	F	7723
Camden	35-44	0	M	8030
Camden	35-44	1	F	1452
Camden	35-44	1	M	869
Camden	45-54		F	225
Camden	45-54		M	251
Camden	45-54	0	F	5549
Camden	45-54	0	M	6029
Camden	45-54	1	F	1378
Camden	45-54	1	M	844
Camden	55-64		F	191
Camden	55-64		M	184
Camden	55-64	0	F	4191
Camden	55-64	0	M	4095
Camden	55-64	1	F	1059
Camden	55-64	1	M	617
Camden	65-74		F	166
Camden	65-74		M	153
Camden	65-74	0	F	3122
Camden	65-74	0	M	2910
Camden	65-74	1	F	493
Camden	65-74	1	M	353
Camden	75-84		F	147
Camden	75-84		M	117
Camden	75-84	0	F	1520
Camden	75-84	0	M	1321
Camden	75-84	1	F	169
Camden	75-84	1	M	155
Camden	85+		F	139
Camden	85+		M	52
Camden	85+	0	F	637
Camden	85+	0	M	344
Camden	85+	1	F	22
Camden	85+	1	M	29
Campbelltown (NSW)	15-19		F	388
Campbelltown (NSW)	15-19		M	426
Campbelltown (NSW)	15-19	0	F	4619
Campbelltown (NSW)	15-19	0	M	4930
Campbelltown (NSW)	15-19	1	F	313
Campbelltown (NSW)	15-19	1	M	251
Campbelltown (NSW)	20-24		F	367
Campbelltown (NSW)	20-24		M	416
Campbelltown (NSW)	20-24	0	F	4733
Campbelltown (NSW)	20-24	0	M	5073
Campbelltown (NSW)	20-24	1	F	379
Campbelltown (NSW)	20-24	1	M	310
Campbelltown (NSW)	25-34		F	970
Campbelltown (NSW)	25-34		M	855
Campbelltown (NSW)	25-34	0	F	11083
Campbelltown (NSW)	25-34	0	M	10284
Campbelltown (NSW)	25-34	1	F	1534
Campbelltown (NSW)	25-34	1	M	870
Campbelltown (NSW)	35-44		F	924
Campbelltown (NSW)	35-44		M	933
Campbelltown (NSW)	35-44	0	F	10365
Campbelltown (NSW)	35-44	0	M	10796
Campbelltown (NSW)	35-44	1	F	2149
Campbelltown (NSW)	35-44	1	M	1430
Campbelltown (NSW)	45-54		F	586
Campbelltown (NSW)	45-54		M	671
Campbelltown (NSW)	45-54	0	F	7730
Campbelltown (NSW)	45-54	0	M	8165
Campbelltown (NSW)	45-54	1	F	1942
Campbelltown (NSW)	45-54	1	M	1192
Campbelltown (NSW)	55-64		F	495
Campbelltown (NSW)	55-64		M	504
Campbelltown (NSW)	55-64	0	F	7849
Campbelltown (NSW)	55-64	0	M	7799
Campbelltown (NSW)	55-64	1	F	1808
Campbelltown (NSW)	55-64	1	M	1044
Campbelltown (NSW)	65-74		F	468
Campbelltown (NSW)	65-74		M	372
Campbelltown (NSW)	65-74	0	F	6241
Campbelltown (NSW)	65-74	0	M	5929
Campbelltown (NSW)	65-74	1	F	1069
Campbelltown (NSW)	65-74	1	M	735
Campbelltown (NSW)	75-84		F	438
Campbelltown (NSW)	75-84		M	333
Campbelltown (NSW)	75-84	0	F	2774
Campbelltown (NSW)	75-84	0	M	2470
Campbelltown (NSW)	75-84	1	F	341
Campbelltown (NSW)	75-84	1	M	339
Campbelltown (NSW)	85+		F	336
Campbelltown (NSW)	85+		M	120
Campbelltown (NSW)	85+	0	F	886
Campbelltown (NSW)	85+	0	M	486
Campbelltown (NSW)	85+	1	F	45
Campbelltown (NSW)	85+	1	M	70
Canada Bay	15-19		F	66
Canada Bay	15-19		M	82
Canada Bay	15-19	0	F	1913
Canada Bay	15-19	0	M	1868
Canada Bay	15-19	1	F	82
Canada Bay	15-19	1	M	99
Canada Bay	20-24		F	135
Canada Bay	20-24		M	210
Canada Bay	20-24	0	F	2309
Canada Bay	20-24	0	M	2496
Canada Bay	20-24	1	F	122
Canada Bay	20-24	1	M	116
Canada Bay	25-34		F	432
Canada Bay	25-34		M	451
Canada Bay	25-34	0	F	6796
Canada Bay	25-34	0	M	6433
Canada Bay	25-34	1	F	440
Canada Bay	25-34	1	M	333
Canada Bay	35-44		F	307
Canada Bay	35-44		M	332
Canada Bay	35-44	0	F	5848
Canada Bay	35-44	0	M	5846
Canada Bay	35-44	1	F	788
Canada Bay	35-44	1	M	554
Canada Bay	45-54		F	197
Canada Bay	45-54		M	204
Canada Bay	45-54	0	F	4775
Canada Bay	45-54	0	M	4534
Canada Bay	45-54	1	F	1287
Canada Bay	45-54	1	M	741
Canada Bay	55-64		F	195
Canada Bay	55-64		M	166
Canada Bay	55-64	0	F	4061
Canada Bay	55-64	0	M	3735
Canada Bay	55-64	1	F	1249
Canada Bay	55-64	1	M	844
Canada Bay	65-74		F	178
Canada Bay	65-74		M	166
Canada Bay	65-74	0	F	3538
Canada Bay	65-74	0	M	3147
Canada Bay	65-74	1	F	644
Canada Bay	65-74	1	M	402
Canada Bay	75-84		F	189
Canada Bay	75-84		M	123
Canada Bay	75-84	0	F	2109
Canada Bay	75-84	0	M	1807
Canada Bay	75-84	1	F	296
Canada Bay	75-84	1	M	216
Canada Bay	85+		F	284
Canada Bay	85+		M	97
Canada Bay	85+	0	F	1031
Canada Bay	85+	0	M	657
Canada Bay	85+	1	F	69
Canada Bay	85+	1	M	86
Canterbury-Bankstown	15-19		F	801
Canterbury-Bankstown	15-19		M	917
Canterbury-Bankstown	15-19	0	F	9475
Canterbury-Bankstown	15-19	0	M	10388
Canterbury-Bankstown	15-19	1	F	561
Canterbury-Bankstown	15-19	1	M	520
Canterbury-Bankstown	20-24		F	927
Canterbury-Bankstown	20-24		M	1224
Canterbury-Bankstown	20-24	0	F	10212
Canterbury-Bankstown	20-24	0	M	11198
Canterbury-Bankstown	20-24	1	F	842
Canterbury-Bankstown	20-24	1	M	718
Canterbury-Bankstown	25-34		F	2370
Canterbury-Bankstown	25-34		M	2902
Canterbury-Bankstown	25-34	0	F	22205
Canterbury-Bankstown	25-34	0	M	23664
Canterbury-Bankstown	25-34	1	F	2597
Canterbury-Bankstown	25-34	1	M	1716
Canterbury-Bankstown	35-44		F	2064
Canterbury-Bankstown	35-44		M	2399
Canterbury-Bankstown	35-44	0	F	19467
Canterbury-Bankstown	35-44	0	M	20713
Canterbury-Bankstown	35-44	1	F	3898
Canterbury-Bankstown	35-44	1	M	2529
Canterbury-Bankstown	45-54		F	1604
Canterbury-Bankstown	45-54		M	1681
Canterbury-Bankstown	45-54	0	F	17458
Canterbury-Bankstown	45-54	0	M	17693
Canterbury-Bankstown	45-54	1	F	4306
Canterbury-Bankstown	45-54	1	M	2927
Canterbury-Bankstown	55-64		F	1320
Canterbury-Bankstown	55-64		M	1409
Canterbury-Bankstown	55-64	0	F	15980
Canterbury-Bankstown	55-64	0	M	16705
Canterbury-Bankstown	55-64	1	F	3883
Canterbury-Bankstown	55-64	1	M	2625
Canterbury-Bankstown	65-74		F	1010
Canterbury-Bankstown	65-74		M	999
Canterbury-Bankstown	65-74	0	F	12199
Canterbury-Bankstown	65-74	0	M	11989
Canterbury-Bankstown	65-74	1	F	2130
Canterbury-Bankstown	65-74	1	M	1434
Canterbury-Bankstown	75-84		F	897
Canterbury-Bankstown	75-84		M	810
Canterbury-Bankstown	75-84	0	F	7467
Canterbury-Bankstown	75-84	0	M	6664
Canterbury-Bankstown	75-84	1	F	885
Canterbury-Bankstown	75-84	1	M	784
Canterbury-Bankstown	85+		F	1012
Canterbury-Bankstown	85+		M	524
Canterbury-Bankstown	85+	0	F	3722
Canterbury-Bankstown	85+	0	M	2631
Canterbury-Bankstown	85+	1	F	198
Canterbury-Bankstown	85+	1	M	283
Carrathool	15-19		F	3
Carrathool	15-19		M	14
Carrathool	15-19	0	F	56
Carrathool	15-19	0	M	63
Carrathool	15-19	1	F	5
Carrathool	20-24		F	9
Carrathool	20-24		M	12
Carrathool	20-24	0	F	52
Carrathool	20-24	0	M	68
Carrathool	20-24	1	F	8
Carrathool	20-24	1	M	5
Carrathool	25-34		F	19
Carrathool	25-34		M	43
Carrathool	25-34	0	F	165
Carrathool	25-34	0	M	223
Carrathool	25-34	1	F	13
Carrathool	25-34	1	M	8
Carrathool	35-44		F	20
Carrathool	35-44		M	15
Carrathool	35-44	0	F	120
Carrathool	35-44	0	M	140
Carrathool	35-44	1	F	22
Carrathool	35-44	1	M	12
Carrathool	45-54		F	17
Carrathool	45-54		M	36
Carrathool	45-54	0	F	121
Carrathool	45-54	0	M	153
Carrathool	45-54	1	F	25
Carrathool	45-54	1	M	14
Carrathool	55-64		F	32
Carrathool	55-64		M	24
Carrathool	55-64	0	F	108
Carrathool	55-64	0	M	163
Carrathool	55-64	1	F	41
Carrathool	55-64	1	M	30
Carrathool	65-74		F	14
Carrathool	65-74		M	19
Carrathool	65-74	0	F	70
Carrathool	65-74	0	M	115
Carrathool	65-74	1	F	17
Carrathool	65-74	1	M	15
Carrathool	75-84		F	13
Carrathool	75-84		M	14
Carrathool	75-84	0	F	49
Carrathool	75-84	0	M	51
Carrathool	75-84	1	F	3
Carrathool	75-84	1	M	7
Carrathool	85+		F	4
Carrathool	85+	0	F	38
Carrathool	85+	0	M	19
Central Coast (NSW)	15-19		F	538
Central Coast (NSW)	15-19		M	615
Central Coast (NSW)	15-19	0	F	8703
Central Coast (NSW)	15-19	0	M	9443
Central Coast (NSW)	15-19	1	F	511
Central Coast (NSW)	15-19	1	M	467
Central Coast (NSW)	20-24		F	506
Central Coast (NSW)	20-24		M	513
Central Coast (NSW)	20-24	0	F	7956
Central Coast (NSW)	20-24	0	M	8337
Central Coast (NSW)	20-24	1	F	646
Central Coast (NSW)	20-24	1	M	531
Central Coast (NSW)	25-34		F	1137
Central Coast (NSW)	25-34		M	1204
Central Coast (NSW)	25-34	0	F	16368
Central Coast (NSW)	25-34	0	M	16189
Central Coast (NSW)	25-34	1	F	1999
Central Coast (NSW)	25-34	1	M	1224
Central Coast (NSW)	35-44		F	1135
Central Coast (NSW)	35-44		M	1154
Central Coast (NSW)	35-44	0	F	16730
Central Coast (NSW)	35-44	0	M	16767
Central Coast (NSW)	35-44	1	F	3582
Central Coast (NSW)	35-44	1	M	2000
Central Coast (NSW)	45-54		F	1006
Central Coast (NSW)	45-54		M	1197
Central Coast (NSW)	45-54	0	F	17055
Central Coast (NSW)	45-54	0	M	17431
Central Coast (NSW)	45-54	1	F	4733
Central Coast (NSW)	45-54	1	M	2762
Central Coast (NSW)	55-64		F	994
Central Coast (NSW)	55-64		M	1045
Central Coast (NSW)	55-64	0	F	17454
Central Coast (NSW)	55-64	0	M	17193
Central Coast (NSW)	55-64	1	F	5146
Central Coast (NSW)	55-64	1	M	3053
Central Coast (NSW)	65-74		F	1200
Central Coast (NSW)	65-74		M	1043
Central Coast (NSW)	65-74	0	F	17222
Central Coast (NSW)	65-74	0	M	15729
Central Coast (NSW)	65-74	1	F	3372
Central Coast (NSW)	65-74	1	M	2118
Central Coast (NSW)	75-84		F	1420
Central Coast (NSW)	75-84		M	1005
Central Coast (NSW)	75-84	0	F	10995
Central Coast (NSW)	75-84	0	M	9534
Central Coast (NSW)	75-84	1	F	1430
Central Coast (NSW)	75-84	1	M	1306
Central Coast (NSW)	85+		F	1481
Central Coast (NSW)	85+		M	716
Central Coast (NSW)	85+	0	F	4853
Central Coast (NSW)	85+	0	M	2885
Central Coast (NSW)	85+	1	F	278
Central Coast (NSW)	85+	1	M	323
Central Darling	15-19		F	16
Central Darling	15-19		M	17
Central Darling	15-19	0	F	30
Central Darling	15-19	0	M	35
Central Darling	20-24		F	19
Central Darling	20-24		M	15
Central Darling	20-24	0	F	31
Central Darling	20-24	0	M	35
Central Darling	20-24	1	F	4
Central Darling	25-34		F	30
Central Darling	25-34		M	24
Central Darling	25-34	0	F	86
Central Darling	25-34	0	M	63
Central Darling	25-34	1	F	11
Central Darling	25-34	1	M	6
Central Darling	35-44		F	23
Central Darling	35-44		M	18
Central Darling	35-44	0	F	72
Central Darling	35-44	0	M	59
Central Darling	35-44	1	F	9
Central Darling	35-44	1	M	6
Central Darling	45-54		F	20
Central Darling	45-54		M	18
Central Darling	45-54	0	F	79
Central Darling	45-54	0	M	80
Central Darling	45-54	1	F	15
Central Darling	45-54	1	M	10
Central Darling	55-64		F	24
Central Darling	55-64		M	30
Central Darling	55-64	0	F	79
Central Darling	55-64	0	M	83
Central Darling	55-64	1	F	15
Central Darling	55-64	1	M	10
Central Darling	65-74		F	16
Central Darling	65-74		M	34
Central Darling	65-74	0	F	60
Central Darling	65-74	0	M	99
Central Darling	65-74	1	F	9
Central Darling	65-74	1	M	6
Central Darling	75-84		F	12
Central Darling	75-84		M	6
Central Darling	75-84	0	F	32
Central Darling	75-84	0	M	44
Central Darling	75-84	1	F	6
Central Darling	75-84	1	M	5
Central Darling	85+		F	3
Central Darling	85+	0	F	10
Central Darling	85+	0	M	6
Cessnock	15-19		F	120
Cessnock	15-19		M	127
Cessnock	15-19	0	F	1572
Cessnock	15-19	0	M	1695
Cessnock	15-19	1	F	119
Cessnock	15-19	1	M	105
Cessnock	20-24		F	121
Cessnock	20-24		M	244
Cessnock	20-24	0	F	1589
Cessnock	20-24	0	M	1632
Cessnock	20-24	1	F	174
Cessnock	20-24	1	M	84
Cessnock	25-34		F	238
Cessnock	25-34		M	704
Cessnock	25-34	0	F	3693
Cessnock	25-34	0	M	3590
Cessnock	25-34	1	F	578
Cessnock	25-34	1	M	303
Cessnock	35-44		F	202
Cessnock	35-44		M	606
Cessnock	35-44	0	F	2890
Cessnock	35-44	0	M	3058
Cessnock	35-44	1	F	762
Cessnock	35-44	1	M	374
Cessnock	45-54		F	186
Cessnock	45-54		M	455
Cessnock	45-54	0	F	2762
Cessnock	45-54	0	M	3008
Cessnock	45-54	1	F	875
Cessnock	45-54	1	M	472
Cessnock	55-64		F	164
Cessnock	55-64		M	327
Cessnock	55-64	0	F	2791
Cessnock	55-64	0	M	2886
Cessnock	55-64	1	F	900
Cessnock	55-64	1	M	560
Cessnock	65-74		F	161
Cessnock	65-74		M	273
Cessnock	65-74	0	F	2566
Cessnock	65-74	0	M	2599
Cessnock	65-74	1	F	552
Cessnock	65-74	1	M	428
Cessnock	75-84		F	135
Cessnock	75-84		M	148
Cessnock	75-84	0	F	1292
Cessnock	75-84	0	M	1208
Cessnock	75-84	1	F	164
Cessnock	75-84	1	M	138
Cessnock	85+		F	92
Cessnock	85+		M	43
Cessnock	85+	0	F	626
Cessnock	85+	0	M	336
Cessnock	85+	1	F	29
Cessnock	85+	1	M	34
Clarence Valley	15-19		F	129
Clarence Valley	15-19		M	163
Clarence Valley	15-19	0	F	1046
Clarence Valley	15-19	0	M	1229
Clarence Valley	15-19	1	F	83
Clarence Valley	15-19	1	M	83
Clarence Valley	20-24		F	101
Clarence Valley	20-24		M	221
Clarence Valley	20-24	0	F	933
Clarence Valley	20-24	0	M	962
Clarence Valley	20-24	1	F	92
Clarence Valley	20-24	1	M	59
Clarence Valley	25-34		F	263
Clarence Valley	25-34		M	574
Clarence Valley	25-34	0	F	1987
Clarence Valley	25-34	0	M	1883
Clarence Valley	25-34	1	F	319
Clarence Valley	25-34	1	M	180
Clarence Valley	35-44		F	284
Clarence Valley	35-44		M	487
Clarence Valley	35-44	0	F	1912
Clarence Valley	35-44	0	M	1940
Clarence Valley	35-44	1	F	496
Clarence Valley	35-44	1	M	277
Clarence Valley	45-54		F	262
Clarence Valley	45-54		M	397
Clarence Valley	45-54	0	F	2373
Clarence Valley	45-54	0	M	2313
Clarence Valley	45-54	1	F	735
Clarence Valley	45-54	1	M	445
Clarence Valley	55-64		F	265
Clarence Valley	55-64		M	360
Clarence Valley	55-64	0	F	2957
Clarence Valley	55-64	0	M	3103
Clarence Valley	55-64	1	F	1034
Clarence Valley	55-64	1	M	691
Clarence Valley	65-74		F	246
Clarence Valley	65-74		M	273
Clarence Valley	65-74	0	F	3121
Clarence Valley	65-74	0	M	3446
Clarence Valley	65-74	1	F	755
Clarence Valley	65-74	1	M	512
Clarence Valley	75-84		F	215
Clarence Valley	75-84		M	191
Clarence Valley	75-84	0	F	1882
Clarence Valley	75-84	0	M	1872
Clarence Valley	75-84	1	F	310
Clarence Valley	75-84	1	M	248
Clarence Valley	85+		F	144
Clarence Valley	85+		M	76
Clarence Valley	85+	0	F	874
Clarence Valley	85+	0	M	547
Clarence Valley	85+	1	F	54
Clarence Valley	85+	1	M	61
Cobar	15-19		F	31
Cobar	15-19		M	30
Cobar	15-19	0	F	68
Cobar	15-19	0	M	92
Cobar	15-19	1	F	5
Cobar	15-19	1	M	6
Cobar	20-24		F	24
Cobar	20-24		M	12
Cobar	20-24	0	F	81
Cobar	20-24	0	M	87
Cobar	20-24	1	F	7
Cobar	20-24	1	M	13
Cobar	25-34		F	46
Cobar	25-34		M	49
Cobar	25-34	0	F	230
Cobar	25-34	0	M	230
Cobar	25-34	1	F	26
Cobar	25-34	1	M	16
Cobar	35-44		F	48
Cobar	35-44		M	42
Cobar	35-44	0	F	187
Cobar	35-44	0	M	183
Cobar	35-44	1	F	34
Cobar	35-44	1	M	18
Cobar	45-54		F	32
Cobar	45-54		M	41
Cobar	45-54	0	F	141
Cobar	45-54	0	M	176
Cobar	45-54	1	F	27
Cobar	45-54	1	M	19
Cobar	55-64		F	32
Cobar	55-64		M	42
Cobar	55-64	0	F	175
Cobar	55-64	0	M	229
Cobar	55-64	1	F	50
Cobar	55-64	1	M	23
Cobar	65-74		F	21
Cobar	65-74		M	37
Cobar	65-74	0	F	129
Cobar	65-74	0	M	163
Cobar	65-74	1	F	22
Cobar	65-74	1	M	24
Cobar	75-84		F	22
Cobar	75-84		M	17
Cobar	75-84	0	F	84
Cobar	75-84	0	M	69
Cobar	75-84	1	F	8
Cobar	75-84	1	M	13
Cobar	85+		F	4
Cobar	85+		M	4
Cobar	85+	0	F	36
Cobar	85+	0	M	24
Cobar	85+	1	F	4
Cobar	85+	1	M	3
Coffs Harbour	15-19		F	159
Coffs Harbour	15-19		M	176
Coffs Harbour	15-19	0	F	1959
Coffs Harbour	15-19	0	M	1988
Coffs Harbour	15-19	1	F	125
Coffs Harbour	15-19	1	M	106
Coffs Harbour	20-24		F	126
Coffs Harbour	20-24		M	139
Coffs Harbour	20-24	0	F	1511
Coffs Harbour	20-24	0	M	1607
Coffs Harbour	20-24	1	F	125
Coffs Harbour	20-24	1	M	99
Coffs Harbour	25-34		F	340
Coffs Harbour	25-34		M	376
Coffs Harbour	25-34	0	F	3684
Coffs Harbour	25-34	0	M	3622
Coffs Harbour	25-34	1	F	492
Coffs Harbour	25-34	1	M	274
Coffs Harbour	35-44		F	311
Coffs Harbour	35-44		M	340
Coffs Harbour	35-44	0	F	3800
Coffs Harbour	35-44	0	M	3641
Coffs Harbour	35-44	1	F	751
Coffs Harbour	35-44	1	M	422
Coffs Harbour	45-54		F	277
Coffs Harbour	45-54		M	322
Coffs Harbour	45-54	0	F	3785
Coffs Harbour	45-54	0	M	3760
Coffs Harbour	45-54	1	F	1070
Coffs Harbour	45-54	1	M	600
Coffs Harbour	55-64		F	281
Coffs Harbour	55-64		M	299
Coffs Harbour	55-64	0	F	4022
Coffs Harbour	55-64	0	M	3905
Coffs Harbour	55-64	1	F	1284
Coffs Harbour	55-64	1	M	788
Coffs Harbour	65-74		F	276
Coffs Harbour	65-74		M	252
Coffs Harbour	65-74	0	F	4094
Coffs Harbour	65-74	0	M	4043
Coffs Harbour	65-74	1	F	893
Coffs Harbour	65-74	1	M	636
Coffs Harbour	75-84		F	323
Coffs Harbour	75-84		M	232
Coffs Harbour	75-84	0	F	2392
Coffs Harbour	75-84	0	M	2126
Coffs Harbour	75-84	1	F	378
Coffs Harbour	75-84	1	M	277
Coffs Harbour	85+		F	284
Coffs Harbour	85+		M	146
Coffs Harbour	85+	0	F	1053
Coffs Harbour	85+	0	M	679
Coffs Harbour	85+	1	F	70
Coffs Harbour	85+	1	M	95
Coolamon	15-19		F	19
Coolamon	15-19		M	11
Coolamon	15-19	0	F	113
Coolamon	15-19	0	M	129
Coolamon	15-19	1	F	14
Coolamon	15-19	1	M	11
Coolamon	20-24		F	7
Coolamon	20-24		M	3
Coolamon	20-24	0	F	82
Coolamon	20-24	0	M	78
Coolamon	20-24	1	F	9
Coolamon	20-24	1	M	4
Coolamon	25-34		F	11
Coolamon	25-34		M	14
Coolamon	25-34	0	F	197
Coolamon	25-34	0	M	169
Coolamon	25-34	1	F	28
Coolamon	25-34	1	M	19
Coolamon	35-44		F	4
Coolamon	35-44		M	21
Coolamon	35-44	0	F	161
Coolamon	35-44	0	M	173
Coolamon	35-44	1	F	47
Coolamon	35-44	1	M	36
Coolamon	45-54		F	19
Coolamon	45-54		M	15
Coolamon	45-54	0	F	203
Coolamon	45-54	0	M	195
Coolamon	45-54	1	F	60
Coolamon	45-54	1	M	37
Coolamon	55-64		F	17
Coolamon	55-64		M	17
Coolamon	55-64	0	F	208
Coolamon	55-64	0	M	212
Coolamon	55-64	1	F	86
Coolamon	55-64	1	M	57
Coolamon	65-74		F	19
Coolamon	65-74		M	24
Coolamon	65-74	0	F	197
Coolamon	65-74	0	M	243
Coolamon	65-74	1	F	47
Coolamon	65-74	1	M	33
Coolamon	75-84		F	25
Coolamon	75-84		M	18
Coolamon	75-84	0	F	137
Coolamon	75-84	0	M	130
Coolamon	75-84	1	F	15
Coolamon	75-84	1	M	16
Coolamon	85+		F	10
Coolamon	85+		M	10
Coolamon	85+	0	F	66
Coolamon	85+	0	M	46
Coolamon	85+	1	F	6
Coolamon	85+	1	M	3
Coonamble	15-19		F	11
Coonamble	15-19		M	30
Coonamble	15-19	0	F	79
Coonamble	15-19	0	M	80
Coonamble	15-19	1	F	4
Coonamble	20-24		F	19
Coonamble	20-24		M	11
Coonamble	20-24	0	F	74
Coonamble	20-24	0	M	66
Coonamble	20-24	1	F	8
Coonamble	20-24	1	M	3
Coonamble	25-34		F	35
Coonamble	25-34		M	28
Coonamble	25-34	0	F	202
Coonamble	25-34	0	M	151
Coonamble	25-34	1	F	29
Coonamble	25-34	1	M	10
Coonamble	35-44		F	40
Coonamble	35-44		M	34
Coonamble	35-44	0	F	134
Coonamble	35-44	0	M	137
Coonamble	35-44	1	F	24
Coonamble	35-44	1	M	26
Coonamble	45-54		F	25
Coonamble	45-54		M	26
Coonamble	45-54	0	F	160
Coonamble	45-54	0	M	159
Coonamble	45-54	1	F	37
Coonamble	45-54	1	M	25
Coonamble	55-64		F	32
Coonamble	55-64		M	35
Coonamble	55-64	0	F	166
