LGA_NAME21	Age	MaxSchoolingCompleted	Sex	adults
Canterbury-Bankstown	25-34	Year 8 or below	F	219
Canterbury-Bankstown	25-34	Year 8 or below	M	397
Canterbury-Bankstown	25-34	Year 9	F	306
Canterbury-Bankstown	25-34	Year 9	M	481
Canterbury-Bankstown	25-34	Year 10	F	1547
Canterbury-Bankstown	25-34	Year 10	M	2382
Canterbury-Bankstown	25-34	Year 11	F	814
Canterbury-Bankstown	25-34	Year 11	M	929
Canterbury-Bankstown	25-34	Year 12	F	21855
Canterbury-Bankstown	25-34	Year 12	M	21087
Canterbury-Bankstown	35-44		F	1823
Canterbury-Bankstown	35-44		M	2156
Canterbury-Bankstown	35-44	Did not go to school	F	303
Canterbury-Bankstown	35-44	Did not go to school	M	395
Canterbury-Bankstown	35-44	Year 8 or below	F	469
Canterbury-Bankstown	35-44	Year 8 or below	M	621
Canterbury-Bankstown	35-44	Year 9	F	518
Canterbury-Bankstown	35-44	Year 9	M	673
Canterbury-Bankstown	35-44	Year 10	F	2048
Canterbury-Bankstown	35-44	Year 10	M	2626
Canterbury-Bankstown	35-44	Year 11	F	864
Canterbury-Bankstown	35-44	Year 11	M	873
Canterbury-Bankstown	35-44	Year 12	F	19333
Canterbury-Bankstown	35-44	Year 12	M	18228
Canterbury-Bankstown	45-54		F	1458
Canterbury-Bankstown	45-54		M	1559
Canterbury-Bankstown	45-54	Did not go to school	F	606
Canterbury-Bankstown	45-54	Did not go to school	M	483
Canterbury-Bankstown	45-54	Year 8 or below	F	856
Canterbury-Bankstown	45-54	Year 8 or below	M	888
Canterbury-Bankstown	45-54	Year 9	F	767
Canterbury-Bankstown	45-54	Year 9	M	811
Canterbury-Bankstown	45-54	Year 10	F	3752
Canterbury-Bankstown	45-54	Year 10	M	3999
Canterbury-Bankstown	45-54	Year 11	F	944
Canterbury-Bankstown	45-54	Year 11	M	982
Canterbury-Bankstown	45-54	Year 12	F	14916
Canterbury-Bankstown	45-54	Year 12	M	13506
Canterbury-Bankstown	55-64		F	1317
Canterbury-Bankstown	55-64		M	1400
Canterbury-Bankstown	55-64	Did not go to school	F	1059
Canterbury-Bankstown	55-64	Did not go to school	M	814
Canterbury-Bankstown	55-64	Year 8 or below	F	1627
Canterbury-Bankstown	55-64	Year 8 or below	M	1384
Canterbury-Bankstown	55-64	Year 9	F	1001
Canterbury-Bankstown	55-64	Year 9	M	980
Canterbury-Bankstown	55-64	Year 10	F	4900
Canterbury-Bankstown	55-64	Year 10	M	4576
Canterbury-Bankstown	55-64	Year 11	F	708
Canterbury-Bankstown	55-64	Year 11	M	859
Canterbury-Bankstown	55-64	Year 12	F	10487
Canterbury-Bankstown	55-64	Year 12	M	10659
Canterbury-Bankstown	65-74		F	1166
Canterbury-Bankstown	65-74		M	1158
Canterbury-Bankstown	65-74	Did not go to school	F	1179
Canterbury-Bankstown	65-74	Did not go to school	M	832
Canterbury-Bankstown	65-74	Year 8 or below	F	2457
Canterbury-Bankstown	65-74	Year 8 or below	M	1857
Canterbury-Bankstown	65-74	Year 9	F	1181
Canterbury-Bankstown	65-74	Year 9	M	973
Canterbury-Bankstown	65-74	Year 10	F	3551
Canterbury-Bankstown	65-74	Year 10	M	2870
Canterbury-Bankstown	65-74	Year 11	F	408
Canterbury-Bankstown	65-74	Year 11	M	434
Canterbury-Bankstown	65-74	Year 12	F	5340
Canterbury-Bankstown	65-74	Year 12	M	6256
Canterbury-Bankstown	75-84		F	1018
Canterbury-Bankstown	75-84		M	928
Canterbury-Bankstown	75-84	Did not go to school	F	1041
Canterbury-Bankstown	75-84	Did not go to school	M	684
Canterbury-Bankstown	75-84	Year 8 or below	F	2357
Canterbury-Bankstown	75-84	Year 8 or below	M	1794
Canterbury-Bankstown	75-84	Year 9	F	898
Canterbury-Bankstown	75-84	Year 9	M	676
Canterbury-Bankstown	75-84	Year 10	F	1926
Canterbury-Bankstown	75-84	Year 10	M	1637
Canterbury-Bankstown	75-84	Year 11	F	146
Canterbury-Bankstown	75-84	Year 11	M	174
Canterbury-Bankstown	75-84	Year 12	F	1848
Canterbury-Bankstown	75-84	Year 12	M	2345
Canterbury-Bankstown	85+		F	1075
Canterbury-Bankstown	85+		M	586
Canterbury-Bankstown	85+	Did not go to school	F	674
Canterbury-Bankstown	85+	Did not go to school	M	320
Canterbury-Bankstown	85+	Year 8 or below	F	1206
Canterbury-Bankstown	85+	Year 8 or below	M	882
Canterbury-Bankstown	85+	Year 9	F	473
Canterbury-Bankstown	85+	Year 9	M	297
Canterbury-Bankstown	85+	Year 10	F	784
Canterbury-Bankstown	85+	Year 10	M	572
Canterbury-Bankstown	85+	Year 11	F	53
Canterbury-Bankstown	85+	Year 11	M	60
Canterbury-Bankstown	85+	Year 12	F	658
Canterbury-Bankstown	85+	Year 12	M	716
Carrathool	15-19		F	3
Carrathool	15-19		M	11
Carrathool	15-19	Year 10	M	18
Carrathool	15-19	Year 11	F	7
Carrathool	15-19	Year 11	M	7
Carrathool	15-19	Year 12	F	13
Carrathool	15-19	Year 12	M	6
Carrathool	20-24		F	10
Carrathool	20-24		M	13
Carrathool	20-24	Year 9	F	3
Carrathool	20-24	Year 9	M	5
Carrathool	20-24	Year 10	F	3
Carrathool	20-24	Year 10	M	13
Carrathool	20-24	Year 11	F	10
Carrathool	20-24	Year 11	M	16
Carrathool	20-24	Year 12	F	47
Carrathool	20-24	Year 12	M	40
Carrathool	25-34		F	13
Carrathool	25-34		M	40
Carrathool	25-34	Year 8 or below	M	3
Carrathool	25-34	Year 9	F	6
Carrathool	25-34	Year 9	M	12
Carrathool	25-34	Year 10	F	22
Carrathool	25-34	Year 10	M	54
Carrathool	25-34	Year 11	F	16
Carrathool	25-34	Year 11	M	21
Carrathool	25-34	Year 12	F	138
Carrathool	25-34	Year 12	M	135
Carrathool	35-44		F	22
Carrathool	35-44		M	18
Carrathool	35-44	Did not go to school	M	3
Carrathool	35-44	Year 9	F	5
Carrathool	35-44	Year 9	M	6
Carrathool	35-44	Year 10	F	23
Carrathool	35-44	Year 10	M	42
Carrathool	35-44	Year 11	F	10
Carrathool	35-44	Year 11	M	17
Carrathool	35-44	Year 12	F	108
Carrathool	35-44	Year 12	M	82
Carrathool	45-54		F	23
Carrathool	45-54		M	33
Carrathool	45-54	Year 8 or below	F	3
Carrathool	45-54	Year 8 or below	M	11
Carrathool	45-54	Year 9	F	7
Carrathool	45-54	Year 9	M	20
Carrathool	45-54	Year 10	F	34
Carrathool	45-54	Year 10	M	71
Carrathool	45-54	Year 11	F	7
Carrathool	45-54	Year 11	M	13
Carrathool	45-54	Year 12	F	87
Carrathool	45-54	Year 12	M	57
Carrathool	55-64		F	34
Carrathool	55-64		M	24
Carrathool	55-64	Did not go to school	M	3
Carrathool	55-64	Year 8 or below	F	5
Carrathool	55-64	Year 8 or below	M	11
Carrathool	55-64	Year 9	F	11
Carrathool	55-64	Year 9	M	29
Carrathool	55-64	Year 10	F	75
Carrathool	55-64	Year 10	M	97
Carrathool	55-64	Year 11	F	11
Carrathool	55-64	Year 11	M	15
Carrathool	55-64	Year 12	F	36
Carrathool	55-64	Year 12	M	38
Carrathool	65-74		F	15
Carrathool	65-74		M	26
Carrathool	65-74	Did not go to school	F	4
Carrathool	65-74	Did not go to school	M	8
Carrathool	65-74	Year 8 or below	F	9
Carrathool	65-74	Year 8 or below	M	25
Carrathool	65-74	Year 9	F	13
Carrathool	65-74	Year 9	M	22
Carrathool	65-74	Year 10	F	30
Carrathool	65-74	Year 10	M	48
Carrathool	65-74	Year 11	F	6
Carrathool	65-74	Year 11	M	3
Carrathool	65-74	Year 12	F	23
Carrathool	65-74	Year 12	M	25
Carrathool	75-84		F	11
Carrathool	75-84		M	14
Carrathool	75-84	Year 8 or below	F	13
Carrathool	75-84	Year 8 or below	M	13
Carrathool	75-84	Year 9	F	10
Carrathool	75-84	Year 9	M	9
Carrathool	75-84	Year 10	F	14
Carrathool	75-84	Year 10	M	17
Carrathool	75-84	Year 11	F	3
Carrathool	75-84	Year 11	M	7
Carrathool	75-84	Year 12	F	10
Carrathool	75-84	Year 12	M	9
Carrathool	85+	Year 8 or below	F	10
Carrathool	85+	Year 9	F	11
Carrathool	85+	Year 9	M	9
Carrathool	85+	Year 10	F	9
Carrathool	85+	Year 11	F	5
Carrathool	85+	Year 12	F	3
Central Coast (NSW)	15-19		F	412
Central Coast (NSW)	15-19		M	469
Central Coast (NSW)	15-19	Did not go to school	F	8
Central Coast (NSW)	15-19	Did not go to school	M	6
Central Coast (NSW)	15-19	Year 8 or below	F	32
Central Coast (NSW)	15-19	Year 8 or below	M	69
Central Coast (NSW)	15-19	Year 9	F	192
Central Coast (NSW)	15-19	Year 9	M	277
Central Coast (NSW)	15-19	Year 10	F	866
Central Coast (NSW)	15-19	Year 10	M	1425
Central Coast (NSW)	15-19	Year 11	F	474
Central Coast (NSW)	15-19	Year 11	M	641
Central Coast (NSW)	15-19	Year 12	F	2199
Central Coast (NSW)	15-19	Year 12	M	1913
Central Coast (NSW)	20-24		F	436
Central Coast (NSW)	20-24		M	462
Central Coast (NSW)	20-24	Did not go to school	F	7
Central Coast (NSW)	20-24	Did not go to school	M	21
Central Coast (NSW)	20-24	Year 8 or below	F	19
Central Coast (NSW)	20-24	Year 8 or below	M	42
Central Coast (NSW)	20-24	Year 9	F	147
Central Coast (NSW)	20-24	Year 9	M	232
Central Coast (NSW)	20-24	Year 10	F	1124
Central Coast (NSW)	20-24	Year 10	M	1517
Central Coast (NSW)	20-24	Year 11	F	798
Central Coast (NSW)	20-24	Year 11	M	1082
Central Coast (NSW)	20-24	Year 12	F	6553
Central Coast (NSW)	20-24	Year 12	M	6017
Central Coast (NSW)	25-34		F	993
Central Coast (NSW)	25-34		M	1091
Central Coast (NSW)	25-34	Did not go to school	F	34
Central Coast (NSW)	25-34	Did not go to school	M	42
Central Coast (NSW)	25-34	Year 8 or below	F	104
Central Coast (NSW)	25-34	Year 8 or below	M	158
Central Coast (NSW)	25-34	Year 9	F	383
Central Coast (NSW)	25-34	Year 9	M	478
Central Coast (NSW)	25-34	Year 10	F	3197
Central Coast (NSW)	25-34	Year 10	M	3982
Central Coast (NSW)	25-34	Year 11	F	1264
Central Coast (NSW)	25-34	Year 11	M	1590
Central Coast (NSW)	25-34	Year 12	F	13518
Central Coast (NSW)	25-34	Year 12	M	11258
Central Coast (NSW)	35-44		F	1019
Central Coast (NSW)	35-44		M	1027
Central Coast (NSW)	35-44	Did not go to school	F	44
Central Coast (NSW)	35-44	Did not go to school	M	57
Central Coast (NSW)	35-44	Year 8 or below	F	135
Central Coast (NSW)	35-44	Year 8 or below	M	215
Central Coast (NSW)	35-44	Year 9	F	532
Central Coast (NSW)	35-44	Year 9	M	709
Central Coast (NSW)	35-44	Year 10	F	3456
Central Coast (NSW)	35-44	Year 10	M	4495
Central Coast (NSW)	35-44	Year 11	F	1384
Central Coast (NSW)	35-44	Year 11	M	1611
Central Coast (NSW)	35-44	Year 12	F	14873
Central Coast (NSW)	35-44	Year 12	M	11788
Central Coast (NSW)	45-54		F	957
Central Coast (NSW)	45-54		M	1125
Central Coast (NSW)	45-54	Did not go to school	F	59
Central Coast (NSW)	45-54	Did not go to school	M	62
Central Coast (NSW)	45-54	Year 8 or below	F	264
Central Coast (NSW)	45-54	Year 8 or below	M	383
Central Coast (NSW)	45-54	Year 9	F	866
Central Coast (NSW)	45-54	Year 9	M	1119
Central Coast (NSW)	45-54	Year 10	F	7003
Central Coast (NSW)	45-54	Year 10	M	7239
Central Coast (NSW)	45-54	Year 11	F	1437
Central Coast (NSW)	45-54	Year 11	M	1398
Central Coast (NSW)	45-54	Year 12	F	12199
Central Coast (NSW)	45-54	Year 12	M	10046
Central Coast (NSW)	55-64		F	1047
Central Coast (NSW)	55-64		M	1068
Central Coast (NSW)	55-64	Did not go to school	F	81
Central Coast (NSW)	55-64	Did not go to school	M	90
Central Coast (NSW)	55-64	Year 8 or below	F	738
Central Coast (NSW)	55-64	Year 8 or below	M	749
Central Coast (NSW)	55-64	Year 9	F	1657
Central Coast (NSW)	55-64	Year 9	M	1417
Central Coast (NSW)	55-64	Year 10	F	9871
Central Coast (NSW)	55-64	Year 10	M	9145
Central Coast (NSW)	55-64	Year 11	F	1278
Central Coast (NSW)	55-64	Year 11	M	1181
Central Coast (NSW)	55-64	Year 12	F	8909
Central Coast (NSW)	55-64	Year 12	M	7623
Central Coast (NSW)	65-74		F	1445
Central Coast (NSW)	65-74		M	1188
Central Coast (NSW)	65-74	Did not go to school	F	86
Central Coast (NSW)	65-74	Did not go to school	M	119
Central Coast (NSW)	65-74	Year 8 or below	F	1349
Central Coast (NSW)	65-74	Year 8 or below	M	1230
Central Coast (NSW)	65-74	Year 9	F	2958
Central Coast (NSW)	65-74	Year 9	M	2191
Central Coast (NSW)	65-74	Year 10	F	8695
Central Coast (NSW)	65-74	Year 10	M	6133
Central Coast (NSW)	65-74	Year 11	F	891
Central Coast (NSW)	65-74	Year 11	M	879
Central Coast (NSW)	65-74	Year 12	F	6371
Central Coast (NSW)	65-74	Year 12	M	7143
Central Coast (NSW)	75-84		F	1711
Central Coast (NSW)	75-84		M	1166
Central Coast (NSW)	75-84	Did not go to school	F	83
Central Coast (NSW)	75-84	Did not go to school	M	101
Central Coast (NSW)	75-84	Year 8 or below	F	1256
Central Coast (NSW)	75-84	Year 8 or below	M	1112
Central Coast (NSW)	75-84	Year 9	F	2127
Central Coast (NSW)	75-84	Year 9	M	1795
Central Coast (NSW)	75-84	Year 10	F	5106
Central Coast (NSW)	75-84	Year 10	M	3641
Central Coast (NSW)	75-84	Year 11	F	571
Central Coast (NSW)	75-84	Year 11	M	546
Central Coast (NSW)	75-84	Year 12	F	2985
Central Coast (NSW)	75-84	Year 12	M	3475
Central Coast (NSW)	85+		F	1495
Central Coast (NSW)	85+		M	768
Central Coast (NSW)	85+	Did not go to school	F	81
Central Coast (NSW)	85+	Did not go to school	M	46
Central Coast (NSW)	85+	Year 8 or below	F	974
Central Coast (NSW)	85+	Year 8 or below	M	527
Central Coast (NSW)	85+	Year 9	F	1152
Central Coast (NSW)	85+	Year 9	M	540
Central Coast (NSW)	85+	Year 10	F	1740
Central Coast (NSW)	85+	Year 10	M	934
Central Coast (NSW)	85+	Year 11	F	193
Central Coast (NSW)	85+	Year 11	M	149
Central Coast (NSW)	85+	Year 12	F	980
Central Coast (NSW)	85+	Year 12	M	959
Central Darling	15-19		F	12
Central Darling	15-19		M	13
Central Darling	15-19	Year 8 or below	F	3
Central Darling	15-19	Year 8 or below	M	7
Central Darling	15-19	Year 9	F	3
Central Darling	15-19	Year 9	M	3
Central Darling	15-19	Year 10	F	4
Central Darling	15-19	Year 10	M	6
Central Darling	15-19	Year 11	F	6
Central Darling	15-19	Year 11	M	4
Central Darling	15-19	Year 12	F	3
Central Darling	15-19	Year 12	M	4
Central Darling	20-24		F	17
Central Darling	20-24		M	12
Central Darling	20-24	Year 8 or below	M	8
Central Darling	20-24	Year 9	F	7
Central Darling	20-24	Year 9	M	9
Central Darling	20-24	Year 10	F	5
Central Darling	20-24	Year 10	M	12
Central Darling	20-24	Year 11	M	6
Central Darling	20-24	Year 12	F	16
Central Darling	20-24	Year 12	M	12
Central Darling	25-34		F	23
Central Darling	25-34		M	23
Central Darling	25-34	Year 8 or below	F	4
Central Darling	25-34	Year 8 or below	M	10
Central Darling	25-34	Year 9	F	14
Central Darling	25-34	Year 9	M	15
Central Darling	25-34	Year 10	F	20
Central Darling	25-34	Year 10	M	13
Central Darling	25-34	Year 11	F	7
Central Darling	25-34	Year 11	M	8
Central Darling	25-34	Year 12	F	52
Central Darling	25-34	Year 12	M	29
Central Darling	35-44		F	24
Central Darling	35-44		M	11
Central Darling	35-44	Year 9	F	10
Central Darling	35-44	Year 9	M	6
Central Darling	35-44	Year 10	F	12
Central Darling	35-44	Year 10	M	31
Central Darling	35-44	Year 11	F	8
Central Darling	35-44	Year 11	M	13
Central Darling	35-44	Year 12	F	39
Central Darling	35-44	Year 12	M	21
Central Darling	45-54		F	25
Central Darling	45-54		M	16
Central Darling	45-54	Year 8 or below	F	4
Central Darling	45-54	Year 8 or below	M	4
Central Darling	45-54	Year 9	F	21
Central Darling	45-54	Year 9	M	16
Central Darling	45-54	Year 10	F	31
Central Darling	45-54	Year 10	M	36
Central Darling	45-54	Year 11	F	8
Central Darling	45-54	Year 11	M	10
Central Darling	45-54	Year 12	F	26
Central Darling	45-54	Year 12	M	18
Central Darling	55-64		F	21
Central Darling	55-64		M	37
Central Darling	55-64	Did not go to school	M	4
Central Darling	55-64	Year 8 or below	F	8
Central Darling	55-64	Year 8 or below	M	17
Central Darling	55-64	Year 9	F	11
Central Darling	55-64	Year 9	M	8
Central Darling	55-64	Year 10	F	46
Central Darling	55-64	Year 10	M	28
Central Darling	55-64	Year 11	F	7
Central Darling	55-64	Year 11	M	6
Central Darling	55-64	Year 12	F	18
Central Darling	55-64	Year 12	M	18
Central Darling	65-74		F	16
Central Darling	65-74		M	33
Central Darling	65-74	Did not go to school	F	4
Central Darling	65-74	Did not go to school	M	6
Central Darling	65-74	Year 8 or below	F	5
Central Darling	65-74	Year 8 or below	M	30
Central Darling	65-74	Year 9	F	24
Central Darling	65-74	Year 9	M	17
Central Darling	65-74	Year 10	F	22
Central Darling	65-74	Year 10	M	28
Central Darling	65-74	Year 11	F	4
Central Darling	65-74	Year 11	M	7
Central Darling	65-74	Year 12	F	14
Central Darling	65-74	Year 12	M	21
Central Darling	75-84		F	7
Central Darling	75-84		M	9
Central Darling	75-84	Did not go to school	F	4
Central Darling	75-84	Year 8 or below	F	11
Central Darling	75-84	Year 8 or below	M	14
Central Darling	75-84	Year 9	F	8
Central Darling	75-84	Year 9	M	7
Central Darling	75-84	Year 10	F	7
Central Darling	75-84	Year 10	M	12
Central Darling	75-84	Year 12	F	10
Central Darling	75-84	Year 12	M	14
Central Darling	85+		F	3
Central Darling	85+	Year 8 or below	F	5
Central Darling	85+	Year 8 or below	M	8
Central Darling	85+	Year 9	F	4
Cessnock	15-19		F	88
Cessnock	15-19		M	95
Cessnock	15-19	Did not go to school	M	5
Cessnock	15-19	Year 8 or below	F	18
Cessnock	15-19	Year 8 or below	M	20
Cessnock	15-19	Year 9	F	58
Cessnock	15-19	Year 9	M	88
Cessnock	15-19	Year 10	F	269
Cessnock	15-19	Year 10	M	333
Cessnock	15-19	Year 11	F	148
Cessnock	15-19	Year 11	M	177
Cessnock	15-19	Year 12	F	341
Cessnock	15-19	Year 12	M	291
Cessnock	20-24		F	110
Cessnock	20-24		M	229
Cessnock	20-24	Did not go to school	F	6
Cessnock	20-24	Did not go to school	M	4
Cessnock	20-24	Year 8 or below	F	14
Cessnock	20-24	Year 8 or below	M	21
Cessnock	20-24	Year 9	F	48
Cessnock	20-24	Year 9	M	88
Cessnock	20-24	Year 10	F	346
Cessnock	20-24	Year 10	M	390
Cessnock	20-24	Year 11	F	242
Cessnock	20-24	Year 11	M	269
Cessnock	20-24	Year 12	F	1119
Cessnock	20-24	Year 12	M	962
Cessnock	25-34		F	205
Cessnock	25-34		M	679
Cessnock	25-34	Did not go to school	F	9
Cessnock	25-34	Did not go to school	M	19
Cessnock	25-34	Year 8 or below	F	37
Cessnock	25-34	Year 8 or below	M	57
Cessnock	25-34	Year 9	F	166
Cessnock	25-34	Year 9	M	196
Cessnock	25-34	Year 10	F	1172
Cessnock	25-34	Year 10	M	1393
Cessnock	25-34	Year 11	F	434
Cessnock	25-34	Year 11	M	479
Cessnock	25-34	Year 12	F	2480
Cessnock	25-34	Year 12	M	1783
Cessnock	35-44		F	171
Cessnock	35-44		M	591
Cessnock	35-44	Did not go to school	F	6
Cessnock	35-44	Did not go to school	M	12
Cessnock	35-44	Year 8 or below	F	36
Cessnock	35-44	Year 8 or below	M	64
Cessnock	35-44	Year 9	F	164
Cessnock	35-44	Year 9	M	199
Cessnock	35-44	Year 10	F	1022
Cessnock	35-44	Year 10	M	1278
Cessnock	35-44	Year 11	F	413
Cessnock	35-44	Year 11	M	408
Cessnock	35-44	Year 12	F	2053
Cessnock	35-44	Year 12	M	1478
Cessnock	45-54		F	169
Cessnock	45-54		M	462
Cessnock	45-54	Did not go to school	F	9
Cessnock	45-54	Did not go to school	M	13
Cessnock	45-54	Year 8 or below	F	67
Cessnock	45-54	Year 8 or below	M	94
Cessnock	45-54	Year 9	F	274
Cessnock	45-54	Year 9	M	304
Cessnock	45-54	Year 10	F	1605
Cessnock	45-54	Year 10	M	1766
Cessnock	45-54	Year 11	F	294
Cessnock	45-54	Year 11	M	250
Cessnock	45-54	Year 12	F	1392
Cessnock	45-54	Year 12	M	1034
Cessnock	55-64		F	166
Cessnock	55-64		M	324
Cessnock	55-64	Did not go to school	F	17
Cessnock	55-64	Did not go to school	M	15
Cessnock	55-64	Year 8 or below	F	207
Cessnock	55-64	Year 8 or below	M	221
Cessnock	55-64	Year 9	F	558
Cessnock	55-64	Year 9	M	459
Cessnock	55-64	Year 10	F	1796
Cessnock	55-64	Year 10	M	1872
Cessnock	55-64	Year 11	F	192
Cessnock	55-64	Year 11	M	153
Cessnock	55-64	Year 12	F	923
Cessnock	55-64	Year 12	M	723
Cessnock	65-74		F	212
Cessnock	65-74		M	304
Cessnock	65-74	Did not go to school	F	15
Cessnock	65-74	Did not go to school	M	17
Cessnock	65-74	Year 8 or below	F	396
Cessnock	65-74	Year 8 or below	M	404
Cessnock	65-74	Year 9	F	692
Cessnock	65-74	Year 9	M	533
Cessnock	65-74	Year 10	F	1207
Cessnock	65-74	Year 10	M	1166
Cessnock	65-74	Year 11	F	117
Cessnock	65-74	Year 11	M	117
Cessnock	65-74	Year 12	F	637
Cessnock	65-74	Year 12	M	766
Cessnock	75-84		F	214
Cessnock	75-84		M	215
Cessnock	75-84	Did not go to school	F	9
Cessnock	75-84	Did not go to school	M	14
Cessnock	75-84	Year 8 or below	F	199
Cessnock	75-84	Year 8 or below	M	219
Cessnock	75-84	Year 9	F	337
Cessnock	75-84	Year 9	M	282
Cessnock	75-84	Year 10	F	567
Cessnock	75-84	Year 10	M	449
Cessnock	75-84	Year 11	F	43
Cessnock	75-84	Year 11	M	52
Cessnock	75-84	Year 12	F	214
Cessnock	75-84	Year 12	M	257
Cessnock	85+		F	165
Cessnock	85+		M	72
Cessnock	85+	Did not go to school	F	4
Cessnock	85+	Did not go to school	M	6
Cessnock	85+	Year 8 or below	F	163
Cessnock	85+	Year 8 or below	M	103
Cessnock	85+	Year 9	F	153
Cessnock	85+	Year 9	M	68
Cessnock	85+	Year 10	F	189
Cessnock	85+	Year 10	M	105
Cessnock	85+	Year 11	F	15
Cessnock	85+	Year 11	M	14
Cessnock	85+	Year 12	F	53
Cessnock	85+	Year 12	M	48
Clarence Valley	15-19		F	95
Clarence Valley	15-19		M	117
Clarence Valley	15-19	Did not go to school	F	3
Clarence Valley	15-19	Year 8 or below	F	12
Clarence Valley	15-19	Year 8 or below	M	12
Clarence Valley	15-19	Year 9	F	37
Clarence Valley	15-19	Year 9	M	64
Clarence Valley	15-19	Year 10	F	131
Clarence Valley	15-19	Year 10	M	230
Clarence Valley	15-19	Year 11	F	52
Clarence Valley	15-19	Year 11	M	119
Clarence Valley	15-19	Year 12	F	211
Clarence Valley	15-19	Year 12	M	185
Clarence Valley	20-24		F	98
Clarence Valley	20-24		M	208
Clarence Valley	20-24	Did not go to school	F	4
Clarence Valley	20-24	Year 8 or below	F	4
Clarence Valley	20-24	Year 8 or below	M	11
Clarence Valley	20-24	Year 9	F	28
Clarence Valley	20-24	Year 9	M	32
Clarence Valley	20-24	Year 10	F	181
Clarence Valley	20-24	Year 10	M	233
Clarence Valley	20-24	Year 11	F	115
Clarence Valley	20-24	Year 11	M	154
Clarence Valley	20-24	Year 12	F	696
Clarence Valley	20-24	Year 12	M	603
Clarence Valley	25-34		F	252
Clarence Valley	25-34		M	571
Clarence Valley	25-34	Did not go to school	F	3
Clarence Valley	25-34	Did not go to school	M	7
Clarence Valley	25-34	Year 8 or below	F	24
Clarence Valley	25-34	Year 8 or below	M	33
Clarence Valley	25-34	Year 9	F	89
Clarence Valley	25-34	Year 9	M	88
Clarence Valley	25-34	Year 10	F	492
Clarence Valley	25-34	Year 10	M	632
Clarence Valley	25-34	Year 11	F	198
Clarence Valley	25-34	Year 11	M	229
Clarence Valley	25-34	Year 12	F	1522
Clarence Valley	25-34	Year 12	M	1077
Clarence Valley	35-44		F	254
Clarence Valley	35-44		M	473
Clarence Valley	35-44	Did not go to school	F	4
Clarence Valley	35-44	Did not go to school	M	11
Clarence Valley	35-44	Year 8 or below	F	20
Clarence Valley	35-44	Year 8 or below	M	50
Clarence Valley	35-44	Year 9	F	103
Clarence Valley	35-44	Year 9	M	127
Clarence Valley	35-44	Year 10	F	574
Clarence Valley	35-44	Year 10	M	716
Clarence Valley	35-44	Year 11	F	197
Clarence Valley	35-44	Year 11	M	208
Clarence Valley	35-44	Year 12	F	1535
Clarence Valley	35-44	Year 12	M	1119
Clarence Valley	45-54		F	251
Clarence Valley	45-54		M	394
Clarence Valley	45-54	Did not go to school	F	14
Clarence Valley	45-54	Did not go to school	M	10
Clarence Valley	45-54	Year 8 or below	F	61
Clarence Valley	45-54	Year 8 or below	M	98
Clarence Valley	45-54	Year 9	F	174
Clarence Valley	45-54	Year 9	M	209
Clarence Valley	45-54	Year 10	F	1147
Clarence Valley	45-54	Year 10	M	1138
Clarence Valley	45-54	Year 11	F	267
Clarence Valley	45-54	Year 11	M	237
Clarence Valley	45-54	Year 12	F	1456
Clarence Valley	45-54	Year 12	M	1072
Clarence Valley	55-64		F	269
Clarence Valley	55-64		M	390
Clarence Valley	55-64	Did not go to school	F	10
Clarence Valley	55-64	Did not go to school	M	6
Clarence Valley	55-64	Year 8 or below	F	117
Clarence Valley	55-64	Year 8 or below	M	193
Clarence Valley	55-64	Year 9	F	354
Clarence Valley	55-64	Year 9	M	387
Clarence Valley	55-64	Year 10	F	1884
Clarence Valley	55-64	Year 10	M	1832
Clarence Valley	55-64	Year 11	F	302
Clarence Valley	55-64	Year 11	M	265
Clarence Valley	55-64	Year 12	F	1317
Clarence Valley	55-64	Year 12	M	1077
Clarence Valley	65-74		F	312
Clarence Valley	65-74		M	335
Clarence Valley	65-74	Did not go to school	F	11
Clarence Valley	65-74	Did not go to school	M	15
Clarence Valley	65-74	Year 8 or below	F	244
Clarence Valley	65-74	Year 8 or below	M	348
Clarence Valley	65-74	Year 9	F	594
Clarence Valley	65-74	Year 9	M	572
Clarence Valley	65-74	Year 10	F	1749
Clarence Valley	65-74	Year 10	M	1528
Clarence Valley	65-74	Year 11	F	204
Clarence Valley	65-74	Year 11	M	229
Clarence Valley	65-74	Year 12	F	1011
Clarence Valley	65-74	Year 12	M	1198
Clarence Valley	75-84		F	277
Clarence Valley	75-84		M	239
Clarence Valley	75-84	Did not go to school	F	10
Clarence Valley	75-84	Did not go to school	M	11
Clarence Valley	75-84	Year 8 or below	F	261
Clarence Valley	75-84	Year 8 or below	M	317
Clarence Valley	75-84	Year 9	F	388
Clarence Valley	75-84	Year 9	M	392
Clarence Valley	75-84	Year 10	F	941
Clarence Valley	75-84	Year 10	M	736
Clarence Valley	75-84	Year 11	F	121
Clarence Valley	75-84	Year 11	M	104
Clarence Valley	75-84	Year 12	F	402
Clarence Valley	75-84	Year 12	M	510
Clarence Valley	85+		F	203
Clarence Valley	85+		M	94
Clarence Valley	85+	Did not go to school	F	10
Clarence Valley	85+	Did not go to school	M	8
Clarence Valley	85+	Year 8 or below	F	225
Clarence Valley	85+	Year 8 or below	M	160
Clarence Valley	85+	Year 9	F	189
Clarence Valley	85+	Year 9	M	100
Clarence Valley	85+	Year 10	F	285
Clarence Valley	85+	Year 10	M	166
