LGA_NAME16	CoupleFamily	HasChild	HasChildUnder15	MortgageRepayment.min	families_in_occupied_private_dwellings_being_purchased
Ballina	1	0	0	5400	32
Ballina	1	0	0	7200	46
Ballina	1	0	0	9600	65
Ballina	1	0	0	12000	78
Ballina	1	0	0	14400	90
Ballina	1	0	0	16800	65
Ballina	1	0	0	19200	92
Ballina	1	0	0	21600	77
Ballina	1	0	0	24000	122
Ballina	1	0	0	26400	60
Ballina	1	0	0	28800	47
Ballina	1	0	0	31200	110
Ballina	1	0	0	36000	133
Ballina	1	0	0	48000	51
Ballina	1	0	0	60000	33
Ballina	1	1	0	0	28
Ballina	1	1	0	1800	7
Ballina	1	1	0	3600	9
Ballina	1	1	0	5400	7
Ballina	1	1	0	7200	21
Ballina	1	1	0	9600	31
Ballina	1	1	0	12000	31
Ballina	1	1	0	14400	55
Ballina	1	1	0	16800	35
Ballina	1	1	0	19200	60
Ballina	1	1	0	21600	36
Ballina	1	1	0	24000	63
Ballina	1	1	0	26400	26
Ballina	1	1	0	28800	16
Ballina	1	1	0	31200	41
Ballina	1	1	0	36000	65
Ballina	1	1	0	48000	26
Ballina	1	1	0	60000	19
Ballina	1	1	1	0	29
Ballina	1	1	1	1800	5
Ballina	1	1	1	3600	7
Ballina	1	1	1	5400	9
Ballina	1	1	1	7200	23
Ballina	1	1	1	9600	34
Ballina	1	1	1	12000	60
Ballina	1	1	1	14400	81
Ballina	1	1	1	16800	113
Ballina	1	1	1	19200	135
Ballina	1	1	1	21600	151
Ballina	1	1	1	24000	207
Ballina	1	1	1	26400	127
Ballina	1	1	1	28800	74
Ballina	1	1	1	31200	219
Ballina	1	1	1	36000	248
Ballina	1	1	1	48000	94
Ballina	1	1	1	60000	64
Balranald	0	1	0	12000	3
Balranald	0	1	1	12000	4
Balranald	0	1	1	14400	3
Balranald	1	0	0	0	4
Balranald	1	0	0	5400	5
Balranald	1	0	0	7200	5
Balranald	1	0	0	9600	8
Balranald	1	0	0	12000	3
Balranald	1	0	0	14400	6
Balranald	1	0	0	16800	5
Balranald	1	0	0	24000	5
Balranald	1	0	0	31200	3
Balranald	1	0	0	36000	3
Balranald	1	0	0	60000	4
Balranald	1	1	0	0	4
Balranald	1	1	0	9600	6
Balranald	1	1	0	14400	3
Balranald	1	1	1	0	5
Balranald	1	1	1	7200	8
Balranald	1	1	1	9600	8
Balranald	1	1	1	12000	9
Balranald	1	1	1	14400	7
Balranald	1	1	1	16800	5
Balranald	1	1	1	19200	6
Balranald	1	1	1	48000	4
Bathurst Regional		1	1	12000	3
Bathurst Regional		1	1	14400	4
Bathurst Regional		1	1	16800	3
Bathurst Regional		1	1	19200	3
Bathurst Regional	0	1	0	0	10
Bathurst Regional	0	1	0	1800	3
Bathurst Regional	0	1	0	3600	8
Bathurst Regional	0	1	0	5400	7
Bathurst Regional	0	1	0	7200	11
Bathurst Regional	0	1	0	9600	23
Bathurst Regional	0	1	0	12000	29
Bathurst Regional	0	1	0	14400	31
Bathurst Regional	0	1	0	16800	23
Bathurst Regional	0	1	0	19200	26
Bathurst Regional	0	1	0	21600	20
Bathurst Regional	0	1	0	24000	28
Bathurst Regional	0	1	0	26400	3
Bathurst Regional	0	1	0	28800	3
Bathurst Regional	0	1	0	31200	9
Bathurst Regional	0	1	0	36000	5
Bathurst Regional	0	1	0	48000	5
Bathurst Regional	0	1	0	60000	5
Bathurst Regional	0	1	1	0	6
Bathurst Regional	0	1	1	1800	3
Bathurst Regional	0	1	1	3600	5
Bathurst Regional	0	1	1	5400	4
Bathurst Regional	0	1	1	7200	10
Bathurst Regional	0	1	1	9600	17
Bathurst Regional	0	1	1	12000	22
Bathurst Regional	0	1	1	14400	39
Bathurst Regional	0	1	1	16800	46
Bathurst Regional	0	1	1	19200	36
Bathurst Regional	0	1	1	21600	39
Bathurst Regional	0	1	1	24000	32
Bathurst Regional	0	1	1	26400	12
Bathurst Regional	0	1	1	28800	8
Bathurst Regional	0	1	1	31200	12
Bathurst Regional	0	1	1	36000	4
Bathurst Regional	0	1	1	48000	3
Bathurst Regional	0	1	1	60000	3
Bathurst Regional	1	0	0	0	62
Bathurst Regional	1	0	0	1800	15
Bathurst Regional	1	0	0	3600	30
Bathurst Regional	1	0	0	5400	31
Bathurst Regional	1	0	0	7200	46
Bathurst Regional	1	0	0	9600	55
Bathurst Regional	1	0	0	12000	73
Bathurst Regional	1	0	0	14400	96
Bathurst Regional	1	0	0	16800	98
Bathurst Regional	1	0	0	19200	154
Bathurst Regional	1	0	0	21600	105
Bathurst Regional	1	0	0	24000	132
Bathurst Regional	1	0	0	26400	43
Bathurst Regional	1	0	0	28800	38
Bathurst Regional	1	0	0	31200	74
Bathurst Regional	1	0	0	36000	78
Bathurst Regional	1	0	0	48000	26
Bathurst Regional	1	0	0	60000	25
Bathurst Regional	1	1	0	0	18
Bathurst Regional	1	1	0	1800	4
Bathurst Regional	1	1	0	3600	7
Bathurst Regional	1	1	0	5400	15
Bathurst Regional	1	1	0	7200	19
Bathurst Regional	1	1	0	9600	38
Bathurst Regional	1	1	0	12000	40
Bathurst Regional	1	1	0	14400	59
Bathurst Regional	1	1	0	16800	49
Bathurst Regional	1	1	0	19200	81
Bathurst Regional	1	1	0	21600	47
Bathurst Regional	1	1	0	24000	79
Bathurst Regional	1	1	0	26400	19
Bathurst Regional	1	1	0	28800	16
Bathurst Regional	1	1	0	31200	50
Bathurst Regional	1	1	0	36000	44
Bathurst Regional	1	1	0	48000	23
Bathurst Regional	1	1	0	60000	9
Bathurst Regional	1	1	1	0	23
Bathurst Regional	1	1	1	1800	9
Bathurst Regional	1	1	1	3600	12
Bathurst Regional	1	1	1	5400	16
Bathurst Regional	1	1	1	7200	31
Bathurst Regional	1	1	1	9600	49
Bathurst Regional	1	1	1	12000	86
Bathurst Regional	1	1	1	14400	152
Bathurst Regional	1	1	1	16800	187
Bathurst Regional	1	1	1	19200	235
Bathurst Regional	1	1	1	21600	194
Bathurst Regional	1	1	1	24000	259
Bathurst Regional	1	1	1	26400	135
Bathurst Regional	1	1	1	28800	72
Bathurst Regional	1	1	1	31200	172
Bathurst Regional	1	1	1	36000	164
Bathurst Regional	1	1	1	48000	49
Bathurst Regional	1	1	1	60000	39
Bayside (NSW)		1	1	0	13
Bayside (NSW)		1	1	3600	7
Bayside (NSW)		1	1	5400	7
Bayside (NSW)		1	1	7200	3
Bayside (NSW)		1	1	9600	4
Bayside (NSW)		1	1	12000	5
Bayside (NSW)		1	1	14400	7
Bayside (NSW)		1	1	16800	7
Bayside (NSW)		1	1	19200	8
Bayside (NSW)		1	1	21600	6
Bayside (NSW)		1	1	24000	11
Bayside (NSW)		1	1	26400	4
Bayside (NSW)		1	1	28800	9
Bayside (NSW)		1	1	31200	16
Bayside (NSW)		1	1	36000	28
Bayside (NSW)		1	1	48000	17
Bayside (NSW)		1	1	60000	9
Bayside (NSW)	0	1	0	0	49
Bayside (NSW)	0	1	0	1800	7
Bayside (NSW)	0	1	0	3600	26
Bayside (NSW)	0	1	0	5400	13
Bayside (NSW)	0	1	0	7200	22
Bayside (NSW)	0	1	0	9600	50
Bayside (NSW)	0	1	0	12000	57
Bayside (NSW)	0	1	0	14400	55
Bayside (NSW)	0	1	0	16800	50
Bayside (NSW)	0	1	0	19200	85
Bayside (NSW)	0	1	0	21600	56
Bayside (NSW)	0	1	0	24000	87
Bayside (NSW)	0	1	0	26400	35
Bayside (NSW)	0	1	0	28800	39
Bayside (NSW)	0	1	0	31200	78
Bayside (NSW)	0	1	0	36000	126
Bayside (NSW)	0	1	0	48000	68
Bayside (NSW)	0	1	0	60000	54
Bayside (NSW)	0	1	1	0	34
Bayside (NSW)	0	1	1	1800	7
Bayside (NSW)	0	1	1	3600	5
Bayside (NSW)	0	1	1	5400	15
Bayside (NSW)	0	1	1	7200	12
Bayside (NSW)	0	1	1	9600	20
Bayside (NSW)	0	1	1	12000	22
Bayside (NSW)	0	1	1	14400	39
Bayside (NSW)	0	1	1	16800	38
Bayside (NSW)	0	1	1	19200	47
Bayside (NSW)	0	1	1	21600	39
Bayside (NSW)	0	1	1	24000	58
Bayside (NSW)	0	1	1	26400	34
Bayside (NSW)	0	1	1	28800	33
Bayside (NSW)	0	1	1	31200	70
Bayside (NSW)	0	1	1	36000	99
Bayside (NSW)	0	1	1	48000	64
Bayside (NSW)	0	1	1	60000	45
Bayside (NSW)	1	0	0	0	181
Bayside (NSW)	1	0	0	1800	30
Bayside (NSW)	1	0	0	3600	45
Bayside (NSW)	1	0	0	5400	44
Bayside (NSW)	1	0	0	7200	69
Bayside (NSW)	1	0	0	9600	97
Bayside (NSW)	1	0	0	12000	135
Bayside (NSW)	1	0	0	14400	125
Bayside (NSW)	1	0	0	16800	156
Bayside (NSW)	1	0	0	19200	171
Bayside (NSW)	1	0	0	21600	203
Bayside (NSW)	1	0	0	24000	422
Bayside (NSW)	1	0	0	26400	280
Bayside (NSW)	1	0	0	28800	279
Bayside (NSW)	1	0	0	31200	478
Bayside (NSW)	1	0	0	36000	816
Bayside (NSW)	1	0	0	48000	361
Bayside (NSW)	1	0	0	60000	288
Bayside (NSW)	1	1	0	0	159
Bayside (NSW)	1	1	0	1800	14
Bayside (NSW)	1	1	0	3600	39
Bayside (NSW)	1	1	0	5400	45
Bayside (NSW)	1	1	0	7200	77
Bayside (NSW)	1	1	0	9600	60
Bayside (NSW)	1	1	0	12000	107
Bayside (NSW)	1	1	0	14400	124
Bayside (NSW)	1	1	0	16800	118
Bayside (NSW)	1	1	0	19200	119
Bayside (NSW)	1	1	0	21600	86
Bayside (NSW)	1	1	0	24000	265
Bayside (NSW)	1	1	0	26400	75
Bayside (NSW)	1	1	0	28800	98
Bayside (NSW)	1	1	0	31200	230
Bayside (NSW)	1	1	0	36000	437
Bayside (NSW)	1	1	0	48000	238
Bayside (NSW)	1	1	0	60000	219
Bayside (NSW)	1	1	1	0	160
Bayside (NSW)	1	1	1	1800	15
Bayside (NSW)	1	1	1	3600	38
Bayside (NSW)	1	1	1	5400	28
Bayside (NSW)	1	1	1	7200	63
Bayside (NSW)	1	1	1	9600	85
Bayside (NSW)	1	1	1	12000	125
Bayside (NSW)	1	1	1	14400	142
Bayside (NSW)	1	1	1	16800	192
Bayside (NSW)	1	1	1	19200	197
Bayside (NSW)	1	1	1	21600	203
Bayside (NSW)	1	1	1	24000	606
Bayside (NSW)	1	1	1	26400	305
Bayside (NSW)	1	1	1	28800	353
Bayside (NSW)	1	1	1	31200	591
Bayside (NSW)	1	1	1	36000	1406
Bayside (NSW)	1	1	1	48000	881
Bayside (NSW)	1	1	1	60000	834
Bega Valley		1	1	16800	3
Bega Valley		1	1	19200	4
Bega Valley	0	1	0	0	12
Bega Valley	0	1	0	1800	6
Bega Valley	0	1	0	3600	7
Bega Valley	0	1	0	5400	9
Bega Valley	0	1	0	7200	9
Bega Valley	0	1	0	9600	21
Bega Valley	0	1	0	12000	21
Bega Valley	0	1	0	14400	23
Bega Valley	0	1	0	16800	19
Bega Valley	0	1	0	19200	11
Bega Valley	0	1	0	21600	5
Bega Valley	0	1	0	24000	15
Bega Valley	0	1	0	26400	4
Bega Valley	0	1	0	31200	3
Bega Valley	0	1	0	36000	4
Bega Valley	0	1	0	48000	3
Bega Valley	0	1	1	0	3
Bega Valley	0	1	1	3600	11
Bega Valley	0	1	1	5400	12
Bega Valley	0	1	1	7200	8
Bega Valley	0	1	1	9600	21
Bega Valley	0	1	1	12000	25
Bega Valley	0	1	1	14400	22
Bega Valley	0	1	1	16800	29
Bega Valley	0	1	1	19200	26
Bega Valley	0	1	1	21600	9
Bega Valley	0	1	1	24000	12
Bega Valley	0	1	1	26400	5
Bega Valley	0	1	1	31200	8
Bega Valley	0	1	1	36000	10
Bega Valley	0	1	1	48000	3
Bega Valley	0	1	1	60000	5
Bega Valley	1	0	0	0	61
Bega Valley	1	0	0	1800	33
Bega Valley	1	0	0	3600	59
Bega Valley	1	0	0	5400	28
Bega Valley	1	0	0	7200	64
Bega Valley	1	0	0	9600	89
Bega Valley	1	0	0	12000	102
Bega Valley	1	0	0	14400	87
Bega Valley	1	0	0	16800	91
Bega Valley	1	0	0	19200	100
Bega Valley	1	0	0	21600	60
Bega Valley	1	0	0	24000	114
Bega Valley	1	0	0	26400	35
Bega Valley	1	0	0	28800	29
Bega Valley	1	0	0	31200	51
Bega Valley	1	0	0	36000	51
Bega Valley	1	0	0	48000	34
Bega Valley	1	0	0	60000	15
Bega Valley	1	1	0	0	14
Bega Valley	1	1	0	1800	4
Bega Valley	1	1	0	3600	10
Bega Valley	1	1	0	5400	10
Bega Valley	1	1	0	7200	12
Bega Valley	1	1	0	9600	26
Bega Valley	1	1	0	12000	36
Bega Valley	1	1	0	14400	42
Bega Valley	1	1	0	16800	38
Bega Valley	1	1	0	19200	29
Bega Valley	1	1	0	21600	21
Bega Valley	1	1	0	24000	56
Bega Valley	1	1	0	26400	16
Bega Valley	1	1	0	28800	3
Bega Valley	1	1	0	31200	26
Bega Valley	1	1	0	36000	20
Bega Valley	1	1	0	48000	7
Bega Valley	1	1	0	60000	3
Bega Valley	1	1	1	0	16
Bega Valley	1	1	1	1800	10
Bega Valley	1	1	1	3600	22
Bega Valley	1	1	1	5400	15
Bega Valley	1	1	1	7200	33
Bega Valley	1	1	1	9600	56
Bega Valley	1	1	1	12000	94
Bega Valley	1	1	1	14400	144
Bega Valley	1	1	1	16800	129
Bega Valley	1	1	1	19200	140
Bega Valley	1	1	1	21600	97
Bega Valley	1	1	1	24000	145
Bega Valley	1	1	1	26400	62
Bega Valley	1	1	1	28800	40
Bega Valley	1	1	1	31200	82
Bega Valley	1	1	1	36000	96
Bega Valley	1	1	1	48000	25
Bega Valley	1	1	1	60000	12
Bellingen	0	1	0	0	8
Bellingen	0	1	0	1800	4
Bellingen	0	1	0	3600	3
Bellingen	0	1	0	5400	3
Bellingen	0	1	0	7200	6
Bellingen	0	1	0	9600	7
Bellingen	0	1	0	12000	14
Bellingen	0	1	0	14400	9
Bellingen	0	1	0	16800	6
Bellingen	0	1	0	19200	8
Bellingen	0	1	0	21600	4
Bellingen	0	1	0	24000	7
Bellingen	0	1	0	36000	4
Bellingen	0	1	1	0	4
Bellingen	0	1	1	3600	6
Bellingen	0	1	1	7200	6
Bellingen	0	1	1	9600	7
Bellingen	0	1	1	12000	11
Bellingen	0	1	1	14400	13
Bellingen	0	1	1	16800	17
Bellingen	0	1	1	19200	14
Bellingen	0	1	1	21600	11
Bellingen	0	1	1	24000	10
Bellingen	0	1	1	26400	4
Bellingen	0	1	1	28800	4
Bellingen	0	1	1	31200	9
Bellingen	1	0	0	0	20
Bellingen	1	0	0	3600	13
Bellingen	1	0	0	5400	13
Bellingen	1	0	0	7200	11
Bellingen	1	0	0	9600	24
Bellingen	1	0	0	12000	33
Bellingen	1	0	0	14400	49
Bellingen	1	0	0	16800	21
Bellingen	1	0	0	19200	34
Bellingen	1	0	0	21600	10
Bellingen	1	0	0	24000	40
Bellingen	1	0	0	26400	6
Bellingen	1	0	0	28800	11
Bellingen	1	0	0	31200	25
Bellingen	1	0	0	36000	22
Bellingen	1	0	0	48000	7
Bellingen	1	0	0	60000	9
Bellingen	1	1	0	0	6
Bellingen	1	1	0	1800	3
Bellingen	1	1	0	3600	6
Bellingen	1	1	0	7200	12
Bellingen	1	1	0	9600	13
Bellingen	1	1	0	12000	11
Bellingen	1	1	0	14400	18
Bellingen	1	1	0	16800	10
Bellingen	1	1	0	19200	12
Bellingen	1	1	0	21600	12
Bellingen	1	1	0	24000	16
Bellingen	1	1	0	26400	3
Bellingen	1	1	0	28800	6
Bellingen	1	1	0	31200	4
Bellingen	1	1	0	36000	15
Bellingen	1	1	0	60000	3
Bellingen	1	1	1	0	10
Bellingen	1	1	1	3600	10
Bellingen	1	1	1	5400	3
Bellingen	1	1	1	7200	14
Bellingen	1	1	1	9600	16
Bellingen	1	1	1	12000	32
Bellingen	1	1	1	14400	55
Bellingen	1	1	1	16800	43
Bellingen	1	1	1	19200	39
Bellingen	1	1	1	21600	47
Bellingen	1	1	1	24000	64
Bellingen	1	1	1	26400	14
Bellingen	1	1	1	28800	16
Bellingen	1	1	1	31200	28
Bellingen	1	1	1	36000	36
Bellingen	1	1	1	48000	9
Bellingen	1	1	1	60000	8
Berrigan	0	1	0	0	4
Berrigan	0	1	0	9600	6
Berrigan	0	1	0	12000	4
Berrigan	0	1	0	14400	8
Berrigan	0	1	0	19200	5
Berrigan	0	1	0	21600	5
Berrigan	0	1	1	5400	3
Berrigan	0	1	1	7200	3
Berrigan	0	1	1	9600	5
Berrigan	0	1	1	12000	9
Berrigan	0	1	1	14400	10
Berrigan	0	1	1	16800	5
Berrigan	0	1	1	19200	3
Berrigan	0	1	1	24000	6
Berrigan	0	1	1	36000	4
Berrigan	1	0	0	0	21
Berrigan	1	0	0	1800	4
Berrigan	1	0	0	3600	13
Berrigan	1	0	0	5400	12
Berrigan	1	0	0	7200	19
Berrigan	1	0	0	9600	29
Berrigan	1	0	0	12000	22
Berrigan	1	0	0	14400	38
Berrigan	1	0	0	16800	15
Berrigan	1	0	0	19200	22
Berrigan	1	0	0	21600	14
Berrigan	1	0	0	24000	21
Berrigan	1	0	0	26400	3
Berrigan	1	0	0	28800	3
Berrigan	1	0	0	31200	7
Berrigan	1	0	0	36000	11
Berrigan	1	0	0	60000	3
Berrigan	1	1	0	0	6
Berrigan	1	1	0	3600	7
Berrigan	1	1	0	7200	7
Berrigan	1	1	0	9600	13
Berrigan	1	1	0	12000	15
Berrigan	1	1	0	14400	14
Berrigan	1	1	0	16800	6
Berrigan	1	1	0	21600	3
Berrigan	1	1	0	24000	4
Berrigan	1	1	0	28800	4
Berrigan	1	1	0	48000	3
Berrigan	1	1	0	60000	4
Berrigan	1	1	1	0	8
Berrigan	1	1	1	3600	12
Berrigan	1	1	1	5400	4
Berrigan	1	1	1	7200	18
Berrigan	1	1	1	9600	30
Berrigan	1	1	1	12000	36
Berrigan	1	1	1	14400	39
Berrigan	1	1	1	16800	28
Berrigan	1	1	1	19200	36
Berrigan	1	1	1	21600	27
Berrigan	1	1	1	24000	30
Berrigan	1	1	1	26400	14
Berrigan	1	1	1	31200	6
Berrigan	1	1	1	36000	7
Berrigan	1	1	1	48000	4
Berrigan	1	1	1	60000	5
Blacktown		1	1	0	17
Blacktown		1	1	3600	3
Blacktown		1	1	5400	10
Blacktown		1	1	7200	11
Blacktown		1	1	9600	7
Blacktown		1	1	12000	11
Blacktown		1	1	14400	23
Blacktown		1	1	16800	20
Blacktown		1	1	19200	29
Blacktown		1	1	21600	19
Blacktown		1	1	24000	37
Blacktown		1	1	26400	10
Blacktown		1	1	28800	11
Blacktown		1	1	31200	27
Blacktown		1	1	36000	37
Blacktown		1	1	48000	7
Blacktown		1	1	60000	9
Blacktown	0	1	0	0	120
Blacktown	0	1	0	1800	18
Blacktown	0	1	0	3600	51
Blacktown	0	1	0	5400	41
Blacktown	0	1	0	7200	77
Blacktown	0	1	0	9600	126
Blacktown	0	1	0	12000	145
Blacktown	0	1	0	14400	196
Blacktown	0	1	0	16800	200
Blacktown	0	1	0	19200	181
Blacktown	0	1	0	21600	142
Blacktown	0	1	0	24000	239
Blacktown	0	1	0	26400	87
Blacktown	0	1	0	28800	102
Blacktown	0	1	0	31200	172
Blacktown	0	1	0	36000	256
Blacktown	0	1	0	48000	74
Blacktown	0	1	0	60000	41
Blacktown	0	1	1	0	61
Blacktown	0	1	1	1800	12
Blacktown	0	1	1	3600	25
Blacktown	0	1	1	5400	21
Blacktown	0	1	1	7200	47
Blacktown	0	1	1	9600	61
Blacktown	0	1	1	12000	79
Blacktown	0	1	1	14400	98
Blacktown	0	1	1	16800	122
Blacktown	0	1	1	19200	145
Blacktown	0	1	1	21600	118
Blacktown	0	1	1	24000	237
Blacktown	0	1	1	26400	116
Blacktown	0	1	1	28800	99
Blacktown	0	1	1	31200	200
Blacktown	0	1	1	36000	231
Blacktown	0	1	1	48000	82
Blacktown	0	1	1	60000	46
Blacktown	1	0	0	0	348
Blacktown	1	0	0	1800	66
Blacktown	1	0	0	3600	101
Blacktown	1	0	0	5400	102
Blacktown	1	0	0	7200	193
Blacktown	1	0	0	9600	245
Blacktown	1	0	0	12000	320
Blacktown	1	0	0	14400	405
Blacktown	1	0	0	16800	393
Blacktown	1	0	0	19200	512
Blacktown	1	0	0	21600	464
Blacktown	1	0	0	24000	933
Blacktown	1	0	0	26400	614
Blacktown	1	0	0	28800	660
Blacktown	1	0	0	31200	1250
Blacktown	1	0	0	36000	1729
Blacktown	1	0	0	48000	500
Blacktown	1	0	0	60000	319
Blacktown	1	1	0	0	413
Blacktown	1	1	0	1800	75
Blacktown	1	1	0	3600	128
Blacktown	1	1	0	5400	127
Blacktown	1	1	0	7200	182
Blacktown	1	1	0	9600	243
Blacktown	1	1	0	12000	373
