LGA_NAME16	AgeStudent	students
Leonora	15-19	14
Leonora	20-24	15
Leonora	25+	35
Mandurah	0-4	1344
Mandurah	5-14	10230
Mandurah	15-19	3532
Mandurah	20-24	1187
Mandurah	25+	2403
Manjimup	0-4	117
Manjimup	5-14	954
Manjimup	15-19	341
Manjimup	20-24	39
Manjimup	25+	143
Meekatharra	0-4	7
Meekatharra	5-14	85
Meekatharra	15-19	23
Meekatharra	20-24	3
Meekatharra	25+	27
Melville	0-4	1626
Melville	5-14	12487
Melville	15-19	5627
Melville	20-24	3422
Melville	25+	3817
Menzies	0-4	3
Menzies	5-14	23
Menzies	15-19	3
Menzies	20-24	6
Menzies	25+	6
Merredin	0-4	37
Merredin	5-14	354
Merredin	15-19	108
Merredin	20-24	31
Merredin	25+	54
Mingenew	0-4	12
Mingenew	5-14	39
Mingenew	15-19	4
Mingenew	20-24	3
Mingenew	25+	7
Moora	0-4	26
Moora	5-14	269
Moora	15-19	72
Moora	20-24	13
Moora	25+	41
Morawa	0-4	7
Morawa	5-14	69
Morawa	15-19	13
Morawa	25+	11
Mosman Park	0-4	134
Mosman Park	5-14	1082
Mosman Park	15-19	572
Mosman Park	20-24	320
Mosman Park	25+	422
Mount Magnet	0-4	3
Mount Magnet	5-14	29
Mount Magnet	25+	9
Mount Marshall	0-4	11
Mount Marshall	5-14	37
Mount Marshall	15-19	9
Mount Marshall	20-24	4
Mount Marshall	25+	9
Mukinbudin	0-4	7
Mukinbudin	5-14	64
Mukinbudin	15-19	19
Mukinbudin	20-24	6
Mukinbudin	25+	7
Mundaring	0-4	542
Mundaring	5-14	4421
Mundaring	15-19	1758
Mundaring	20-24	601
Mundaring	25+	1089
Murchison	5-14	17
Murchison	25+	4
Murray	0-4	223
Murray	5-14	2152
Murray	15-19	718
Murray	20-24	163
Murray	25+	397
Nannup	0-4	11
Nannup	5-14	125
Nannup	15-19	39
Nannup	25+	28
Narembeen	0-4	9
Narembeen	5-14	82
Narembeen	15-19	5
Narembeen	20-24	4
Narembeen	25+	11
Narrogin	0-4	43
Narrogin	5-14	520
Narrogin	15-19	215
Narrogin	20-24	48
Narrogin	25+	114
Nedlands	0-4	377
Nedlands	5-14	3128
Nedlands	15-19	1543
Nedlands	20-24	928
Nedlands	25+	789
Ngaanyatjarraku	0-4	22
Ngaanyatjarraku	5-14	182
Ngaanyatjarraku	15-19	49
Ngaanyatjarraku	25+	14
Northam	0-4	143
Northam	5-14	1274
Northam	15-19	416
Northam	20-24	79
Northam	25+	227
Northampton	0-4	24
Northampton	5-14	292
Northampton	15-19	56
Northampton	20-24	6
Northampton	25+	47
Nungarin	5-14	16
Nungarin	15-19	5
Nungarin	20-24	3
Nungarin	25+	5
Peppermint Grove	0-4	16
Peppermint Grove	5-14	206
Peppermint Grove	15-19	201
Peppermint Grove	20-24	76
Peppermint Grove	25+	41
Perenjori	0-4	7
Perenjori	5-14	45
Perenjori	15-19	5
Perenjori	20-24	3
Perenjori	25+	13
Perth	0-4	204
Perth	5-14	967
Perth	15-19	1039
Perth	20-24	2212
Perth	25+	2788
Pingelly	0-4	5
Pingelly	5-14	119
Pingelly	15-19	24
Pingelly	25+	11
Plantagenet	0-4	48
Plantagenet	5-14	575
Plantagenet	15-19	193
Plantagenet	20-24	21
Plantagenet	25+	104
Port Hedland	0-4	300
Port Hedland	5-14	2085
Port Hedland	15-19	419
Port Hedland	20-24	98
Port Hedland	25+	536
Quairading	0-4	11
Quairading	5-14	71
Quairading	15-19	10
Quairading	25+	9
Ravensthorpe	0-4	41
Ravensthorpe	5-14	218
Ravensthorpe	15-19	28
Ravensthorpe	20-24	6
Ravensthorpe	25+	58
Rockingham	0-4	2510
Rockingham	5-14	19020
Rockingham	15-19	6273
Rockingham	20-24	2053
Rockingham	25+	4364
Serpentine-Jarrahdale	0-4	725
Serpentine-Jarrahdale	5-14	4973
Serpentine-Jarrahdale	15-19	1377
Serpentine-Jarrahdale	20-24	442
Serpentine-Jarrahdale	25+	952
Shark Bay	0-4	9
Shark Bay	5-14	77
Shark Bay	15-19	12
Shark Bay	20-24	4
Shark Bay	25+	27
South Perth	0-4	644
South Perth	5-14	4003
South Perth	15-19	2124
South Perth	20-24	1944
South Perth	25+	2183
Stirling	0-4	3734
Stirling	5-14	23579
Stirling	15-19	9362
Stirling	20-24	6218
Stirling	25+	11054
Subiaco	0-4	283
Subiaco	5-14	1826
Subiaco	15-19	723
Subiaco	20-24	544
Subiaco	25+	923
Swan	0-4	3138
Swan	5-14	20651
Swan	15-19	7076
Swan	20-24	2994
Swan	25+	5442
Tammin	0-4	4
Tammin	5-14	46
Tammin	15-19	13
Tammin	20-24	3
Tammin	25+	8
Three Springs	0-4	9
Three Springs	5-14	55
Three Springs	15-19	14
Three Springs	25+	13
Toodyay	0-4	43
Toodyay	5-14	403
Toodyay	15-19	141
Toodyay	20-24	28
Toodyay	25+	102
Trayning	5-14	17
Trayning	15-19	10
Trayning	25+	5
Upper Gascoyne	0-4	9
Upper Gascoyne	5-14	26
Upper Gascoyne	15-19	5
Upper Gascoyne	25+	8
Victoria Park	0-4	543
Victoria Park	5-14	2949
Victoria Park	15-19	1179
Victoria Park	20-24	1552
Victoria Park	25+	2452
Victoria Plains	0-4	9
Victoria Plains	5-14	80
Victoria Plains	15-19	19
Victoria Plains	25+	11
Vincent	0-4	555
Vincent	5-14	3202
Vincent	15-19	1085
Vincent	20-24	1229
Vincent	25+	2431
Wagin	0-4	19
Wagin	5-14	162
Wagin	15-19	49
Wagin	20-24	7
Wagin	25+	18
Wandering	5-14	40
Wandering	15-19	12
Wandering	20-24	4
Wandering	25+	11
Wanneroo	0-4	4306
Wanneroo	5-14	29716
Wanneroo	15-19	10466
Wanneroo	20-24	4631
Wanneroo	25+	7309
Waroona	0-4	47
Waroona	5-14	457
Waroona	15-19	165
Waroona	20-24	31
Waroona	25+	72
West Arthur	0-4	3
West Arthur	5-14	79
West Arthur	15-19	17
West Arthur	20-24	5
West Arthur	25+	7
Westonia	0-4	3
Westonia	5-14	28
Westonia	15-19	5
Wickepin	0-4	11
Wickepin	5-14	85
Wickepin	15-19	7
Wickepin	20-24	4
Wickepin	25+	15
Williams	0-4	14
Williams	5-14	134
Williams	15-19	22
Williams	20-24	6
Williams	25+	28
Wiluna	5-14	43
Wiluna	15-19	10
Wiluna	20-24	10
Wiluna	25+	5
Wongan-Ballidu	0-4	29
Wongan-Ballidu	5-14	148
Wongan-Ballidu	15-19	21
Wongan-Ballidu	20-24	11
Wongan-Ballidu	25+	25
Woodanilling	0-4	7
Woodanilling	5-14	52
Woodanilling	15-19	11
Woodanilling	20-24	5
Woodanilling	25+	10
Wyalkatchem	5-14	44
Wyalkatchem	15-19	8
Wyalkatchem	20-24	3
Wyalkatchem	25+	4
Wyndham-East Kimberley	0-4	108
Wyndham-East Kimberley	5-14	884
Wyndham-East Kimberley	15-19	153
Wyndham-East Kimberley	20-24	36
Wyndham-East Kimberley	25+	172
Yalgoo	5-14	12
Yalgoo	25+	5
Yilgarn	0-4	15
Yilgarn	5-14	63
Yilgarn	15-19	12
Yilgarn	20-24	3
Yilgarn	25+	11
York	0-4	29
York	5-14	354
York	15-19	70
York	20-24	10
York	25+	49
No usual address (WA)	0-4	34
No usual address (WA)	5-14	327
No usual address (WA)	15-19	76
No usual address (WA)	20-24	62
No usual address (WA)	25+	169
Migratory - Offshore - Shipping (WA)	25+	17
Break O'Day	0-4	45
Break O'Day	5-14	574
Break O'Day	15-19	125
Break O'Day	20-24	28
Break O'Day	25+	126
Brighton	0-4	349
Brighton	5-14	2710
Brighton	15-19	751
Brighton	20-24	242
Brighton	25+	567
Burnie	0-4	249
Burnie	5-14	2296
Burnie	15-19	874
Burnie	20-24	246
Burnie	25+	640
Central Coast (Tas.)	0-4	224
Central Coast (Tas.)	5-14	2381
Central Coast (Tas.)	15-19	932
Central Coast (Tas.)	20-24	231
Central Coast (Tas.)	25+	655
Central Highlands (Tas.)	0-4	20
Central Highlands (Tas.)	5-14	227
Central Highlands (Tas.)	15-19	68
Central Highlands (Tas.)	20-24	14
Central Highlands (Tas.)	25+	52
Circular Head	0-4	101
Circular Head	5-14	918
Circular Head	15-19	315
Circular Head	20-24	52
Circular Head	25+	183
Clarence	0-4	929
Clarence	5-14	6894
Clarence	15-19	2417
Clarence	20-24	1132
Clarence	25+	2776
Derwent Valley	0-4	128
Derwent Valley	5-14	1287
Derwent Valley	15-19	440
Derwent Valley	20-24	103
Derwent Valley	25+	274
Devonport	0-4	359
Devonport	5-14	2888
Devonport	15-19	1053
Devonport	20-24	291
Devonport	25+	812
Dorset	0-4	74
Dorset	5-14	737
Dorset	15-19	234
Dorset	20-24	53
Dorset	25+	133
Flinders (Tas.)	0-4	4
Flinders (Tas.)	5-14	88
Flinders (Tas.)	15-19	10
Flinders (Tas.)	20-24	6
Flinders (Tas.)	25+	22
George Town	0-4	74
George Town	5-14	723
George Town	15-19	274
George Town	20-24	53
George Town	25+	162
Glamorgan-Spring Bay	0-4	40
Glamorgan-Spring Bay	5-14	318
Glamorgan-Spring Bay	15-19	94
Glamorgan-Spring Bay	20-24	32
Glamorgan-Spring Bay	25+	161
Glenorchy	0-4	605
Glenorchy	5-14	5199
Glenorchy	15-19	1897
Glenorchy	20-24	978
Glenorchy	25+	3072
Hobart	0-4	704
Hobart	5-14	4937
Hobart	15-19	2467
Hobart	20-24	2300
Hobart	25+	4926
Huon Valley	0-4	195
Huon Valley	5-14	1986
Huon Valley	15-19	643
Huon Valley	20-24	153
Huon Valley	25+	580
Kentish	0-4	60
Kentish	5-14	663
Kentish	15-19	237
Kentish	20-24	53
Kentish	25+	159
King Island	0-4	21
King Island	5-14	154
King Island	15-19	39
King Island	20-24	8
King Island	25+	30
Kingborough	0-4	620
Kingborough	5-14	4935
Kingborough	15-19	1975
Kingborough	20-24	768
Kingborough	25+	2042
Latrobe (Tas.)	0-4	147
Latrobe (Tas.)	5-14	1272
Latrobe (Tas.)	15-19	459
Latrobe (Tas.)	20-24	116
Latrobe (Tas.)	25+	306
Launceston	0-4	1009
Launceston	5-14	7557
Launceston	15-19	2914
Launceston	20-24	1511
Launceston	25+	3397
Meander Valley	0-4	227
Meander Valley	5-14	2317
Meander Valley	15-19	797
Meander Valley	20-24	248
Meander Valley	25+	538
Northern Midlands	0-4	183
Northern Midlands	5-14	1441
Northern Midlands	15-19	496
Northern Midlands	20-24	147
Northern Midlands	25+	331
Sorell	0-4	214
Sorell	5-14	1842
Sorell	15-19	596
Sorell	20-24	189
Sorell	25+	562
Southern Midlands	0-4	82
Southern Midlands	5-14	715
Southern Midlands	15-19	247
Southern Midlands	20-24	62
Southern Midlands	25+	156
Tasman	0-4	17
Tasman	5-14	168
Tasman	15-19	66
Tasman	20-24	13
Tasman	25+	55
Waratah-Wynyard	0-4	171
Waratah-Wynyard	5-14	1573
Waratah-Wynyard	15-19	510
Waratah-Wynyard	20-24	131
Waratah-Wynyard	25+	353
West Coast	0-4	46
West Coast	5-14	408
West Coast	15-19	107
West Coast	20-24	20
West Coast	25+	126
West Tamar	0-4	290
West Tamar	5-14	2834
West Tamar	15-19	1159
West Tamar	20-24	307
West Tamar	25+	922
No usual address (Tas.)	0-4	6
No usual address (Tas.)	5-14	68
No usual address (Tas.)	15-19	36
No usual address (Tas.)	20-24	24
No usual address (Tas.)	25+	50
Alice Springs	0-4	472
Alice Springs	5-14	3238
Alice Springs	15-19	895
Alice Springs	20-24	203
Alice Springs	25+	1447
Barkly	0-4	132
Barkly	5-14	888
Barkly	15-19	163
Barkly	20-24	40
Barkly	25+	146
Belyuen	5-14	10
Belyuen	15-19	3
Central Desert	0-4	64
Central Desert	5-14	571
Central Desert	15-19	86
Central Desert	20-24	9
Central Desert	25+	53
Coomalie	0-4	11
Coomalie	5-14	97
Coomalie	15-19	21
Coomalie	25+	32
Darwin	0-4	1314
Darwin	5-14	8926
Darwin	15-19	2818
Darwin	20-24	1670
Darwin	25+	5826
Darwin Waterfront Precinct	5-14	4
Darwin Waterfront Precinct	20-24	4
Darwin Waterfront Precinct	25+	27
East Arnhem	0-4	192
East Arnhem	5-14	1181
East Arnhem	15-19	274
East Arnhem	20-24	24
East Arnhem	25+	107
Katherine	0-4	152
Katherine	5-14	1198
Katherine	15-19	218
Katherine	20-24	89
Katherine	25+	374
Litchfield	0-4	284
Litchfield	5-14	2462
Litchfield	15-19	760
Litchfield	20-24	203
Litchfield	25+	651
MacDonnell	0-4	88
MacDonnell	5-14	754
MacDonnell	15-19	106
MacDonnell	20-24	5
MacDonnell	25+	65
Palmerston	0-4	919
Palmerston	5-14	5440
Palmerston	15-19	1490
Palmerston	20-24	549
Palmerston	25+	1982
Roper Gulf	0-4	121
Roper Gulf	5-14	955
Roper Gulf	15-19	179
Roper Gulf	20-24	19
Roper Gulf	25+	76
Tiwi Islands	0-4	32
Tiwi Islands	5-14	324
Tiwi Islands	15-19	100
Tiwi Islands	20-24	4
Tiwi Islands	25+	30
Victoria Daly	0-4	44
Victoria Daly	5-14	389
Victoria Daly	15-19	64
Victoria Daly	20-24	13
Victoria Daly	25+	36
Wagait	5-14	42
Wagait	15-19	9
Wagait	25+	17
West Arnhem	0-4	101
West Arnhem	5-14	928
West Arnhem	15-19	207
West Arnhem	20-24	17
West Arnhem	25+	93
West Daly	0-4	55
West Daly	5-14	496
West Daly	15-19	65
West Daly	20-24	6
West Daly	25+	35
Unincorporated NT	0-4	109
Unincorporated NT	5-14	824
Unincorporated NT	15-19	202
Unincorporated NT	20-24	59
Unincorporated NT	25+	277
No usual address (NT)	0-4	11
No usual address (NT)	5-14	180
No usual address (NT)	15-19	20
No usual address (NT)	20-24	13
No usual address (NT)	25+	56
Migratory - Offshore - Shipping (NT)	25+	3
Unincorporated ACT	0-4	7872
Unincorporated ACT	5-14	53804
Unincorporated ACT	15-19	21598
Unincorporated ACT	20-24	17260
Unincorporated ACT	25+	28207
No usual address (ACT)	0-4	7
No usual address (ACT)	5-14	19
No usual address (ACT)	15-19	42
No usual address (ACT)	20-24	29
No usual address (ACT)	25+	21
Unincorp. Other Territories	0-4	44
Unincorp. Other Territories	5-14	239
Unincorp. Other Territories	15-19	76
Unincorp. Other Territories	20-24	25
Unincorp. Other Territories	25+	51
