LGA_NAME16	AgeStudent	students
Coolamon	0-4	76
Coolamon	5-14	581
Coolamon	15-19	200
Coolamon	20-24	51
Coolamon	25+	102
Coonamble	0-4	56
Coonamble	5-14	398
Coonamble	15-19	107
Coonamble	20-24	19
Coonamble	25+	67
Cootamundra-Gundagai Regional	0-4	166
Cootamundra-Gundagai Regional	5-14	1245
Cootamundra-Gundagai Regional	15-19	420
Cootamundra-Gundagai Regional	20-24	93
Cootamundra-Gundagai Regional	25+	208
Cowra	0-4	193
Cowra	5-14	1304
Cowra	15-19	455
Cowra	20-24	129
Cowra	25+	277
Cumberland	0-4	4011
Cumberland	5-14	27289
Cumberland	15-19	10241
Cumberland	20-24	9455
Cumberland	25+	12564
Dubbo Regional	0-4	1126
Dubbo Regional	5-14	6774
Dubbo Regional	15-19	1998
Dubbo Regional	20-24	635
Dubbo Regional	25+	1790
Dungog	0-4	175
Dungog	5-14	1182
Dungog	15-19	340
Dungog	20-24	107
Dungog	25+	225
Edward River	0-4	117
Edward River	5-14	909
Edward River	15-19	321
Edward River	20-24	74
Edward River	25+	188
Eurobodalla	0-4	478
Eurobodalla	5-14	3557
Eurobodalla	15-19	1266
Eurobodalla	20-24	291
Eurobodalla	25+	981
Fairfield	0-4	2566
Fairfield	5-14	23890
Fairfield	15-19	11583
Fairfield	20-24	6447
Fairfield	25+	8050
Federation	0-4	169
Federation	5-14	1291
Federation	15-19	450
Federation	20-24	104
Federation	25+	262
Forbes	0-4	172
Forbes	5-14	1184
Forbes	15-19	346
Forbes	20-24	96
Forbes	25+	214
Georges River	0-4	2338
Georges River	5-14	15775
Georges River	15-19	6997
Georges River	20-24	6414
Georges River	25+	7739
Gilgandra	0-4	79
Gilgandra	5-14	481
Gilgandra	15-19	126
Gilgandra	20-24	20
Gilgandra	25+	69
Glen Innes Severn	0-4	100
Glen Innes Severn	5-14	829
Glen Innes Severn	15-19	301
Glen Innes Severn	20-24	61
Glen Innes Severn	25+	218
Goulburn Mulwaree	0-4	533
Goulburn Mulwaree	5-14	3612
Goulburn Mulwaree	15-19	1184
Goulburn Mulwaree	20-24	399
Goulburn Mulwaree	25+	1057
Greater Hume Shire	0-4	192
Greater Hume Shire	5-14	1445
Greater Hume Shire	15-19	556
Greater Hume Shire	20-24	111
Greater Hume Shire	25+	254
Griffith	0-4	445
Griffith	5-14	3174
Griffith	15-19	1162
Griffith	20-24	328
Griffith	25+	779
Gunnedah	0-4	285
Gunnedah	5-14	1755
Gunnedah	15-19	409
Gunnedah	20-24	130
Gunnedah	25+	375
Gwydir	0-4	75
Gwydir	5-14	570
Gwydir	15-19	149
Gwydir	20-24	34
Gwydir	25+	94
Hawkesbury	0-4	1266
Hawkesbury	5-14	8204
Hawkesbury	15-19	3213
Hawkesbury	20-24	1317
Hawkesbury	25+	2053
Hay	0-4	52
Hay	5-14	249
Hay	15-19	81
Hay	20-24	27
Hay	25+	60
Hilltops	0-4	320
Hilltops	5-14	2287
Hilltops	15-19	748
Hilltops	20-24	171
Hilltops	25+	441
Hornsby	0-4	2767
Hornsby	5-14	20657
Hornsby	15-19	8792
Hornsby	20-24	4738
Hornsby	25+	6320
Hunters Hill	0-4	215
Hunters Hill	5-14	1680
Hunters Hill	15-19	952
Hunters Hill	20-24	429
Hunters Hill	25+	392
Inner West	0-4	2896
Inner West	5-14	16863
Inner West	15-19	6469
Inner West	20-24	5844
Inner West	25+	11373
Inverell	0-4	270
Inverell	5-14	2085
Inverell	15-19	665
Inverell	20-24	138
Inverell	25+	420
Junee	0-4	106
Junee	5-14	656
Junee	15-19	202
Junee	20-24	63
Junee	25+	158
Kempsey	0-4	444
Kempsey	5-14	3096
Kempsey	15-19	1050
Kempsey	20-24	250
Kempsey	25+	713
Kiama	0-4	414
Kiama	5-14	2535
Kiama	15-19	1018
Kiama	20-24	419
Kiama	25+	718
Ku-ring-gai	0-4	2255
Ku-ring-gai	5-14	18096
Ku-ring-gai	15-19	8568
Ku-ring-gai	20-24	4479
Ku-ring-gai	25+	4482
Kyogle	0-4	110
Kyogle	5-14	927
Kyogle	15-19	314
Kyogle	20-24	50
Kyogle	25+	237
Lachlan	0-4	107
Lachlan	5-14	769
Lachlan	15-19	181
Lachlan	20-24	51
Lachlan	25+	111
Lake Macquarie	0-4	4091
Lake Macquarie	5-14	25557
Lake Macquarie	15-19	9058
Lake Macquarie	20-24	4084
Lake Macquarie	25+	7000
Lane Cove	0-4	791
Lane Cove	5-14	4637
Lane Cove	15-19	1891
Lane Cove	20-24	1131
Lane Cove	25+	1984
Leeton	0-4	171
Leeton	5-14	1534
Leeton	15-19	632
Leeton	20-24	129
Leeton	25+	264
Lismore	0-4	658
Lismore	5-14	4928
Lismore	15-19	1818
Lismore	20-24	672
Lismore	25+	1828
Lithgow	0-4	261
Lithgow	5-14	2230
Lithgow	15-19	713
Lithgow	20-24	213
Lithgow	25+	551
Liverpool	0-4	4169
Liverpool	5-14	32031
Liverpool	15-19	12847
Liverpool	20-24	6656
Liverpool	25+	8714
Liverpool Plains	0-4	102
Liverpool Plains	5-14	818
Liverpool Plains	15-19	271
Liverpool Plains	20-24	55
Liverpool Plains	25+	151
Lockhart	0-4	51
Lockhart	5-14	444
Lockhart	15-19	125
Lockhart	20-24	43
Lockhart	25+	63
Maitland	0-4	1969
Maitland	5-14	12352
Maitland	15-19	3989
Maitland	20-24	1737
Maitland	25+	3387
Mid-Coast	0-4	1181
Mid-Coast	5-14	9172
Mid-Coast	15-19	3027
Mid-Coast	20-24	717
Mid-Coast	25+	2171
Mid-Western Regional	0-4	421
Mid-Western Regional	5-14	3258
Mid-Western Regional	15-19	940
Mid-Western Regional	20-24	238
Mid-Western Regional	25+	738
Moree Plains	0-4	205
Moree Plains	5-14	1368
Moree Plains	15-19	315
Moree Plains	20-24	119
Moree Plains	25+	277
Mosman	0-4	420
Mosman	5-14	3270
Mosman	15-19	1480
Mosman	20-24	779
Mosman	25+	1081
Murray River	0-4	190
Murray River	5-14	1385
Murray River	15-19	463
Murray River	20-24	104
Murray River	25+	216
Murrumbidgee	0-4	68
Murrumbidgee	5-14	335
Murrumbidgee	15-19	107
Murrumbidgee	20-24	33
Murrumbidgee	25+	75
Muswellbrook	0-4	318
Muswellbrook	5-14	2230
Muswellbrook	15-19	692
Muswellbrook	20-24	181
Muswellbrook	25+	467
Nambucca Valley	0-4	271
Nambucca Valley	5-14	1988
Nambucca Valley	15-19	690
Nambucca Valley	20-24	150
Nambucca Valley	25+	535
Narrabri	0-4	231
Narrabri	5-14	1564
Narrabri	15-19	442
Narrabri	20-24	136
Narrabri	25+	302
Narrandera	0-4	80
Narrandera	5-14	712
Narrandera	15-19	193
Narrandera	20-24	39
Narrandera	25+	151
Narromine	0-4	117
Narromine	5-14	775
Narromine	15-19	229
Narromine	20-24	50
Narromine	25+	103
Newcastle	0-4	2813
Newcastle	5-14	17709
Newcastle	15-19	7510
Newcastle	20-24	7107
Newcastle	25+	9016
North Sydney	0-4	1023
North Sydney	5-14	5054
North Sydney	15-19	1940
North Sydney	20-24	1661
North Sydney	25+	4113
Northern Beaches	0-4	5125
Northern Beaches	5-14	33374
Northern Beaches	15-19	14299
Northern Beaches	20-24	7001
Northern Beaches	25+	9418
Oberon	0-4	63
Oberon	5-14	587
Oberon	15-19	154
Oberon	20-24	57
Oberon	25+	119
Orange	0-4	877
Orange	5-14	5898
Orange	15-19	1903
Orange	20-24	668
Orange	25+	1741
Parkes	0-4	233
Parkes	5-14	1833
Parkes	15-19	575
Parkes	20-24	159
Parkes	25+	313
Parramatta	0-4	4709
Parramatta	5-14	28901
Parramatta	15-19	10139
Parramatta	20-24	9367
Parramatta	25+	15574
Penrith	0-4	4442
Penrith	5-14	28271
Penrith	15-19	9904
Penrith	20-24	4572
Penrith	25+	7383
Port Macquarie-Hastings	0-4	1251
Port Macquarie-Hastings	5-14	9410
Port Macquarie-Hastings	15-19	3629
Port Macquarie-Hastings	20-24	1324
Port Macquarie-Hastings	25+	2853
Port Stephens	0-4	1165
Port Stephens	5-14	8652
Port Stephens	15-19	3029
Port Stephens	20-24	1014
Port Stephens	25+	2088
Queanbeyan-Palerang Regional	0-4	1158
Queanbeyan-Palerang Regional	5-14	7680
Queanbeyan-Palerang Regional	15-19	2681
Queanbeyan-Palerang Regional	20-24	1186
Queanbeyan-Palerang Regional	25+	2967
Randwick	0-4	2162
Randwick	5-14	13151
Randwick	15-19	5828
Randwick	20-24	5623
Randwick	25+	8080
Richmond Valley	0-4	341
Richmond Valley	5-14	2701
Richmond Valley	15-19	819
Richmond Valley	20-24	235
Richmond Valley	25+	557
Ryde	0-4	2264
Ryde	5-14	13132
Ryde	15-19	5314
Ryde	20-24	5034
Ryde	25+	7991
Shellharbour	0-4	1540
Shellharbour	5-14	9396
Shellharbour	15-19	3504
Shellharbour	20-24	1336
Shellharbour	25+	2325
Shoalhaven	0-4	1719
Shoalhaven	5-14	10837
Shoalhaven	15-19	3674
Shoalhaven	20-24	1131
Shoalhaven	25+	3005
Singleton	0-4	428
Singleton	5-14	3326
Singleton	15-19	1085
Singleton	20-24	331
Singleton	25+	708
Snowy Monaro Regional	0-4	324
Snowy Monaro Regional	5-14	2359
Snowy Monaro Regional	15-19	807
Snowy Monaro Regional	20-24	272
Snowy Monaro Regional	25+	772
Snowy Valleys	0-4	261
Snowy Valleys	5-14	1711
Snowy Valleys	15-19	568
Snowy Valleys	20-24	128
Snowy Valleys	25+	356
Strathfield	0-4	661
Strathfield	5-14	4108
Strathfield	15-19	1815
Strathfield	20-24	2742
Strathfield	25+	3371
Sutherland Shire	0-4	4682
Sutherland Shire	5-14	28217
Sutherland Shire	15-19	12083
Sutherland Shire	20-24	5550
Sutherland Shire	25+	7406
Sydney	0-4	1934
Sydney	5-14	7880
Sydney	15-19	4419
Sydney	20-24	12418
Sydney	25+	22463
Tamworth Regional	0-4	1109
Tamworth Regional	5-14	8074
Tamworth Regional	15-19	2672
Tamworth Regional	20-24	698
Tamworth Regional	25+	1886
Temora	0-4	104
Temora	5-14	724
Temora	15-19	232
Temora	20-24	60
Temora	25+	134
Tenterfield	0-4	61
Tenterfield	5-14	600
Tenterfield	15-19	203
Tenterfield	20-24	44
Tenterfield	25+	146
The Hills Shire	0-4	3905
The Hills Shire	5-14	28640
The Hills Shire	15-19	11612
The Hills Shire	20-24	6074
The Hills Shire	25+	6962
Tweed	0-4	1409
Tweed	5-14	10485
Tweed	15-19	3633
Tweed	20-24	1273
Tweed	25+	3150
Upper Hunter Shire	0-4	215
Upper Hunter Shire	5-14	1750
Upper Hunter Shire	15-19	604
Upper Hunter Shire	20-24	145
Upper Hunter Shire	25+	357
Upper Lachlan Shire	0-4	130
Upper Lachlan Shire	5-14	850
Upper Lachlan Shire	15-19	324
Upper Lachlan Shire	20-24	83
Upper Lachlan Shire	25+	206
Uralla	0-4	96
Uralla	5-14	696
Uralla	15-19	266
Uralla	20-24	65
Uralla	25+	201
Wagga Wagga	0-4	1377
Wagga Wagga	5-14	8553
Wagga Wagga	15-19	3195
Wagga Wagga	20-24	1858
Wagga Wagga	25+	2837
Walcha	0-4	55
Walcha	5-14	308
Walcha	15-19	90
Walcha	20-24	16
Walcha	25+	53
Walgett	0-4	70
Walgett	5-14	442
Walgett	15-19	128
Walgett	20-24	25
Walgett	25+	87
Warren	0-4	42
Warren	5-14	291
Warren	15-19	82
Warren	20-24	27
Warren	25+	62
Warrumbungle Shire	0-4	140
Warrumbungle Shire	5-14	922
Warrumbungle Shire	15-19	336
Warrumbungle Shire	20-24	65
Warrumbungle Shire	25+	197
Waverley	0-4	1240
Waverley	5-14	6673
Waverley	15-19	2564
Waverley	20-24	1668
Waverley	25+	4029
Weddin	0-4	49
Weddin	5-14	361
Weddin	15-19	142
Weddin	20-24	33
Weddin	25+	73
Wentworth	0-4	135
Wentworth	5-14	821
Wentworth	15-19	258
Wentworth	20-24	67
Wentworth	25+	170
Willoughby	0-4	1472
Willoughby	5-14	9948
Willoughby	15-19	3896
Willoughby	20-24	2427
Willoughby	25+	3709
Wingecarribee	0-4	822
Wingecarribee	5-14	5880
Wingecarribee	15-19	2284
Wingecarribee	20-24	746
Wingecarribee	25+	1594
Wollondilly	0-4	1242
Wollondilly	5-14	7540
Wollondilly	15-19	2746
Wollondilly	20-24	944
Wollondilly	25+	1288
Wollongong	0-4	3999
Wollongong	5-14	24277
Wollongong	15-19	10306
Wollongong	20-24	7258
Wollongong	25+	9098
Woollahra	0-4	817
Woollahra	5-14	5234
Woollahra	15-19	2382
Woollahra	20-24	1515
Woollahra	25+	2213
Yass Valley	0-4	292
Yass Valley	5-14	2374
Yass Valley	15-19	909
Yass Valley	20-24	278
Yass Valley	25+	617
Unincorporated NSW	0-4	9
Unincorporated NSW	5-14	115
Unincorporated NSW	15-19	16
Unincorporated NSW	25+	24
No usual address (NSW)	0-4	65
No usual address (NSW)	5-14	425
No usual address (NSW)	15-19	188
No usual address (NSW)	20-24	130
No usual address (NSW)	25+	337
Alpine	0-4	168
Alpine	5-14	1384
Alpine	15-19	518
Alpine	20-24	147
Alpine	25+	414
Ararat	0-4	175
Ararat	5-14	1120
Ararat	15-19	354
Ararat	20-24	86
Ararat	25+	249
Ballarat	0-4	1998
Ballarat	5-14	13862
Ballarat	15-19	5247
Ballarat	20-24	2551
Ballarat	25+	4450
Banyule	0-4	2420
Banyule	5-14	14819
Banyule	15-19	5981
Banyule	20-24	3580
Banyule	25+	5200
Bass Coast	0-4	512
Bass Coast	5-14	3956
Bass Coast	15-19	1350
Bass Coast	20-24	382
Bass Coast	25+	982
Baw Baw	0-4	938
Baw Baw	5-14	6891
Baw Baw	15-19	2470
Baw Baw	20-24	834
Baw Baw	25+	1718
Bayside (Vic.)	0-4	1669
Bayside (Vic.)	5-14	12623
Bayside (Vic.)	15-19	6394
Bayside (Vic.)	20-24	3213
Bayside (Vic.)	25+	3004
Benalla	0-4	143
Benalla	5-14	1232
Benalla	15-19	501
Benalla	20-24	123
Benalla	25+	334
Boroondara	0-4	2489
Boroondara	5-14	19640
Boroondara	15-19	11208
Boroondara	20-24	7907
Boroondara	25+	7576
Brimbank	0-4	2806
Brimbank	5-14	20738
Brimbank	15-19	9198
Brimbank	20-24	6314
Brimbank	25+	8362
Buloke	0-4	70
Buloke	5-14	590
Buloke	15-19	250
Buloke	20-24	51
Buloke	25+	110
Campaspe	0-4	518
Campaspe	5-14	4309
Campaspe	15-19	1603
Campaspe	20-24	426
Campaspe	25+	896
Cardinia	0-4	2665
Cardinia	5-14	16491
Cardinia	15-19	5694
Cardinia	20-24	2446
Cardinia	25+	4493
Casey	0-4	7353
Casey	5-14	51484
Casey	15-19	18922
Casey	20-24	9979
Casey	25+	15322
Central Goldfields	0-4	143
Central Goldfields	5-14	1298
Central Goldfields	15-19	447
Central Goldfields	20-24	105
Central Goldfields	25+	247
Colac Otway	0-4	348
Colac Otway	5-14	2384
Colac Otway	15-19	890
Colac Otway	20-24	214
Colac Otway	25+	526
Corangamite	0-4	219
Corangamite	5-14	1769
Corangamite	15-19	659
Corangamite	20-24	152
Corangamite	25+	307
Darebin	0-4	2433
Darebin	5-14	13753
Darebin	15-19	5812
Darebin	20-24	4943
Darebin	25+	9417
East Gippsland	0-4	617
East Gippsland	5-14	4606
East Gippsland	15-19	1533
East Gippsland	20-24	351
East Gippsland	25+	1180
Frankston	0-4	2669
Frankston	5-14	16176
Frankston	15-19	6096
Frankston	20-24	2774
Frankston	25+	4914
Gannawarra	0-4	119
Gannawarra	5-14	1053
Gannawarra	15-19	339
Gannawarra	20-24	74
Gannawarra	25+	167
Glen Eira	0-4	2806
Glen Eira	5-14	17553
Glen Eira	15-19	7626
Glen Eira	20-24	5618
Glen Eira	25+	7025
Glenelg	0-4	243
Glenelg	5-14	1980
Glenelg	15-19	750
Glenelg	20-24	167
Glenelg	25+	482
Golden Plains	0-4	465
Golden Plains	5-14	3708
Golden Plains	15-19	1282
Golden Plains	20-24	364
Golden Plains	25+	618
Greater Bendigo	0-4	1979
Greater Bendigo	5-14	14504
Greater Bendigo	15-19	5188
Greater Bendigo	20-24	2423
Greater Bendigo	25+	3937
Greater Dandenong	0-4	2290
Greater Dandenong	5-14	16323
Greater Dandenong	15-19	7200
Greater Dandenong	20-24	5626
Greater Dandenong	25+	7940
Greater Geelong	0-4	4687
Greater Geelong	5-14	30408
Greater Geelong	15-19	11930
Greater Geelong	20-24	7127
Greater Geelong	25+	10676
Greater Shepparton	0-4	1081
Greater Shepparton	5-14	8278
Greater Shepparton	15-19	3003
Greater Shepparton	20-24	1042
Greater Shepparton	25+	2098
Hepburn	0-4	187
Hepburn	5-14	1513
Hepburn	15-19	532
Hepburn	20-24	111
Hepburn	25+	550
Hindmarsh	0-4	80
Hindmarsh	5-14	511
Hindmarsh	15-19	219
Hindmarsh	20-24	37
Hindmarsh	25+	127
Hobsons Bay	0-4	1788
Hobsons Bay	5-14	10527
Hobsons Bay	15-19	3747
Hobsons Bay	20-24	2120
Hobsons Bay	25+	3788
Horsham	0-4	322
Horsham	5-14	2407
Horsham	15-19	852
Horsham	20-24	247
Horsham	25+	567
Hume	0-4	4821
Hume	5-14	33022
Hume	15-19	12182
Hume	20-24	6975
Hume	25+	10939
Indigo	0-4	259
Indigo	5-14	2031
Indigo	15-19	747
Indigo	20-24	182
Indigo	25+	520
Kingston (Vic.)	0-4	2884
Kingston (Vic.)	5-14	17899
Kingston (Vic.)	15-19	7506
Kingston (Vic.)	20-24	4214
Kingston (Vic.)	25+	6042
Knox	0-4	2667
Knox	5-14	17888
Knox	15-19	7961
Knox	20-24	4429
Knox	25+	5796
Latrobe (Vic.)	0-4	1140
Latrobe (Vic.)	5-14	8492
Latrobe (Vic.)	15-19	3003
Latrobe (Vic.)	20-24	1057
Latrobe (Vic.)	25+	2270
Loddon	0-4	74
Loddon	5-14	758
Loddon	15-19	283
Loddon	20-24	58
Loddon	25+	144
Macedon Ranges	0-4	895
Macedon Ranges	5-14	6970
Macedon Ranges	15-19	2659
Macedon Ranges	20-24	828
Macedon Ranges	25+	1441
Manningham	0-4	1922
Manningham	5-14	14052
Manningham	15-19	6671
Manningham	20-24	4208
Manningham	25+	4818
Mansfield	0-4	128
Mansfield	5-14	1244
Mansfield	15-19	417
Mansfield	20-24	79
Mansfield	25+	237
Maribyrnong	0-4	1458
Maribyrnong	5-14	7844
Maribyrnong	15-19	2953
Maribyrnong	20-24	2809
Maribyrnong	25+	5959
Maroondah	0-4	2301
Maroondah	5-14	13652
Maroondah	15-19	5550
Maroondah	20-24	2795
Maroondah	25+	4494
Melbourne	0-4	1065
Melbourne	5-14	5153
Melbourne	15-19	5410
Melbourne	20-24	16287
Melbourne	25+	18342
Melton	0-4	3951
Melton	5-14	26996
Melton	15-19	9214
Melton	20-24	4198
Melton	25+	6565
Mildura	0-4	926
Mildura	5-14	6524
Mildura	15-19	2212
Mildura	20-24	698
Mildura	25+	1643
Mitchell	0-4	1004
Mitchell	5-14	6290
Mitchell	15-19	2163
Mitchell	20-24	810
Mitchell	25+	1576
Moira	0-4	415
Moira	5-14	3220
Moira	15-19	1167
Moira	20-24	285
Moira	25+	707
Monash	0-4	2907
Monash	5-14	20182
Monash	15-19	10087
Monash	20-24	10245
Monash	25+	10416
Moonee Valley	0-4	2011
Moonee Valley	5-14	12861
Moonee Valley	15-19	5748
Moonee Valley	20-24	3903
Moonee Valley	25+	5347
Moorabool	0-4	731
Moorabool	5-14	4894
Moorabool	15-19	1632
Moorabool	20-24	618
Moorabool	25+	1194
Moreland	0-4	2893
Moreland	5-14	15858
Moreland	15-19	6077
Moreland	20-24	6460
Moreland	25+	11350
Mornington Peninsula	0-4	2566
Mornington Peninsula	5-14	18318
Mornington Peninsula	15-19	7409
Mornington Peninsula	20-24	2843
Mornington Peninsula	25+	4374
Mount Alexander	0-4	212
Mount Alexander	5-14	1876
Mount Alexander	15-19	697
Mount Alexander	20-24	158
Mount Alexander	25+	695
Moyne	0-4	248
Moyne	5-14	2175
Moyne	15-19	783
Moyne	20-24	185
Moyne	25+	431
Murrindindi	0-4	180
Murrindindi	5-14	1378
Murrindindi	15-19	563
Murrindindi	20-24	155
Murrindindi	25+	378
Nillumbik	0-4	1144
Nillumbik	5-14	8171
Nillumbik	15-19	3936
Nillumbik	20-24	1908
Nillumbik	25+	1953
Northern Grampians	0-4	164
Northern Grampians	5-14	1106
Northern Grampians	15-19	372
Northern Grampians	20-24	116
Northern Grampians	25+	250
Port Phillip	0-4	1278
Port Phillip	5-14	7012
Port Phillip	15-19	2834
Port Phillip	20-24	2741
Port Phillip	25+	6755
Pyrenees	0-4	93
Pyrenees	5-14	704
Pyrenees	15-19	259
Pyrenees	20-24	68
Pyrenees	25+	159
Queenscliffe	0-4	26
Queenscliffe	5-14	210
Queenscliffe	15-19	111
Queenscliffe	20-24	42
Queenscliffe	25+	82
South Gippsland	0-4	416
South Gippsland	5-14	3378
South Gippsland	15-19	1245
South Gippsland	20-24	292
South Gippsland	25+	665
Southern Grampians	0-4	254
Southern Grampians	5-14	1820
Southern Grampians	15-19	695
Southern Grampians	20-24	137
Southern Grampians	25+	362
Stonnington	0-4	1298
Stonnington	5-14	7665
Stonnington	15-19	4166
Stonnington	20-24	4634
Stonnington	25+	6167
Strathbogie	0-4	163
Strathbogie	5-14	975
Strathbogie	15-19	348
Strathbogie	20-24	84
Strathbogie	25+	265
Surf Coast	0-4	738
Surf Coast	5-14	4824
Surf Coast	15-19	1721
Surf Coast	20-24	693
Surf Coast	25+	1276
Swan Hill	0-4	314
Swan Hill	5-14	2416
Swan Hill	15-19	748
Swan Hill	20-24	257
Swan Hill	25+	543
Towong	0-4	84
Towong	5-14	624
Towong	15-19	212
Towong	20-24	48
Towong	25+	131
Wangaratta	0-4	450
Wangaratta	5-14	3400
Wangaratta	15-19	1277
Wangaratta	20-24	313
Wangaratta	25+	815
Warrnambool	0-4	527
Warrnambool	5-14	4039
Warrnambool	15-19	1542
Warrnambool	20-24	512
Warrnambool	25+	1220
Wellington	0-4	649
Wellington	5-14	4919
Wellington	15-19	1729
Wellington	20-24	463
Wellington	25+	1186
West Wimmera	0-4	75
West Wimmera	5-14	391
West Wimmera	15-19	96
West Wimmera	20-24	22
West Wimmera	25+	52
Whitehorse	0-4	2828
Whitehorse	5-14	18460
Whitehorse	15-19	9120
Whitehorse	20-24	7528
Whitehorse	25+	8916
Whittlesea	0-4	4899
Whittlesea	5-14	30228
Whittlesea	15-19	10883
Whittlesea	20-24	6353
Whittlesea	25+	9925
Wodonga	0-4	844
Wodonga	5-14	5583
Wodonga	15-19	1994
Wodonga	20-24	815
Wodonga	25+	1680
Wyndham	0-4	6983
Wyndham	5-14	44166
Wyndham	15-19	12973
Wyndham	20-24	8081
Wyndham	25+	14678
Yarra	0-4	1054
Yarra	5-14	5468
Yarra	15-19	2191
Yarra	20-24	3294
Yarra	25+	6779
Yarra Ranges	0-4	2912
Yarra Ranges	5-14	18827
Yarra Ranges	15-19	7571
Yarra Ranges	20-24	3165
Yarra Ranges	25+	4992
Yarriambiack	0-4	82
Yarriambiack	5-14	681
Yarriambiack	15-19	246
Yarriambiack	20-24	44
Yarriambiack	25+	127
Unincorporated Vic	0-4	6
Unincorporated Vic	5-14	45
Unincorporated Vic	15-19	20
Unincorporated Vic	20-24	20
Unincorporated Vic	25+	35
No usual address (Vic.)	0-4	63
No usual address (Vic.)	5-14	407
No usual address (Vic.)	15-19	140
No usual address (Vic.)	20-24	133
No usual address (Vic.)	25+	267
Aurukun	0-4	5
Aurukun	5-14	140
Aurukun	15-19	8
Aurukun	25+	3
Balonne	0-4	58
Balonne	5-14	512
Balonne	15-19	126
Balonne	20-24	38
Balonne	25+	81
Banana	0-4	170
